ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE	GLOSS
33152	Bunan	today	today	tʰan	tʰ a n				313	NA		Widmer2014		today
33385	Byangsi	today	today	thinja:	tʰ i n j/dʒ aː				454	542511		Sharma2003		today
33617	Rongpo	today	today	than	tʰ a n				313	547520		Sharma2003a		today
33839	Kulung	today (adv.)	today	ese	e s e	Nepali: āja. (Tolsma1999)			2527	NA		Tolsma1999		today
34065	Bantawa	today, this day	today	ayɨ	a j ɨ				860	NA		Jongens2009:411		today
34908	Atsi	today	today	kʰĕ⁵⁵ŋji⁵⁵	kʰ ĕ ⁵⁵ + ŋ j i ⁵⁵				3363	NA		Huang1992		today
35059	Lashi	today	today	kʰə̆⁵⁵ŋjei⁵⁵	kʰ ə̆ ⁵⁵ + ŋ j e i ⁵⁵				3363	NA		Huang1992		today
35219	Achang_Longchuan	today	today	xai⁵⁵ȵen³¹	x a i ⁵⁵ + nʲ e n ³¹				3069	NA		Huang1992		today
35232	Bola	today	today	a³¹kʰə̆³¹nɛʔ³¹	a ³¹ + kʰ ə̆ ³¹ + n ɛ ʔ ³¹				1248	NA		Huang1992		today
35271	Maru	today	today	a³¹na⁵⁵nɛʔ³¹	a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹				3710	NA		Huang1992		today
35298	Rangoon	today	today	jɑ⁵³ne⁵³	j ɑ ⁵³ + n e ⁵³				1261	NA		Huang1992		today
35644	Xiandao	today	today	fu³¹ɳɛn³¹	f u ³¹ + ɳ ɛ n ³¹				618	NA		Huang1992		today
35892	Bahing	today (adv)	today	ana	a n a				3372	121694				today
36165	Lushai	today	today	vawiin	v a w i i n	phonetically vɔj in. Compare 'yesterday' nim in. LS			2717	251364				today
37492	Beijing	today	today	tɕiɘn⁵⁵tʰiɐn⁰	tɕ i ɘ n ⁵⁵ tʰ i ɐ n ⁰			今天	2005	NA	今天	BeijingDaxue1964		today
37493	Beijing	today	today	tɕiɘnr⁵⁵	tɕ i ɘ/r n ⁵⁵			今兒	2005	NA	今	BeijingDaxue1964		today
37494	Guangzhou	today	today	kɐm⁵³mɐt²	k ɐ m ⁵³ m ɐ t ²			今日	2005	NA	今日	BeijingDaxue1964		today
37495	Guangzhou	today	today	kɐm⁵⁵tsiu⁵³	k ɐ m ⁵⁵ ts i u ⁵³			今朝	2005	NA	今朝	BeijingDaxue1964		today
37496	Chaozhou		today	kim³³zik⁵	k i m ³³ z i k ⁵				2005	NA	今日			today
37497	Longgang		today	kɪn³⁵ŋɪt³	k ɪ n ³⁵ ŋ ɪ t ³				2005	NA	今日			today
37498	Jieyang		today	kɛŋ³³zɛk⁵	k ɛ ŋ ³³ z ɛ k ⁵				2005	NA	今日			today
37499	Xingning		today	kin³⁵niʔ²	k i n ³⁵ n i ʔ ²				2005	NA	今日			today
37950	Hayu	today (adv)	today	tɩrɩ	t ɿ r ɿ				2250	120689				today
38038	Tangut		today	pjɨ sjij	p ɨ j s j i j				1313	NA	今朝			today
38354	Mikir		today	pinì	p i n ì/i	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «pini, mini» (page: 437)			1313	NA		Walker1925, Konnerth2014	pini, mini	today
38590	Rabha	today	today	té	t é/e				10510	NA		Joseph2007		today
15895	Jingpho	today	today	tai³¹ni⁵⁵	t a i ³¹ + n i ⁵⁵				4023	383023		STEDT/TBL	tai³¹ni⁵⁵	today
16976	Motuo_Menba	today	today	thi noŋ	tʰ i _ n o ŋ				3120	383011		STEDT/TBL	thi noŋ	today
17867	rGyalrong_Maerkang	today	today	mə sni	m ə _ s n i				1313	383015		STEDT/TBL	mə sni	today
18160	Tibetan_Lhasa	today	today	thə¹³ri⁵² (thi¹³rĩ⁵⁵)	tʰ ə ¹³ + r i ⁵²				2389	383006		STEDT/TBL	thə¹³ri⁵² (thi¹³rĩ⁵⁵)	today
19114	Daofu	today	today	pə sȵi	p ə + s ȵ i				1313	383016		STEDT/TBL	pə sȵi	today
19815	Tibetan_Batang	today	today	a¹³ri⁵⁵	a ¹³ + r i ⁵⁵				2270	383007		STEDT/TBL	a¹³ri⁵⁵	today
21607	Zhaba_Daofu_County	today	today	a⁵⁵nə⁵⁵	a ⁵⁵ + n ə ⁵⁵				2264	383018		STEDT/TBL	a⁵⁵nə⁵⁵	today
21687	Darang_Taraon	today	today	ɑ³¹tiɑ⁵⁵n̥n⁵³	ɑ ³¹ + t i ɑ ⁵⁵ + n̥ n ⁵³				2275	383026		STEDT/TBL	ɑ³¹tiɑ⁵⁵n̥n⁵³	today
22406	Tibetan_Xiahe	today	today	te raŋ	t e _ r a ŋ				2389	383008		STEDT/TBL	te raŋ	today
23508	Lisu	today	today	ȵi⁵⁵ȵi³³	ȵ i ⁵⁵ + ȵ i ³³				2669	383044		STEDT/TBL	ȵi⁵⁵ȵi³³	today
23584	Bokar	today	today	ɕo loː	ɕ o + l oː				2684	383028		STEDT/TBL	ɕo loː	today
24137	Dulong	today	today	dɔ³¹ni⁵⁵	d ɔ ³¹ + n i ⁵⁵				2812	383024		STEDT/TBL	dɔ³¹ni⁵⁵	today
24564	Tibetan_Alike	today	today	te raŋ	t e _ r a ŋ				2389	383009		STEDT/TBL	te raŋ	today
24868	Yidu	today	today	e⁵⁵tiɑ⁵⁵ȵi³¹	e ⁵⁵ + t i ɑ ⁵⁵ + ȵ i ³¹				2275	383029		STEDT/TBL	e⁵⁵tiɑ⁵⁵ȵi³¹	today
25844	Japhug	today	today	jisŋi	j i s ŋ i				3111	NA				today
30524	Khaling		today	ʔʌnɵ̂l	ʔ ʌ n ɵ̂ l				3372	NA				today
30525	Limbu		today	ain	ai n				860	NA				today
31018	Old_Chinese		today	krəm	k r ə m			今天	2005	NA	今	SagartMa2016	*[k]r[ә]m	today
31293	Old_Burmese		today	dī◦neʔ	d ī/iː + n e ʔ	!Written Burmese			3701	NA		Hill2016		today
31770	Wobzi_Khroskyabs		today	snə̂	s n ə̂				10511	NA		Lai2016		today
32033	Chepang	today	today	ten	t e n				3279	482138		Caughley2000		today
32291	Garo	today (n)	today	da•-sal	d a ʔ + s a l				3458	465860		Burling2003		today
32372	Old_Tibetan		today	de riŋ	d e + r i ŋ				2389	NA				today
32615	Thulung		today	anep	a n e p				3073	NA				today
32868	Hakha_Chin	tomorrow (n., adv.)	tomorrow	thaizing.	tʰ a i z i ng	[full entry: ]			3450	NA		VanBik2014		tomorrow
33078	Bunan	tomorrow	tomorrow	otɕi	o tɕ i				262	NA		Widmer2014		tomorrow
33386	Byangsi	tomorrow	tomorrow	chanan	c/tʃʰ a n a n				455	541653		Sharma2003		tomorrow
33618	Rongpo	tomorrow	tomorrow	oro, orɔ	o r o				605	547178		Sharma2003a		tomorrow
33840	Kulung	tomorrow (adv.)	tomorrow	desa	d e s a	Nepali: bholi. (Tolsma1999)			1459	NA		Tolsma1999		tomorrow
34066	Bantawa	tomorrow	tomorrow	maŋkolen	m a ŋ k o l e n				2822	NA		Jongens2009:447		tomorrow
34379	Maru	tomorrow	tomorrow	nɛʔ³¹mɔ⁵⁵nɛʔ³¹	n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹				1139	NA		Huang1992		tomorrow
34847	Bola	tomorrow	tomorrow	nɛʔ³¹ma³⁵nɛʔ³¹	n ɛ ʔ ³¹ + m a ³⁵ + n ɛ ʔ ³¹				1139	NA		Huang1992		tomorrow
34910	Atsi	tomorrow	tomorrow	naʔ²¹ma⁵⁵	n a ʔ ²¹ + m a ⁵⁵				1139	NA		Huang1992		tomorrow
35063	Lashi	tomorrow	tomorrow	nap³¹jɔ³¹ŋjei⁵⁵	n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵				1206	NA		Huang1992		tomorrow
35176	Xiandao	tomorrow	tomorrow	n̥a³¹ʐɔ⁵⁵	n̥ a ³¹ + ʐ ɔ ⁵⁵				1239	NA		Huang1992		tomorrow
35223	Achang_Longchuan	tomorrow	tomorrow	pʰă⁵⁵nap⁵⁵	pʰ ă ⁵⁵ + n a p ⁵⁵				10537	NA		Huang1992		tomorrow
35300	Rangoon	tomorrow	tomorrow	nɛʔ⁴pʰjɑ̃²²	n ɛ ʔ ⁴ + pʰ j ɑ̃ ∼ ²²				1263	NA		Huang1992		tomorrow
35893	Bahing	tomorrow (adv)	tomorrow	dilla	d i l l a				1459	122260				tomorrow
36166	Lushai	tomorrow	tomorrow	naktuk	n a k t u k				1613	251439				tomorrow
37500	Beijing	tomorrow	tomorrow	miɤŋ³⁵tʰiɐn⁰	m i ɤ ŋ ³⁵ tʰ i ɐ n ⁰			明天	2008	NA	明天	BeijingDaxue1964		tomorrow
37501	Beijing	tomorrow	tomorrow	miɤŋr³⁵	m i ɤ/r ŋ ³⁵			明兒	2008	NA	明	BeijingDaxue1964		tomorrow
37502	Guangzhou	tomorrow	tomorrow	tʰɪŋ⁵³jɐt²	tʰ ɪ ŋ ⁵³ j ɐ t ²			聽 日	3284	NA	聽日	BeijingDaxue1964		tomorrow
37503	Chaozhou		tomorrow	ma¹³₅₃zik⁵	m a ¹³/⁵³ z i k ⁵				10288	NA	明.旦日			tomorrow
37505	Jieyang		tomorrow	ma¹³₅₃zɛk⁵	m a ¹³/⁵³ z ɛ k ⁵				10288	NA	明.旦日			tomorrow
37506	Xingning		tomorrow	ʂʅn²¹tʂɑɔ³⁵niʔ²	ʂ ʅ n ²¹ ʈʂ ɑ ɔ ³⁵ n i ʔ ²				3287	NA	晨朝日			tomorrow
37507	Xingning		tomorrow	min²¹tʂɑɔ³⁵niʔ²	m i n ²¹ ʈʂ ɑ ɔ ³⁵ n i ʔ ²				2008	NA	明朝日			tomorrow
37752	Ukhrul	tomorrow	tomorrow	ʔa-kʰama	ʔ a + kʰ a m a				2150	525982				tomorrow
37951	Hayu	tomorrow, the next day (adv)	tomorrow	nukun	n u k u n				3083	120905				tomorrow
38036	Tangut		tomorrow	na rar	n a r a r				4216	NA	翌日			tomorrow
38352	Mikir		tomorrow	penàp	p e n à/a p	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «penap, menap» (page: 437)			10537	NA		Walker1925, Konnerth2014	penap, menap	tomorrow
38592	Rabha	tomorrow	tomorrow	ga-pʰuŋ	g a + pʰ u ŋ				10538	NA		Joseph2007		tomorrow
37504	Longgang		tomorrow	mɪn²¹tsau³⁵ŋɪt³	m ɪ n ²¹ ts a u ³⁵ ŋ ɪ t ³				2008	NA	明朝日			tomorrow
16820	Jingpho	tomorrow	tomorrow	phot⁵⁵ni⁵⁵	pʰ o t ⁵⁵ + n i ⁵⁵				3465	383227		STEDT/TBL	phot⁵⁵ni⁵⁵	tomorrow
16979	Motuo_Menba	tomorrow	tomorrow	nam niŋ	n a m _ n i ŋ				3153	383215		STEDT/TBL	nam niŋ	tomorrow
17870	rGyalrong_Maerkang	tomorrow	tomorrow	so sni	s o _ s n i				2832	383219		STEDT/TBL	so sni	tomorrow
18163	Tibetan_Lhasa	tomorrow	tomorrow	səŋ⁵⁵ȵĩ⁵⁵	s ə ŋ ⁵⁵ + ȵ ĩ ∼ ⁵⁵				2832	383210		STEDT/TBL	səŋ⁵⁵ȵĩ⁵⁵	tomorrow
18837	Tibetan_Alike	tomorrow	tomorrow	naŋ rka	n a ŋ _ r k a	!			2456	383213		STEDT/TBL	naŋ rka	tomorrow
19817	Tibetan_Batang	tomorrow	tomorrow	sõŋ¹³ȵĩ⁵⁵	s õ ∼ ŋ ¹³ + ȵ ĩ ∼ ⁵⁵	!			2832	383211		STEDT/TBL	sõŋ¹³ȵĩ⁵⁵	tomorrow
20256	Lisu	tomorrow	tomorrow	ɕɑ⁵⁵gɯ̱³³	ɕ ɑ ⁵⁵ + g ɯ̠ ³³				2615	383248		STEDT/TBL	ɕɑ⁵⁵gɯ̱³³	tomorrow
21610	Zhaba_Daofu_County	tomorrow	tomorrow	so³³mə⁵⁵nɪ³³	s o ³³ + m ə ⁵⁵ + n ɪ ³³				2832	383222		STEDT/TBL	so³³mə⁵⁵nɪ³³	tomorrow
21611	Daofu	tomorrow	tomorrow	ɬha si	ɬʰ a + s i				2832	383220		STEDT/TBL	ɬha si	tomorrow
22209	Yidu	tomorrow	tomorrow	ɑ³¹nɑ⁵⁵jɑ⁵⁵	ɑ ³¹ + n ɑ ⁵⁵ + j ɑ ⁵⁵				3249	383233		STEDT/TBL	ɑ³¹nɑ⁵⁵jɑ⁵⁵	tomorrow
22409	Tibetan_Xiahe	tomorrow	tomorrow	naŋ hka	n a ŋ _ h k a	!			2456	383212		STEDT/TBL	naŋ hka	tomorrow
23588	Bokar	tomorrow	tomorrow	aːrə	aː r ə	!			2686	383232		STEDT/TBL	aːrə	tomorrow
24207	Dulong	tomorrow	tomorrow	ɑ³¹sɑŋ⁵⁵ni⁵⁵	ɑ ³¹ + s ɑ ŋ ⁵⁵ + n i ⁵⁵				2832	383228		STEDT/TBL	ɑ³¹sɑŋ⁵⁵ni⁵⁵	tomorrow
24825	Darang_Taraon	tomorrow	tomorrow	ɑ³¹su⁵³n̥n⁵³	ɑ ³¹ + s u ⁵³ + n̥ n ⁵³				2935	383230		STEDT/TBL	ɑ³¹su⁵³n̥n⁵³	tomorrow
25845	Japhug	tomorrow	tomorrow	fso	f s o				2832	NA				tomorrow
30528	Limbu		tomorrow	taːndik	t aː n d i k				3568	NA				tomorrow
30529	Khaling		tomorrow	disɛ̂ː	d i s ɛ̂ː				1459	NA				tomorrow
31019	Old_Chinese		tomorrow	mraŋ	m r a ŋ			明天	2008	NA	明	SagartMa2016	*mraŋ	tomorrow
31294	Old_Burmese		tomorrow	ma◦nak◦phran	m a + n a k + pʰ r a n	!Written Burmese			1263	NA		Hill2016		tomorrow
31771	Wobzi_Khroskyabs		tomorrow	fsəsê	f s ə s ê/e				2832	NA		Lai2016		tomorrow
32034	Chepang	tomorrow	tomorrow	syaŋh	s j a ŋ̊				2832	486956		Caughley2000		tomorrow
32292	Garo	tomorrow (lw)	tomorrow	am-bin-o	a m b i n o				3459	465222		Burling2003		tomorrow
32374	Old_Tibetan		tomorrow	saŋ ɲin	s a ŋ + ɲ i n				2832	NA				tomorrow
32616	Thulung		tomorrow	di:ka	d iː k a				1459	NA				tomorrow
33067	Bunan	twenty	twenty	nidza	n i dz a				6154	NA		Widmer2014		twenty
33387	Byangsi	twenty	twenty	nassa:	n a s s aː				2812	542120		Sharma2003		twenty
33619	Rongpo	twenty	twenty	bi:s	b iː s				6451	546317		Sharma2003a		twenty
33841	Kulung	score, e.g. ik-khal twenty. (num.)	twenty	khal	kʰ a l				2813	NA		Tolsma1999		twenty
34297	Atsi	twenty num	twenty	i⁵⁵tshe⁵¹	i ⁵⁵ + tsʰ e ⁵¹				8103	NA		Huang1992		twenty
34298	Bola	twenty num	twenty	i̱³⁵thai⁵⁵	ḭ ³⁵ + tʰ a i ⁵⁵				8103	NA		Huang1992		twenty
34299	Lashi	twenty num	twenty	ə̱⁵⁵tshe³³	ə̰ ⁵⁵ + tsʰ e ³³				8103	NA		Huang1992		twenty
34301	Xiandao	twenty num	twenty	ta³¹sau⁵⁵	t a ³¹ + s a u ⁵⁵				8105	NA		Huang1992		twenty
34504	Rangoon		twenty	hniʔ⁴shɛ²²	n̥ i ʔ ⁴ + sʰ ɛ ²²				2812	NA		Huang1992		twenty
35573	Achang_Longchuan	twenty num	twenty	tă³¹sau⁵⁵	t ă ³¹ + s a u ⁵⁵				8105	NA		Huang1992		twenty
32873	Hakha_Chin	twenty (num.)	twenty	pakul	k û/u l				2813	NA		VanBik2014		twenty
38180	Tangut		twenty	njɨɨ ɣa.	n j ɨː ɣ a				0	NA	二十			twenty
38511	Mikir		twenty	ingkòi	i ng k ò/o i	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ingkoi» (page: 442)			0	NA		Walker1925, Konnerth2014	ingkoi	twenty
34300	Maru	twenty num	twenty	ʃi̱k⁵⁵tshɛ³¹	ʃ ḭ k ⁵⁵ + tsʰ ɛ ³¹				8104	NA		Huang1992		twenty
11414	Old_Tibetan		twenty	ɲi.ɕu	ɲ i + + ɕ u				2812	NA				twenty
11443	Japhug		twenty	ɣnɤsqi	ɣ n ɤ s q i				4759	NA			ɣnɤsqi	twenty
16874	Jingpho	twenty	twenty	khun³³	kʰ u n ³³				2813	387007		STEDT/TBL	khun³³	twenty
17042	Motuo_Menba	twenty	twenty	khai thor	kʰ a i _ tʰ o r				2813	386995		STEDT/TBL	khai thor	twenty
17925	rGyalrong_Maerkang	twenty	twenty	kə nəs ʃtʃᴇ	k ə _ n ə s _ ʃ tʃ ᴇ/e	!			2812	386999		STEDT/TBL	kə |nəs ʃtʃᴇ	twenty
19162	Daofu	twenty	twenty	ɣnə sqha	ɣ n ə _ s qh a	!			4759	387000		STEDT/TBL	ɣnə sqha	twenty
19602	Dulong	twenty	twenty	ɑ³¹ni⁵⁵sɑn⁵⁵	ɑ ³¹ + n i ⁵⁵ + s ɑ n ⁵⁵				2812	387008		STEDT/TBL	ɑ³¹ni⁵⁵sɑn⁵⁵	twenty
19864	Tibetan_Batang	twenty	twenty	ȵɪ¹³xhu⁵³	ȵ ɪ ¹³ + xʰ u ⁵³				2812	386991		STEDT/TBL	ȵɪ¹³xhu⁵³	twenty
31267	Old_Burmese		twenty	nhac◦chay	nh a c + ch a y				2812	NA		Hill2016		twenty
21740	Darang_Taraon	twenty	twenty	kɑ³¹n̩⁵⁵xɑ⁵⁵lɯŋ⁵⁵	k ɑ ³¹ + n̩ ⁵⁵ + x ɑ ⁵⁵ + l ɯ ŋ ⁵⁵	!			2814	387010		STEDT/TBL	kɑ³¹n̩⁵⁵xɑ⁵⁵lɯŋ⁵⁵	twenty
22457	Tibetan_Xiahe	twenty	twenty	ȵu xhə	ȵ u _ xʰ ə	???			2812	386992		STEDT/TBL	ȵu xhə	twenty
22947	Zhaba_Daofu_County	twenty	twenty	nɛ³³tshɿ⁵⁵	n ɛ ³³ + tsʰ ɿ ⁵⁵				2812	387002		STEDT/TBL	nɛ³³tshɿ⁵⁵	twenty
23560	Lisu	twenty	twenty	ȵi³¹tshi̱³³	ȵ i ³¹ + tsʰ i̠ ³³				2812	387028		STEDT/TBL	ȵi³¹tshi̱³³	twenty
23561	Lisu	twenty	twenty	ȵi³¹tsi̱³³	ȵ i ³¹ + ts i̠ ³³				2812	387040		STEDT/TBL	ȵi³¹tsi̱³³	twenty
24106	Tibetan_Lhasa	twenty	twenty	ȵi¹³ɕu⁵⁵	ȵ i ¹³ + ɕ u ⁵⁵				2812	386990		STEDT/TBL	ȵi¹³ɕu⁵⁵	twenty
24295	Bokar	twenty	twenty	keː	k eː				2815	387012		STEDT/TBL	keː	twenty
24623	Tibetan_Alike	twenty	twenty	ȵu xə	ȵ u _ x ə				2812	386993		STEDT/TBL	ȵu xə	twenty
24918	Yidu	twenty	twenty	ɑ⁵⁵ȵi⁵⁵hɹoŋ⁵⁵	ɑ ⁵⁵ + ȵ i ⁵⁵ + h ɹ o ŋ ⁵⁵				4375	387013		STEDT/TBL	ɑ⁵⁵ȵi⁵⁵hɹoŋ⁵⁵	twenty
31775	Wobzi_Khroskyabs		twenty	nɑ̂sə	n ɑ̂ s ə				2812	NA		Lai2016		twenty
32295	Garo	twenty (num)	twenty	kol-grik	k o l + g r i k				2813	466782		Burling2003		twenty
32617	Thulung		twenty	nʌ:dym	n ʌː d y m				5615	NA				twenty
32874	Hakha_Chin	two (num.)	two	pahnih	p a n̥ i ʔ				102	NA		VanBik2014		two
33070	Bunan	two	two	niskiŋ	n i s k i ŋ	Comment (by Widmer2014): «ZZ ni ~ ne / PTB *ni»			102	NA		Widmer2014		two
33388	Byangsi	two	two	naʃɛ	n a ʃ ɛ				102	542116		Sharma2003		two
33620	Rongpo	two	two	nhi:s	nh iː s				102	547164		Sharma2003a		two
33842	Kulung	two (num.)	two	nitci	n i t tʃ i	Nepali: duī. (Tolsma1999)			102	NA		Tolsma1999		two
34070	Bantawa	two	two	hɨwa	h ɨ w a				2914	NA		Jongens2009:431		two
34302	Achang_Longchuan	two num	two	sək⁵⁵	s ə k ⁵⁵				950	NA		Huang1992		two
34303	Atsi	two num	two	i⁵⁵	i ⁵⁵				949	NA		Huang1992		two
34305	Lashi	two num	two	ə̱k⁵⁵	ə̰ k ⁵⁵				949	NA		Huang1992		two
34306	Maru	two num	two	ʃi̱k⁵⁵	ʃ ḭ k ⁵⁵				950	NA		Huang1992		two
34308	Xiandao	two num	two	sɤk⁵⁵	s ɤ k ⁵⁵				950	NA		Huang1992		two
34733	Rangoon		two	n̥	n̥				102	NA		Huang1992		two
35894	Bahing	two (num)	two	niksi	n i k s i				102	122307				two
37508	Beijing		two	ɚ⁵¹	ə˞ ⁵¹				102	NA	二			two
37510	Chaozhou		two	nɔ³⁵	n ɔ ³⁵	cannot reflect 兩. I! V! or 二: V! T! LS			10289	NA	兩			two
37511	Longgang		two	ŋi⁵⁴	ŋ i ⁵⁴				102	NA	二			two
37512	Jieyang		two	nɔ³⁵	n ɔ ³⁵	cannot reflect 兩. I! V! or 二: V! T! LS			10289	NA	兩			two
37513	Xingning		two	ni⁵³	n i ⁵³				102	NA	二			two
37514	Guangzhou		two	lɶŋ²³	l ɶ ŋ ²³				2012	NA	兩			two
37753	Ukhrul	two	two	kʰə-ni	kʰ ə + n i				102	526773				two
37952	Hayu	two (human) (num)	two	nakpu	n a k p u				102	120869				two
38277	Mikir		two	+nì	+ n ì/i	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «heni, -ni» (page: 443)			102	NA		Walker1925, Konnerth2014	heni, -ni	two
38663	Rabha	two	two	a-niŋ	a + n i ŋ				102	NA		Joseph2007		two
11467	Old_Tibetan	two	two	gɲis	g ɲ i s			二	102	NA	二		gɲis	two
11480	Khaling	two	two	sakpu	s a k p u			二	3241	NA	二		sakpu	two
11481	Limbu	two	two	ni	n i			二	102	NA	二		ni	two
11496	Japhug	two	two	ʁnɯz	ʁ n ɯ z			二	102	NA	二		ʁnɯz	two
11500	Tangut	two	two	njɨɨ²	n j ɨɨ/ɨː ²			二	102	NA	二		njɨɨ²	two
34304	Bola	two num	two	i̱³⁵	ḭ ³⁵				949	NA		Huang1992		two
16123	Jingpho	two	two	lă⁵⁵khoŋ⁵¹	l ă ⁵⁵ + kʰ o ŋ ⁵¹				3689	386096		STEDT/TBL	lă⁵⁵khoŋ⁵¹	two
16778	Tibetan_Xiahe	two	two	hȵi	h ȵ i				102	386081		STEDT/TBL	hȵi	two
17913	rGyalrong_Maerkang	two	two	kə nᴇs	k ə _ n ᴇ/e s	!			102	386088		STEDT/TBL	kə |nᴇs	two
18208	Tibetan_Lhasa	two	two	ȵiː⁵⁵	ȵ iː ⁵⁵				102	386079		STEDT/TBL	ȵiː⁵⁵	two
19149	Daofu	two	two	ɣnə	ɣ n ə				102	386089		STEDT/TBL	ɣnə	two
21641	Zhaba_Daofu_County	two	two	nɛ¹³	n ɛ ¹³				102	386091		STEDT/TBL	nɛ¹³	two
21724	Darang_Taraon	two	two	kɑ³¹n̩⁵⁵	k ɑ ³¹ + n̩ ⁵⁵	!			102	386099		STEDT/TBL	kɑ³¹n̩⁵⁵	two
22714	Tibetan_Batang	two	two	ȵi⁵⁵	ȵ i ⁵⁵				102	386080		STEDT/TBL	ȵi⁵⁵	two
23548	Lisu	two	two	ȵi³¹	ȵ i ³¹				102	386117		STEDT/TBL	ȵi³¹	two
23626	Bokar	two	two	a ȵi	a + ȵ i				102	386101		STEDT/TBL	a ȵi	two
23922	Dulong	two	two	ɑ³¹ni⁵⁵	ɑ ³¹ + n i ⁵⁵				102	386097		STEDT/TBL	ɑ³¹ni⁵⁵	two
24462	Motuo_Menba	two	two	ȵik tsiŋ	ȵ i k _ ts i ŋ				102	386084		STEDT/TBL	ȵik tsiŋ	two
24609	Tibetan_Alike	two	two	ɣȵi	ɣ ȵ i				102	386082		STEDT/TBL	ɣȵi	two
24904	Yidu	two	two	kɑ³¹ni⁵⁵	k ɑ ³¹ + n i ⁵⁵				102	386102		STEDT/TBL	kɑ³¹ni⁵⁵	two
37509	Guangzhou		two	ji²²	j i ²²				102	NA	二			two
31024	Old_Chinese		two	nij←s	n i j + s			二	102	NA	二	SagartMa2016	*ni[j]-s	two
31268	Old_Burmese		two	nhac	nh a c				102	NA		Hill2016		two
31776	Wobzi_Khroskyabs		two	jnæ̂	j n æ̂				102	NA		Lai2016		two
32040	Chepang	two	two	nis(-)	n i s				102	483331		Caughley2000		two
32296	Garo	second; two (num)	two	-gin-i	g i n i				102	466139		Burling2003		two
32618	Thulung		two	nʌ:	n ʌː				102	NA				two
32878	Hakha_Chin	we (pron.)	we [first person plural inclusive]	1. kanmah;	k a n m a h	[full entry: 2. kan, synonym of kanmah.]			5008	NA		VanBik2014		we [first person plural inclusive]
33176	Bunan		we [first person plural inclusive]	hiŋ	h i ŋ				2860	NA				we [first person plural inclusive]
33389	Byangsi	1sg, I, me	we [first person plural inclusive]	je	j e				6455	541874		Sharma2003		we [first person plural inclusive]
33621	Rongpo	we (agentive form)	we [first person plural inclusive]	injə	i n dʒ ə				6455	546767		Sharma2003a		we [first person plural inclusive]
33843	Kulung	we (pron.)	we [first person plural inclusive]	kas	k a s	Nepali: hāmī duī-janā. (Tolsma1999)			6456	NA		Tolsma1999		we [first person plural inclusive]
33844	Kulung	we (pron.)	we [first person plural inclusive]	kaska	k a s k a	Nepali: hāmī duī-janā. (Tolsma1999)			6456	NA		Tolsma1999		we [first person plural inclusive]
34074	Bantawa	we (inclusive plural)	we [first person plural inclusive]	ankan	a n k a n				2857	NA		Jongens2009:411		we [first person plural inclusive]
34358	Atsi	we pron	we [first person plural inclusive]	ŋa⁵⁵moʔ⁵⁵	ŋ a ⁵⁵ + m o ʔ ⁵⁵	bad concept			8127	NA		Huang1992		we [first person plural inclusive]
34359	Bola	we pron	we [first person plural inclusive]	ŋă⁵⁵maʔ³¹	ŋ ă ⁵⁵ + m a ʔ ³¹	bad concept			8127	NA		Huang1992		we [first person plural inclusive]
34360	Lashi	we pron	we [first person plural inclusive]	ŋŏ³¹nu̱ŋ⁵⁵	ŋ ŏ ³¹ + n ṵ ŋ ⁵⁵	bad concept			8128	NA		Huang1992		we [first person plural inclusive]
34361	Maru	we pron	we [first person plural inclusive]	ŋɔ̆³¹na̱uŋ⁵⁵	ŋ ɔ̆ ³¹ + n a̰ u ŋ ⁵⁵	bad concept			8128	NA		Huang1992		we [first person plural inclusive]
34362	Xiandao	we pron	we [first person plural inclusive]	ŋɔ⁵⁵tu³⁵	ŋ ɔ ⁵⁵ + t u ³⁵	bad concept			8126	NA		Huang1992		we [first person plural inclusive]
34592	Rangoon		we [first person plural inclusive]	ŋɑ²²◦to⁵³	ŋ ɑ ²² + t o ⁵³	bad concept			8126	NA		Huang1992		we [first person plural inclusive]
38173	Tangut		we [first person plural inclusive]	gjɨ mji	g j ɨ m j ɨ				0	NA				we [first person plural inclusive]
38503	Mikir		we [first person plural inclusive]	ne	n e	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «netum, etum, itum» (page: 455)			0	NA		Walker1925, Konnerth2014	netum, etum, itum	we [first person plural inclusive]
11785	Old_Tibetan	we	we [first person plural inclusive]	ɦo skol	ɦ o + s k o l			我们	5946	NA	我		kʰo.na	we [first person plural inclusive]
11798	Khaling	we	we [first person plural inclusive]	ʔik	ʔ i k			我们	2860	NA	我		ʔik	we [first person plural inclusive]
11799	Limbu	we	we [first person plural inclusive]	ani	a n i			我们	2857	NA	我		ani	we [first person plural inclusive]
11814	Japhug	we	we [first person plural inclusive]	iʑo	i ʑ o			我们	2860	NA	我		iʑo	we [first person plural inclusive]
