ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	NOTE
649	Kagate	Night	komu	komu	k !o/u.!Ø/ŋ + m u	evening _:mu-suffix/mu	811 3365	87	k !o/u.!Ø/ŋ + m u	
905	Lowa	Night	tsʰemo	tsʰemo	tsʰ e + m o	night _:mu-suffix/mu	1900 3365	552	tsʰ e - + m o	
1158	Nubri	Night	tsʰen̪	tsʰen̪	tsʰ e + n̪ !Ø/ə	night _-:n-suffix	1900 76	552	tsʰ e + n̪ !Ø/ə	
1412	Sherpa	Night	tsʰemu	tsʰemu	tsʰ e + m u	night _:mu-suffix/mu	1900 3365	552	tsʰ e - + m u	
1655	Tsum	Night	n̪umu	n̪umu	n̪ u + m u	night _:mo-suffix/mu	1905 3365	82	n̪ u + m u	
1919	Yolmo	Night	kuŋmu	kuŋmu	k u.ŋ + m u	evening _:mu-suffix/mu	811 3365	86	k u.ŋ + m u	
104921	S_Old_Tibetan	Night	mtsʰan.mo	mtsʰan.mo	m tsʰ a n m o			102	m - tsʰ a n m o	From Sagart et al.
132	Gyalsumdo	Morning	namʑen	namʑen	n a.m + ʑ e.n	morning/nam *morning	78 1749	92	n a.m + ʑ e.n	[x]
392	Jirel	Morning	ŋomu	ŋomu	ŋ o + m u	morning _:mu-suffix/mu	1748 3365	506	ŋ o - + m u	[x]
650	Kagate	Morning	ŋamu	ŋamu	ŋ a + m u	morning _:mu-suffix/mu	1748 3365	506	ŋ a - + m u	[x]
906	Lowa	Morning	ŋat̪o	ŋat̪o	ŋ a + t̪ o	morning ?	1748 1751	506	ŋ a - + t̪ o -	[x]
1159	Nubri	Morning	tõŋkõ	tõŋkõ	t õ.ŋ + k õ	morning/tong ?	1751 1752	507	t õ.ŋ + k õ	[x]
1413	Sherpa	Morning	tʰop	tʰop	tʰ o.p	morning/top	77	91	tʰ o.p	[x]
1656	Tsum	Morning	ɕjuo	ɕjuo	ɕ.j uo	morning/sjo	1753	509	ɕ.j uo	[x]
1920	Yolmo	Morning	ɕjole	ɕjole	ɕ.j o + l e	morning/sjo ?	1753 1754	509	ɕ.j o + l e	[x]
104396	S_Old_Tibetan	Morning	ʑogs pa	ʑogs pa	ʑ o g s p a			101040	ʑ o g s ( - p a - )	From Sagart et al.
104427	S_Old_Chinese	Morning	dər	dər	d ə r			110295	( - - - - ) - - - - - - - - d ə r - ( - - - - ) - - -	From Sagart et al.
133	Gyalsumdo	Noon	ɲimaɡuŋ	ɲimaɡuŋ	ɲ i + m a + g u.ŋ	sun _ma-suffix/ma noon	2613 11 1927	560	ɲ i + m a + g u.ŋ	[x]
393	Jirel	Noon	ɲimmu	ɲimmu	ɲ i + m !Ø/a + m u	sun _ma-suffix/ma :mu-suffix/mu	2613 11 3365	94	ɲ i + m !Ø/a + m u	[x]
651	Kagate	Noon	tsʰəkəl	tsʰəkəl	tsʰ ə + k ə.l	noon/tshe noon/kel	1928 1929	564	tsʰ ə + k ə.l	[x]
652	Kagate	Noon	ɲimakarpo	ɲimakarpo	ɲ i + m a + k a.r + p o	sun _ma-suffix/ma noon/kar _/po	1925 1926 1931 1930	97	ɲ i + m a + k a.r + p o	[x]
907	Lowa	Noon	ɲiŋɡuŋ	ɲiŋɡuŋ	ɲ i + !ŋ/m !Ø/a + g u.ŋ	sun _ma-suffix/ma noon	2613 11 1927	560	ɲ i + !ŋ/m !Ø/a + g u.ŋ	[x]
1160	Nubri	Noon	n̪iŋkũ	n̪iŋkũ	!n̪/ɲ i + !ŋ/m !Ø/a + k ũ	sun _:ma-suffix/ma noon	2613 11 1927	560	!n̪/ɲ i + !ŋ/m !Ø/a + k ũ	[x]
1414	Sherpa	Noon	ɲimkʰuŋ	ɲimkʰuŋ	ɲ i + m !Ø/a + kʰ u.ŋ	sun _ma-suffix/ma noon	2613 11 1927	560	ɲ i + m !Ø/a + kʰ u.ŋ	[x]
1657	Tsum	Noon	ɲiŋɡuŋ	ɲiŋɡuŋ	ɲ i + !ŋ/m !Ø/a + g u.ŋ	sun _ma-suffix/ma noon	2613 11 1927	560	ɲ i + !ŋ/m !Ø/a + g u.ŋ	[x]
1921	Yolmo	Noon	ɲimapʰe	ɲimapʰe	ɲ i + m a + pʰ e	sun _ma-suffix/ma noon/phe	1925 1926 1930	96	ɲ i - + m a + pʰ e	[x]
105012	S_Old_Chinese	Noon	mqʰˤaʔ	mqʰˤaʔ	m qʰˤ a ʔ			101683	- - - - m - qʰˤ a - ʔ	From Sagart et al.
134	Gyalsumdo	Evening	kɔŋmo	kɔŋmo	k ɔ.ŋ + m o	evening :mu-suffix/mu	811 3365	250	k ɔ.ŋ + m o	[x]
394	Jirel	Evening	ŋɡwase	ŋɡwase	ⁿg.w a + s e	evening/gwa night/se	813 814	251	ⁿg.w a + s e	[x]
653	Kagate	Evening	kuŋɕe	kuŋɕe	k u.ŋ + ɕ e	evening night/se	811 814	99	k u.ŋ + ɕ e	[x]
908	Lowa	Evening	komo	komo	k o + m o	evening :mu-suffix/mu	811 3365	250	k o - + m o	[x]
1161	Nubri	Evening	koŋmo	koŋmo	k o.ŋ + m o	evening :mu-suffix/mu	811 3365	250	k o.ŋ + m o	[x]
1415	Sherpa	Evening	ɡuŋse	ɡuŋse	g u.ŋ + s e	evening night/se	811 814	99	g u.ŋ + s e	[x]
1658	Tsum	Evening	kuŋmu	kuŋmu	k u.ŋ + m u	evening :mu-suffix/mu	811 3365	250	k u.ŋ + m u	[x]
1922	Yolmo	Evening	kuŋse	kuŋse	k u.ŋ + s e	evening night/se	811 814	99	k u.ŋ + s e	[x]
136	Gyalsumdo	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i.ŋ	today long	79 1607	1018	t̪ i + ɹ i.ŋ -	[x]
396	Jirel	Today	tʰəɹiŋ	tʰəɹiŋ	tʰ ə + ɹ i.ŋ	today long	79 1607	1018	tʰ ə + ɹ i.ŋ -	[x]
655	Kagate	Today	t̪iriŋ	t̪iriŋ	t̪ i + r i.ŋ	today long	79 1607	1018	t̪ i + r i.ŋ -	[x]
910	Lowa	Today	t̪iɾiŋ	t̪iɾiŋ	t̪ i + ɾ i.ŋ	today long	79 1607	1018	t̪ i + ɾ i.ŋ -	[x]
1163	Nubri	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i.ŋ	today long	79 1607	1018	t̪ i + ɹ i.ŋ -	[x]
1417	Sherpa	Today	ariŋ	ariŋ	a + r i.ŋ	:a-prefix long	489 1607	103	a + r i.ŋ -	[x]
1660	Tsum	Today	t̪iɾiŋ	t̪iɾiŋ	t̪ i + ɾ i.ŋ	today long	79 1607	1018	t̪ i + ɾ i.ŋ -	[x]
1924	Yolmo	Today	t̪iɹiŋ	t̪iɹiŋ	t̪ i + ɹ i.ŋ	today long	79 1607	1018	t̪ i + ɹ i.ŋ -	[x]
107267	S_Old_Chinese	Today	krəm	krəm	k r ə m			102005	) k r ə m	From Sagart et al.
107281	S_Old_Tibetan	Today	de riŋ	de riŋ	d e r i ŋ			1018	d e r i ŋ	From Sagart et al.
137	Gyalsumdo	Tomorrow	ŋato	ŋato	ŋ a + t o	tomorrow/ŋar tomorrow/to	3347 3348	1028	ŋ a - + t o	[x]
397	Jirel	Tomorrow	ŋaɹo	ŋaɹo	ŋ a + ɹ o	tomorrow/ŋar tomorrow/to	3347 3349	1028	ŋ a - + ɹ o	[x]
656	Kagate	Tomorrow	ŋart̪o	ŋart̪o	ŋ a.r + t̪ o	tomorrow/ŋar tomorrow/to	3347 3348	1028	ŋ a.r + t̪ o	[x]
911	Lowa	Tomorrow	ŋeto	ŋeto	ŋ e + t o	tomorrow/ŋar tomorrow/to	3347 3348	1028	ŋ e - + t o	[x]
1164	Nubri	Tomorrow	ŋaɹo	ŋaɹo	ŋ a + ɹ o	tomorrow/ŋar tomorrow/to	3347 3349	1028	ŋ a - + ɹ o	[x]
1418	Sherpa	Tomorrow	sala	sala	s a + l a	TOMORROW _tomorrow	3350 3351	1031	s a + l a	[x]
1661	Tsum	Tomorrow	ŋaɾt̪o	ŋaɾt̪o	ŋ a.ɾ + t̪ o	tomorrow/ŋar tomorrow/to	3347 3348	1028	ŋ a.ɾ + t̪ o	[x]
1925	Yolmo	Tomorrow	n̪aŋbaɹ	n̪aŋbaɹ	n̪ a.ŋ + b a.ɹ	tomorrow/naŋ tomorrow/bar	3347 3352	104	n̪ a.ŋ + b a.ɹ	[x]
107332	S_Old_Chinese	Tomorrow	mraŋ	mraŋ	m r a ŋ			102008	) m r a ŋ	From Sagart et al.
107352	S_Old_Tibetan	Tomorrow	saŋ ɲin	saŋ ɲin	s a ŋ ɲ i n			102832	) s a ŋ - ɲ i n	From Sagart et al.
140	Gyalsumdo	Month	t̪awa	t̪awa	t̪ a + w a	moon/da _:wa-suffix/wa	15 1716	498	t̪ a - + w a	[x]
399	Jirel	Month	nd̪awa	nd̪awa	ⁿd a + w a	moon/da _:wa-suffix/wa	15 1716	498	ⁿd a - + w a	[x]
657	Kagate	Month	d̪awa	d̪awa	d̪ a + w a	moon/da _:wa-suffix/wa	15 1716	498	d̪ a - + w a	[x]
913	Lowa	Month	nd̪awa	nd̪awa	ⁿd a + w a	moon/da _:wa-suffix/wa	15 1716	498	ⁿd a - + w a	[x]
1166	Nubri	Month	t̪ah	t̪ah	t̪ !ah/a	moon/da	15	498	t̪ !ah/a	[x]
1420	Sherpa	Month	la	la	l a	month/la	1717	500	l a	[x]
1663	Tsum	Month	nd̪a	nd̪a	ⁿd a	moon/da	15	498	ⁿd a -	[x]
1927	Yolmo	Month	nd̪owa	nd̪owa	ⁿd !o/a + w a	moon/da _:wa-suffix/wa	15 1716	498	ⁿd !o/a - + w a	[x]
144	Gyalsumdo	Good	jabu	jabu	j a + b u	good _:bu-suffix/bu	1149 107	330	j a + b u	[x]
403	Jirel	Good	lemu	lemu	l e + m u	good/le _:mu-suffix/mu	1151 3365	332	l e + m u	[x]
661	Kagate	Good	jabu	jabu	j a + b u	good _:bu-suffix/bu	1149 107	330	j a + b u	[x]
662	Kagate	Good	dzebu	dzebu	dz e + b u	bad/dze _:bu-suffix	1155 107	331	dz e + b u	[x]
917	Lowa	Good	ka	ka	k a	good	1153	334	k a	[x]
918	Lowa	Good	saŋa	saŋa	s a.ŋ + !Ø/ŋ a	good/sa _:a-suffix	1156 872	337	s a.ŋ + !Ø/ŋ a	[x]
1170	Nubri	Good	koŋ	koŋ	k o.ŋ	good	1154	335	k o.ŋ	[x]
1424	Sherpa	Good	lemu	lemu	l e + m u	good/le _:mu-suffix/mu	1151 3365	332	l e + m u	[x]
1667	Tsum	Good	jamu	jamu	j a + m u	good _:mo-suffix/mu	1149 3365	330	j a + m u	[x]
1931	Yolmo	Good	jabu	jabu	j a + b u	good _:bu-suffix/bu	1149 107	330	j a + b u	[x]
102844	S_Old_Chinese	Good	qʰˤuʔ	qʰˤuʔ	qʰˤ u ʔ			101642	qʰˤ u - ʔ	From Sagart et al.
102847	S_Old_Chinese	Good	tsˤaŋ	tsˤaŋ	tsˤ a ŋ			101680	- tsˤ a ŋ - -	From Sagart et al.
102848	S_Old_Tibetan	Good	bzaŋ	bzaŋ	b z a ŋ			101680	b z a ŋ - -	From Sagart et al.
102861	S_Old_Chinese	Good	genʔ	genʔ	g e n ʔ			103631	g e n ʔ	From Sagart et al.
102862	S_Old_Chinese	Good	kˤre	kˤre	kˤ r e			103632	kˤ r e	From Sagart et al.
102863	S_Old_Chinese	Good	raŋ	raŋ	r a ŋ			103633	r a ŋ	From Sagart et al.
102864	S_Old_Chinese	Good	kˤraj	kˤraj	kˤ r a j			103634	kˤ r a j	From Sagart et al.
145	Gyalsumdo	Bad	majabu	majabu	m a + j a + b u	not good _:bu-suffix/bu	105 1149 107	33	m a + j a + b u	[x]
404	Jirel	Bad	meleba	meleba	m e + l e + b a	_bad good/le _:pa-suffix	105 108 10	110	m e + l e + b a	[x]
663	Kagate	Bad	majiba	majiba	m a + j i + b a	not good/ji _:ba-suffix	105 110 10	114	m a + j i + b a	[x]
664	Kagate	Bad	marikpa	marikpa	m a + r i.k + !p/b a	not good/rik _:ba-suffix	105 117 10	111	m a + r i.k + !p/b a	[x]
919	Lowa	Bad	a	a	a	bad	111	39	a	[x]
920	Lowa	Bad	ŋempa	ŋempa	ŋ e.m + p a	bad/ŋem _:pa-suffix	115 10	32	ŋ e.m + p a	[x]
1171	Nubri	Bad	ɦawɛ	ɦawɛ	ɦ a + w ɛ	bad/ha bad/we	112 113	40	ɦ a + w ɛ	[x]
1425	Sherpa	Bad	melokpa	melokpa	m e + l o.k + p a	not good/lok _:pa-suffix	105 114 10	112	m e + l o.k + p a	[x]
1668	Tsum	Bad	nepo	nepo	n e + p o	bad/ne _:po-suffix	115 109	32	n e - + p o	[x]
1932	Yolmo	Bad	tsokpa	tsokpa	ts o.k + p a	bad/tsok _:pa-suffix/pa	116 10	116	ts o.k + p a	[x]
100218	S_Old_Tibetan	Bad	ŋan-	ŋan-	ŋ a n			100245	ŋ a n - ( - - - - - - )	From Sagart et al.
100266	S_Old_Chinese	Bad	ʔˤak	ʔˤak	ʔˤ a k			103616	ʔˤ a k	From Sagart et al.
146	Gyalsumdo	Wet	taŋmu	taŋmu	t a.ŋ + m u	cold _:mu-suffix/mu	553 3365	1081	t a.ŋ + m u	[x]
405	Jirel	Wet	tʰəŋɡe	tʰəŋɡe	tʰ ə.ŋ + g e	cold _/ge	553 555	1081	tʰ ə.ŋ + g e	[x]
665	Kagate	Wet	taŋbu	taŋbu	t a.ŋ + b u	cold _:bu-suffix	553 107	1081	t a.ŋ + b u	[x]
921	Lowa	Wet	taŋa	taŋa	t a.ŋ + a	cold	553	1081	t a.ŋ + a	[x]
1172	Nubri	Wet	lompa	lompa	l o.m + p a	wet _:pa-suffix/pa	3547 10	1084	l o.m + p a	[x]
1426	Sherpa	Wet	tʰeŋa	tʰeŋa	tʰ e.ŋ + !Ø/ŋ a	cold _:ŋa-suffix	553 872	1081	tʰ e.ŋ + !Ø/ŋ a	[x]
1669	Tsum	Wet	nd̪ompa	nd̪ompa	ⁿd o.m + p a	wet _:pa-suffix/pa	3549 10	1084	ⁿd o.m + p a	[x]
1933	Yolmo	Wet	taŋmu	taŋmu	t a.ŋ + m u	cold _:mu-suffix	553 3365	1081	t a.ŋ + m u	[x]
107868	S_Old_Chinese	Wet	qʰip	qʰip	qʰ i p			102013	- qʰ i p	From Sagart et al.
107879	S_Old_Tibetan	Wet	rlon	rlon	r l o n			1084	- - - - r l o n - -	From Sagart et al.
149	Gyalsumdo	Short	t̪øma	t̪øma	t̪ ø + m a	short/thum _:ma-suffix/ma	2420 1442	720	t̪ ø + m a -	[x]
408	Jirel	Short	t̪ʰumma	t̪ʰumma	t̪ʰ u.m + m a	short/thum _ma-suffix/ma	2420 11	720	t̪ʰ u.m + m a	[x]
668	Kagate	Short	t̪ʰimi	t̪ʰimi	t̪ʰ i + m i	short/thum _:mi-suffix	2420 2419	720	t̪ʰ i + m i	[x]
924	Lowa	Short	t̪uŋwa	t̪uŋwa	t̪ u.ŋ + w a	short/thum _:wa-suffix	2420 2421	720	t̪ u.ŋ + w a	[x]
1175	Nubri	Short	t̪ɛ̃n̪d̪ɛ̃	t̪ɛ̃n̪d̪ɛ̃	t̪ ɛ̃.n̪ + d̪ ɛ̃	short/thum _:de-suffix	2420 2418	721	t̪ ɛ̃.n̪ + d̪ ɛ̃	[x]
1429	Sherpa	Short	t̪ʰinme	t̪ʰinme	t̪ʰ i.n + m e	short/thum _:me-suffix	2420 2419	720	t̪ʰ i.n + m e	[x]
1672	Tsum	Short	t̪ʰyma	t̪ʰyma	t̪ʰ y + m a	short/thum _:ma-suffix/ma	2420 11	720	t̪ʰ y - + m a	[x]
1936	Yolmo	Short	t̪ʰemu	t̪ʰemu	t̪ʰ e + m u	short/thum _:mu-suffix	2420 966	720	t̪ʰ e + m u	[x]
106023	S_Old_Tibetan	Short	tʰuŋ-	tʰuŋ-	tʰ u ŋ			720	tʰ u ŋ - - ( - - - )	From Sagart et al.
106054	S_Old_Chinese	Short	tˤorʔ	tˤorʔ	tˤ o r ʔ			104179	tˤ o - r ʔ -	From Sagart et al.
150	Gyalsumdo	Hot	tsʰant̪i	tsʰant̪i	tsʰ a.n + t̪ i	hot/tsha _:ti-suffix/ti	1365 1476	396	tsʰ a.n + t̪ i	[x]
409	Jirel	Hot	tʰommu	tʰommu	tʰ o.m + m u	hot/dom _:mu-suffix	1367 12	398	tʰ o.m + m u	[x]
669	Kagate	Hot	dombo	dombo	d o.m + b o	hot/dom _:bo-suffix	1367 1369	398	d o.m + b o	[x]
925	Lowa	Hot	tsʰa	tsʰa	tsʰ a	hot/tsha	1365	396	tsʰ a -	[x]
1176	Nubri	Hot	tsʰawo	tsʰawo	tsʰ a + w o	hot/tsha _:wo-suffix	1365 1370	396	tsʰ a - + w o	[x]
1430	Sherpa	Hot	tsʰand̪i	tsʰand̪i	tsʰ a.n + d i	hot/tsha _:di-suffix	1365 1476	396	tsʰ a.n + d i	[x]
1673	Tsum	Hot	tsʰand̪e	tsʰand̪e	tsʰ a.n + d e	hot/tsha _:de-suffix	1365 1476	396	tsʰ a.n + d e	[x]
1937	Yolmo	Hot	tomu	tomu	t o.!Ø/m + m u	hot/dom _:mu-suffix	1367 966	398	t o.!Ø/m - + m u	[x]
103337	S_Old_Tibetan	Hot	tsʰa	tsʰa	tsʰ a			396	( - - - - - - ) - tsʰ - a - ( - - - - - - - - - - - - - - - - - - )	From Sagart et al.
103362	S_Old_Chinese	Hot	Cnat	Cnat	C/ n a t			101652	( C/ - ) n - a t -	From Sagart et al.
152	Gyalsumdo	Right	jøba	jøba	j ø + b a	right/jo _:pa-suffix	2233 10	659	j ø + b a	[?]
411	Jirel	Right	samapa	samapa	s a + m a + p a	right/sa _:ma-suffix _:ba-suffix/pa	2235 11 10	660	s a + m a + p a	[?]
671	Kagate	Right	tɕjabutsʰole	tɕjabutsʰole	tɕ j a + b u + tsʰ o + l e	_right/tsja _:bu-suffix right/tsho right/le	2237 2238 2239 2240	663	tɕ j a + b u + tsʰ o + l e	[?]
927	Lowa	Right	jewa	jewa	j e + w a	right/jo _:wa-suffix	2233 2241	659	j e + w a	[?]
1178	Nubri	Right	je	je	j e	right/jo	2233	659	j e	[?]
1432	Sherpa	Right	laɡpaɡa	laɡpaɡa	l a.g + p a + g a	_arm/hand _:pa-suffix/pa right	52 10 2243	660	l a.g + p a + g a	[?]
1675	Tsum	Right	jepa	jepa	j e + p a	right/jo _:pa-suffix/pa	2233 10	659	j e + p a	[?]
1939	Yolmo	Right	joba	joba	j o + b a	right/jo _:pa-suffix	2233 10	659	j o + b a	[?]
105531	S_Old_Chinese	Right	ɢʷəʔ	ɢʷəʔ	ɢʷ ə ʔ			101692	ɢʷ ə - ʔ ( - - - - )	From Sagart et al.
105562	S_Old_Tibetan	Right	gjas	gjas	g j a s			110429	- - - - g j a s - - -	From Sagart et al.
153	Gyalsumdo	Left	jøma	jøma	j ø + m a	left/jo _:ma-suffix/ma	1494 11	435	j ø - + m a -	[x]
412	Jirel	Left	d̪ebɹepa	d̪ebɹepa	d̪ e + b.ɹ e + p a	_left left _:ba-suffix/pa	1496 1497 10	437	d̪ e + b.ɹ e + p a	[x]
672	Kagate	Left	joma	joma	j o + m a	left/jo _:ma-suffix/ma	1494 11	435	j o - + m a	[x]
928	Lowa	Left	jømpa	jømpa	j ø.m + p a	left/jo _:pa-suffix/pa	1494 10	435	j ø.m + p a	[x]
1179	Nubri	Left	jon̪	jon̪	j o.n̪	left/jo	1494	435	j o.n̪	[x]
1433	Sherpa	Left	pʰiloɡpa	pʰiloɡpa	pʰ i + l !o/a.g + p a	left/phi _arm/hand _:pa-suffix/pa	1499 52 10	437	pʰ i + l !o/a.g + p a	[x]
1676	Tsum	Left	joma	joma	j o + m a	left/jo _:ma-suffix/ma	1494 11	435	j o - + m a	[x]
1940	Yolmo	Left	joma	joma	j o + m a	left/jo _:ma-suffix/ma	1494 11	435	j o - + m a	[x]
103842	S_Old_Tibetan	Left	gjon	gjon	g j o n			435	g j o n - - - -	From Sagart et al.
103883	S_Old_Chinese	Left	tsˤajʔ	tsˤajʔ	tsˤ a j ʔ			101664	tsˤ a j ʔ ( - - - - )	From Sagart et al.
154	Gyalsumdo	Near	ɲemu	ɲemu	ɲ e + m u	near/nje _:mu-suffix/mu	1856 3365	542	- ɲ e + m u	[x]
413	Jirel	Near	ɲibid̪u	ɲibid̪u	ɲ i + b i + d̪ u	near/nje _? _?	1856 1859 871	541	ɲ i - + b i + d̪ - u	[x]
673	Kagate	Near	t̪ʰama	t̪ʰama	t̪ʰ a + m a	far/tha _:ma-suffix/ma	868 1857	541	t̪ʰ - a + m a	[x]
929	Lowa	Near	ŋe	ŋe	ŋ e	near/nje	1856	542	- ŋ e	[x]
1180	Nubri	Near	t̪ʰaɲiw	t̪ʰaɲiw	t̪ʰ a + ɲ i.w	far/tha near/nje	868 1856	541	t̪ʰ a + ɲ i.w	[x]
1434	Sherpa	Near	t̪ʰakŋemo	t̪ʰakŋemo	t̪ʰ a.k + ŋ e + m o	far/tha near/nje _:mo-suffix/mu	1860 1856 3365	541	t̪ʰ a.k + ŋ e + m o	[x]
1677	Tsum	Near	tɹala	tɹala	t.ɹ a + l a	near _?	1860 1861	541	t.ɹ a + l a	[x]
1941	Yolmo	Near	poɰla	poɰla	p o.ɰ + l a	near/pow _?	1862 1861	545	p o.ɰ + l a	[x]
104752	S_Old_Chinese	Near	nərʔ	nərʔ	n ə r ʔ			542	- - - n ə - r ʔ - - - - - - - - - -	From Sagart et al.
104753	S_Old_Tibetan	Near	tʰag.ɲe.po	tʰag.ɲe.po	tʰ a g ɲ e p o			541	tʰ a g ɲ e - - - p o - - - - - - - -	From Sagart et al.
104783	S_Old_Chinese	Near	ɴ→kərʔ	ɴ→kərʔ	ɴ k ə r ʔ			101678	ɴ - k - ə r ʔ	From Sagart et al.
156	Gyalsumdo	Big	tɕʰjumbu	tɕʰjumbu	tɕʰ.j u.m + b u	big _:bu-suffix	213 1581	75	tɕʰ.j u.m + b u	[x]
416	Jirel	Big	ndzod̪a	ndzod̪a	ⁿdz o + d̪ a	big _/da	213 216	77	ⁿdz o - + d̪ a	[?]
675	Kagate	Big	tɕʰjombo	tɕʰjombo	tɕʰ.j o.m + b o	big _:bu-suffix	213 1581	75	tɕʰ.j o.m + b o	[x]
931	Lowa	Big	tsʰe	tsʰe	tsʰ e	big	213	77	tsʰ e -	[?]
1182	Nubri	Big	tɕjɔ̃mpu	tɕjɔ̃mpu	tɕ.j ɔ̃.m + p u	big _:bu-suffix	213 1581	75	tɕ.j ɔ̃.m + p u	[x]
1436	Sherpa	Big	tɕʰend̪i	tɕʰend̪i	tɕʰ e.n + d i	big _/di	213 217	77	tɕʰ e.n + d i	[?]
1679	Tsum	Big	tɕʰemo	tɕʰemo	tɕʰ e + m o	big _:mo-suffix	213 218	77	tɕʰ e - + m o	[?]
1943	Yolmo	Big	tɕʰjimbu	tɕʰjimbu	tɕʰ.j i.m + b u	big _:bu-suffix	213 1581	75	tɕʰ.j i.m + b u	[x]
100400	S_Old_Tibetan	Big	tɕʰe-	tɕʰe-	tɕʰ e			77	- - - - tɕʰ e - - ( - - - - - )	From Sagart et al.
100437	S_Old_Chinese	Big	lˤat←s	lˤat←s	lˤ a t s			101627	lˤ a t - s ( - - - )	From Sagart et al.
157	Gyalsumdo	Small	tɕema	tɕema	tɕ e + m a	small/? _:ma-suffix/ma	2471 1442	731	tɕ e - + m a -	[?]
417	Jirel	Small	tikti	tikti	t i.k + t i	small _/ti	931 83	733	t i.k + t i	[?]
676	Kagate	Small	tɕʰimi	tɕʰimi	tɕʰ i + m i	small/tsh _/mi	2471 2472	732	tɕʰ i + m i	[?]
932	Lowa	Small	tɕuŋwa	tɕuŋwa	tɕ u.ŋ + w a	SMALL _:wa-suffix	2471 2475	731	tɕ u.ŋ + w a	[?]
1183	Nubri	Small	tɛtɛ	tɛtɛ	t ɛ + t ɛ	small/tE _:RED/tE	2474 2476	733	t ɛ + t ɛ	[?]
1437	Sherpa	Small	tikpe	tikpe	t i.k + p e	small _/bi	931 932	734	t i.k + p e	[?]
1680	Tsum	Small	tɕʰyma	tɕʰyma	tɕʰ y + m a	SMALL _:ma-suffix/ma	2471 11	731	tɕʰ y - + m a	[?]
1944	Yolmo	Small	tsemu	tsemu	ts e + m u	small _:mu-suffix	2471 966	731	ts e - + m u	[?]
106321	S_Old_Chinese	Small	məj	məj	m ə j			100066	m ə j ( - - - - )	From Sagart et al.
106339	S_Old_Tibetan	Small	tɕʰuŋ-	tɕʰuŋ-	tɕʰ u ŋ			731	tɕʰ - u ŋ - - - - -	From Sagart et al.
106353	S_Old_Chinese	Small	sewʔ	sewʔ	s e w ʔ			101699	s e - w ʔ	From Sagart et al.
106358	S_Old_Chinese	Small	sˤe←s	sˤe←s	sˤ e s			101700	sˤ e - s	From Sagart et al.
160	Gyalsumdo	Above	ɲala	ɲala	ɲ a + l a	above/nya _there/la	1 200	1	ɲ a + l a	[x]
420	Jirel	Above	jine	jine	j i + n e	above/ji above/ne	2 24	3	j i + n e	[x]
679	Kagate	Above	t̪ʰola	t̪ʰola	t̪ʰ o + l a	above/tho _there/la	4 200	1	t̪ʰ o - + l a	[x]
935	Lowa	Above	t̪ʰøʔ	t̪ʰøʔ	t̪ʰ ø.ʔ	above/tho	4	1	t̪ʰ ø.ʔ	[x]
1186	Nubri	Above	kaŋ	kaŋ	k a.ŋ	above/kang	5	6	k a.ŋ	[x]
1440	Sherpa	Above	jajo	jajo	j a + j o	above/ja above/jo	6 3	4	j a + j o	[x]
1683	Tsum	Above	jau	jau	j a + !Ø/j u	above/ja above/jo	6 3	4	j a + !Ø/j u	[x]
1947	Yolmo	Above	t̪ʰola	t̪ʰola	t̪ʰ o + l a	above/tho _there/la	4 200	1	t̪ʰ o - + l a	[x]
100009	S_Old_Chinese	Above	daŋʔ←s	daŋʔ←s	d a ŋ ʔ s			100020	- d - a ŋ ʔ - s ( - - - - - - - - - - - - )	From Sagart et al.
100010	S_Old_Tibetan	Above	steŋ	steŋ	s t e ŋ			100020	s t - e ŋ - - - ( - - - - - - - - - - - - )	From Sagart et al.
161	Gyalsumdo	Below	wala	wala	w a + l a	below/wa _there/la	199 200	68	w a + l a	[x]
421	Jirel	Below	mima	mima	m i + m a	below/mi _ma-suffix/ma	201 11	69	m i + m a	[x]
680	Kagate	Below	wala	wala	w a + l a	below/wa _there/la	199 200	68	w a + l a	[x]
936	Lowa	Below	meʔ	meʔ	m e.ʔ	below/me	203	72	m e.ʔ	[x]
1187	Nubri	Below	ɦo	ɦo	ɦ o	below/ho	204	73	ɦ o	[x]
1441	Sherpa	Below	mamo	mamo	m a + m o	below/ma below/mo	202 201	69	m a + m o	[x]
1684	Tsum	Below	mau	mau	m a + !Ø/m u	below/ma below/mo	202 201	69	m a + !Ø/m u	[x]
1948	Yolmo	Below	t̪iŋla	t̪iŋla	t̪ i.ŋ + l a	below/ting _there/la	205 200	2	t̪ i.ŋ + l a	[x]
162	Gyalsumdo	White	kaɹpu	kaɹpu	k a.ɹ + p u	star/white :bu-suffix/pu	2565 1581	1106	k a.ɹ + p u	[x]
422	Jirel	White	kaɹmu	kaɹmu	k a.ɹ + m u	star/white :mu-suffix/mu	2565 12	101	k a.ɹ + m u	[x]
681	Kagate	White	karmu	karmu	k a.r + m u	star/white :mu-suffix/mu	2565 12	101	k a.r + m u	[x]
937	Lowa	White	kawo	kawo	k a.!Ø/ɹ + w o	star/white /wo	2565 3624	102	k a.!Ø/ɹ - + w o	[x]
