ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
1132	Lowa			ʟdawa ʟtaŋpo			 first month	दािा्धाङपो	2036	JANUARY	4
1133	Lowa			ʟdawa ʟtyn‍ba			 seventh month	दािा्धीन्बा		???	
1134	Lowa			ʟdawa ʟsʲiwa			 fourth month	दािा्श्यीिा		???	
1135	Lowa			ʟdi			 its	दी	2092	HIS OR HER	4
1136	Lowa	BULLET	1114	ʟdiu			 bullet	दीउ	1114	BULLET	4
1137	Lowa			ʟdik‍ki			s name	दीक्की		???	
1140	Lowa	BRACELET	1754	ʟdip			 bangle, bracelet	दीप	1754	BRACELET	4
1141	Lowa	KEY	1472	ʟdimik			 key	दीमीक	1472	KEY	4
1143	Lowa			ʟduŋa			 meeting hall	दङकु ा		???	
1144	Lowa	QUEEN	1306	ʟduma			 queen	दमकु ा	1306	QUEEN	4
1147	Lowa	WALL (OF HOUSE)	933	ʟdem‍ba			 wall	दमे ब् ा	933	WALL (OF HOUSE)	4
1148	Lowa			ʟdere			 such, of this kind	￼￼￼दरे े	2336	OF THIS KIND (SUCH)	4
1149	Lowa			ʟdela			 than	दले ा		???	
1150	Lowa			ʟdelo ʟlok‍kin			 be alive again, revive	दले ो्लोक्कीि		???	
1151	Lowa			ʟdoŋmo			ibetan tea blender	दोङमो		???	
1152	Lowa			ʟdoba			 wall measurement	दोबा		???	
1153	Lowa			ʟdøga			 outfit worn by man	दछो़गा		???	
1154	Lowa	PROUD	174	ʟdødzin‍da			 proud, arrogant, egoist	दछो़जीन्दा	174	PROUD	4
1155	Lowa			ʟdødzø			 that much	दछो़जछो़		???	
1159	Lowa	LONG AGO	373	ʟtakiru			 long ago	धाकीरू	373	LONG AGO	4
1160	Lowa			ʟtak‍a			 horseshoe	धाकआ्		???	
1161	Lowa			ʟtak‍tsʲen			 married person	धाकच् ्येि		???	
1162	Lowa			ʟtak‍dza			 place to trap	धाकज् ा		???	
1163	Lowa	GUARD	1940	ʟtak‍pu ʟgʲap‍kin			 secure, guard	धाक्पकु्ग्याप्कीि	1940	GUARD	4
1164	Lowa			ʟtak‍mu			ama	धाक्मकु		???	
1165	Lowa			ʟtaŋgara			 shrub used for firewood	धाङगारा		???	
1168	Lowa			ʟtaŋʲu ᴴpegin			 sediment	धाङयकु्पगे ीि		???	
1169	Lowa			ʟtam‍dak			 rope used to fasten	धाम्दाक		???	
1170	Lowa	THIS YEAR	513	ʟtalo			 this year	धालो	513	THIS YEAR	4
1174	Lowa			ʟtik‍ʈa			 sound of someone running	धीक्टा		???	
1175	Lowa			ʟtik‍ʟtik			 sound of a heart beat	धीक्धीक		???	
1177	Lowa	BUTCHER	2569	ʟtik‍le			 killer, butcher	धीक्ले	2569	BUTCHER	4
1178	Lowa	BASKET	1539	ʟtigu			 basket	धीगकु	1539	BASKET	4
1179	Lowa			ʟtiŋi			 pole on which to erect religious flag	धीङी		???	
1182	Lowa	STATE (POLITICS)	2955	ʟtytsi			 state, condition, circumstances, situation, stage	धीची	2955	STATE (POLITICS)	4
1183	Lowa			ʟtytsʲen ʟtaŋbo			 start of a celebration	धीच्येि्धाङबो		???	
1185	Lowa			ʟtyʈuk ᴴkuk‍kin			 turn a herd	￼￼￼￼धीटकुक्ककुक्कीि		???	
1186	Lowa			ʟtyn‍tsʲu ʟtøŋa			fifth	धीन्च्यकु्धछो़ङा		???	
1187	Lowa	EIGHT	1705	ʟtyn‍tsʲu ʟtøn‍gʲek			eight	धीन्च्यकु्धछो़न्ग्येक	1705	EIGHT	2
1188	Lowa	TWO	1498	ʟtyn‍tsʲu ʟtøn‍ŋi			two	धीन्च्यकु्धछो़न्ङी	1498	TWO	2
1189	Lowa	ONE	1493	ʟtyn‍tsʲu ʟtøn‍tsʲik			one	धीन्च्यकु्धछो़न्च्यीक	1493	ONE	2
1190	Lowa	SIX	1703	ʟtyn‍tsʲu ʟtøn‍ɖuk			six	धीन्च्यकु्धछो़न्डकुक	1703	SIX	2
1191	Lowa	SEVEN	1704	ʟtyn‍tsʲu ʟtøn‍dyn			seven	धीन्च्यकु्धछो़न्दीि	1704	SEVEN	2
1192	Lowa	FOUR	1500	ʟtyn‍tsʲu ʟtøn‍ʟsʲi			four	￼￼￼धीन्च्यकु्धछो़न्श्यी	1500	FOUR	2
1193	Lowa	THREE	492	ʟtyn‍tsʲu ʟtøn‍sum			three	धीन्च्यकु्धछो़न्सकुम	492	THREE	2
1194	Lowa			ʟtuk‍kin			smell incense	धकुक्कीि		???	
1196	Lowa	TORTURE	1952	ʟtuk‍pu ᴴterkin			 torture	धकुक्पकु्तरे कीि	1952	TORTURE	4
1197	Lowa			ʟtuŋ			conch shell	धकुङ		???	
1198	Lowa			ʟtuŋgu			 centre beam	धकुङगकु		???	
1199	Lowa			ʟtuŋdzin			 long trumpet	धकुङजीि		???	
1200	Lowa			ʟtuŋdok			 ivory bracelet	धकुङदोक		???	
1202	Lowa			ʟtuŋre			 wick	धकुङरे		???	
1203	Lowa			ʟtuŋso			 milk teeth	धकुङसो		???	
1204	Lowa			ʟtudzaŋ			 feast, banquet, festival dinner	धकुजाङ		???	
1205	Lowa			ʟturtsi			 holy water	धकुरची		???	
1206	Lowa			ʟturtsi ᴴluk‍kin			 provide holy water	धकुरची्ॱलकुक्कीि		???	
1207	Lowa			ʟtuwa			 serious, dying, entangled in calamity	धकुिा		???	
1208	Lowa	THEN	2921	ʟtene			 then	धिे े	2921	THEN	4
1210	Lowa	HOPE	1092	ʟteba			 confidence, trust, faith, reliance, assurance, credit, hope, belief	￼￼￼धबे ा	1092	HOPE	4
1212	Lowa			ʟteluŋ			 leisure	धले कुङ		???	
1213	Lowa			ʟtewa			 name of a	धिे ा		???	
1218	Lowa			ʟtok‍pu			 result, outcome, upshot, sequel, consequence, effect, development, completion	धोक्पकु		???	
1219	Lowa	EASY	686	ʟtok‍waʟte			 easy, simple, comfortable, easily obtainable, easily attained, convenient	धोक्िाधे	686	EASY	4
1222	Lowa			ʟtoŋɖi			 type of ghost	धोङडी		???	
1223	Lowa	DITCH	2002	ʟtoŋdoŋ			 ditch	धोङदोङ	2002	DITCH	4
1228	Lowa			ʟtoraŋ			 tower of stone	धोराङ		???	
1229	Lowa			ʟtorokʟtorok			s feet	धोरोकधोरोक		???	
1230	Lowa			ʟtoropʟtorop			 sound made by boot	धोरोप्धोरोप		???	
1231	Lowa			ʟtolok			 double	धोलोक		???	
1232	Lowa			ʟtøn			 duty	धछो़ि		???	
1233	Lowa			ʟtøn ʟɖubasʲok			 good wishes	धछो़ि्डकुबास्योक		???	
1235	Lowa			ʟtøn‍dak ʟsʲem‍ma			 another reason	धछो़न्दाक्श्येम्मा		???	
1239	Lowa			ʟnak‍ʟturi			 in temper	िाक्धकुरी		???	
1240	Lowa	BLACKBOARD	3084	ʟnak‍paŋ			 blackboard	िाक्पाङ	3084	BLACKBOARD	4
1241	Lowa			ʟnaŋ ʟsiŋgin			 run household	िाङ्शीङगीि		???	
1243	Lowa	TROUSERS	809	ʟnaŋdzam			 trousers	िाङजाम	809	TROUSERS	4
1244	Lowa			ʟnaŋdzo			 domestic	िाङजो		???	
1246	Lowa			ʟnadza ᴴkʰep‍kin			 viral attack	िाजा्खपे ्कीि		???	
1247	Lowa			ʟnadzo ᴴsosa			 aged	िाजो्सोसा	2112	OLD (AGED)	4
1248	Lowa			ʟnamaː			 at any time, ever	िामाः		???	
1249	Lowa			ʟnamasete			 bowing down, greeting, compliment, respectful salutation	िामासते े		???	
1251	Lowa			ʟnaru ᴴtsʲuk‍kin			 get sick	िारू्च्यकुक्कीि		???	
1252	Lowa			ʟnaro			 friends	िारो	1325	FRIEND	4
1253	Lowa			ʟnima			s name	िीमा		???	
1255	Lowa	WEST	1817	ʟnup			 west	िकुप	1817	WEST	4
1256	Lowa			ʟnup‍‍re			 western people	िकुप्रे		???	
1259	Lowa			ʟnek			 placenta and foetal membrane discharged from the womb after childbirth	िके		???	
1260	Lowa	PARROT	882	ʟnedzo			 parrot	िजे ो	882	PARROT	4
1261	Lowa			ʟnedzok			oathay	िजे ोक		???	
1262	Lowa			ʟneʈe			 patient, sick person	िटे े		???	
1263	Lowa			ʟnepali ᴴsʲu			epali traditional paper	िपे ाली्स्यकु		???	
1265	Lowa			ʟnoʈu ʟtsʝuŋgin			mistaken	िोटकु्झ्यकुङगीि	1390	WRONG	4
1266	Lowa			nomʌdaŋʌ‌			 wearing clothes	नबन्एकर wasted, ruined, damaged िोमदाङ्		???	
1267	Lowa			ᴴnaː dzoba			 variety	ॱिाः्जोबा		???	
1268	Lowa	INK	2643	ᴴnak‍tsa			 ink	ॱिाक्चा	2643	INK	4
1271	Lowa			ᴴna ʟnʲek‍kin			 facial expression of disagreement	ॱिा्ङयेक्कीि		???	
1272	Lowa			ᴴna ᴴtsʲegin			 be insulted	ॱिा्च्येगीि		???	
1273	Lowa			ᴴna ᴴtuŋa			 wrathful, infuriated, prone to anger	ॱिा्तकुङा		???	
1275	Lowa			ᴴnaŋgaŋ			 last day of a dark fortnight of a lunar month	ॱिाङगाङ		???	
1277	Lowa			ᴴnaŋma			 like a divider in a field to store water	ॱिाङमा		???	
1278	Lowa			ᴴnaŋma ᴴrugin			 level surface of a field with a toothed tool	ॱिाङमा्ॱरूगीि		???	
1279	Lowa			ᴴnadzʲu			 thin mucuos	￼￼￼￼ॱिाज्यकु		???	
1280	Lowa			ᴴnaʈak			 blood from the nose	ॱिाटाक		???	
1281	Lowa			ᴴnaʈu ᴴnʲeŋʲa			developed	ॱिाटकु्ॱङयेङया		???	
1282	Lowa			ᴴnatak			 nose halter	ॱिाताक		???	
1283	Lowa			ᴴnadaŋ			 saying, statement	ॱिादाङ		???	
1284	Lowa	NASAL MUCUS (SNOT)	208	ᴴnap			 mucous, discharge from the nose, snot	ॱिाप	208	NASAL MUCUS (SNOT)	4
1289	Lowa			ᴴnam ᴴkʰorkin			 appearing in a cloud	ॱिाम्खोरकीि		???	
1290	Lowa			ᴴnam ʟgʲegin			 disappearing cloud	ॱिाम्ग्येगीि		???	
1292	Lowa			ᴴnam‍gʲal			ustang	ॱिाम्ग्याल		???	
1293	Lowa			ᴴnam‍ɖu			 aeroplane, aircraft	ॱिाम्डकु		???	
1294	Lowa			ᴴnam‍ɖu giraŋ			 airport	￼￼￼￼ॱिाम्डकु्गीराङ		???	
1295	Lowa			ᴴnam‍ɖu ᴴtʰaŋga			 airfield, airport	ॱिाम्डकु्थाङगा		???	
1296	Lowa			ᴴnam‍ʲi			 lintel	ॱिाम्यी		???	
1298	Lowa			ᴴnam‍sʲi ʟtsʝegin			 change in weather	ॱिाम्स्यी्झ्येगीि		???	
1299	Lowa	LOVELY	2233	ᴴnawa ʟte			 pleasant, pleasing, charming, lovely, most beautiful	ॱिािा्धे	2233	LOVELY	4
1301	Lowa			ᴴnut‍tsa			 pot to store tobacco in	￼￼ॱिकुच्चा		???	
1303	Lowa			ᴴnuruk			 pot to store tobacco in	ॱिकुरूक		???	
1304	Lowa	EXPERIENCED	2218	ᴴnek ᴴtʰiʲa			 experienced, sensitive, perceptive	ॱिके ्थीया	2218	EXPERIENCED	4
1305	Lowa			ᴴnek‍kin			 be scared	ॱिके ्कीि	3033	SCARED	4
1306	Lowa	IMPORTANT	1285	ᴴnek‍tsʰa			 much needed, important, significant	ॱिके ्छा	1285	IMPORTANT	4
1307	Lowa	NECESSARY	1030	ᴴnek‍sa			 necessary, indispensable, requisite, essential	ॱिके ्सा	1030	NECESSARY	4
1308	Lowa			ᴴnegaᴴtsʲʰe			 importance	ॱिगे ा्के		???	
1310	Lowa	SPRING (OF WATER)	849	ᴴnedaŋ			 mine, quarry, source, treasury	ॱिदे ाङ	849	SPRING (OF WATER)	4
1312	Lowa			ᴴnødok			 attracted towards negative	ॱिछो़दोक		???	
1313	Lowa	HUNT	1435	ᴴnøba ʟsʲuk‍kin			hunt	ॱिछो़बा्श्यकुक्कीि	1435	HUNT	2
1314	Lowa			ᴴnøru ᴴtsʲuk‍kin			 let freeze	ॱिछो़रू्च्यकुक्कीि		???	
1315	Lowa			ᴴpa ᴴtup‍kin			 cut vegetables	पा्तकुप्कीि		???	
1317	Lowa			ᴴpau ᴴŋigin			 make skin smooth	पाउ्ॱङीगीि		???	
1318	Lowa			ᴴpau ʟnadza			 measles	पाउ्िाजा		???	
1319	Lowa			ᴴpau ᴴpigin			 tear the skin	पाउ्पीगीि		???	
1320	Lowa			ᴴpak‍u			 sheepskin	पाक्उ		???	
1322	Lowa			ᴴpaŋden			ibetan apron	पाङदिे		???	
1323	Lowa	SHUTTLE	543	ᴴpaŋʲi			 shuttle	पाङयी	543	SHUTTLE	4
1324	Lowa			ᴴpat‍ti			 small copper plate	पात्ती		???	
1325	Lowa			ᴴpade‍pa			 conceit, arrogant, egoist	पाद्पे ा		???	
1326	Lowa			ᴴpadepa			 baseless, insignificant, unbelievable, voracious, insatiable	पादपे ा		???	
1328	Lowa	VEGETABLES	924	ᴴpalak			 vegetables	पालाक	924	VEGETABLES	4
1329	Lowa			ᴴpaletseʟʈuk			 hexagram	पालचे ढे कुक		???	
1330	Lowa			ᴴpigam			 cupboard, type of wooden box	पीगाम		???	
1331	Lowa			ᴴpigin			 eradicate, exterminate, uproot, tear up by the roots	￼￼￼￼पीगीि		???	
1332	Lowa			ᴴpigu			 leather bag for keeping flour	पीगकु		???	
1333	Lowa	BLADDER	1746	ᴴpidik‍ma			 bladder	पीदीक्मा	1746	BLADDER	4
1334	Lowa			ᴴpima			operative, partnership, joint venture or concern	पीमा		???	
1335	Lowa	PAINTBRUSH	3094	ᴴpir			 paintbrush	पीर	3094	PAINTBRUSH	4
1336	Lowa	CORNER	192	ᴴpuk‍pu			 corner	पकुक्पकु	192	CORNER	4
1337	Lowa			ᴴpuk‍mu dok			 ash colour	पकुक्मकु्दोक		???	
1338	Lowa			ᴴput‍tsak			 filter	पकुच्चाक		???	
1339	Lowa	CORNER	192	ᴴpudzu			 corner	पकुजकु	192	CORNER	4
1341	Lowa			ᴴpen‍dza			hundredth of one rupee	पने ्जा		???	
1342	Lowa			ᴴpema			s name	पमे ा		???	
1343	Lowa			ᴴpere			 cloth used for wrapping a book	परे े		???	
1345	Lowa			ᴴpø			 incense	पछो़		???	
1346	Lowa	KING	1508	ᴴpøm‍bu			 king, monarch, sovereign	पछो़म्बकु	1508	KING	4
1347	Lowa			ᴴpʰak			 domesticated pig	￼￼￼￼￼￼￼￼￼￼फाक		???	
1348	Lowa			ᴴpʰaŋ			 device to spin the woollen thread	फाङ		???	
1349	Lowa			ᴴpʰatapʰata			 sound of a flag fluttering	फाताफाता		???	
1350	Lowa			ᴴpʰak‍ŋi			 feast organized by friends during a specific time	फाक्ङी		???	
1351	Lowa			ᴴpʰaktsʰaŋ			 pigsty	फाकछाङ		???	
1352	Lowa			ᴴpʰak‍ʈin			 two mana capacity pot	फाक्टीि		???	
1353	Lowa	TASTELESS	1771	ᴴpʰak‍pak			 tasteless, insipid, vapid	फाक्पाक	1771	TASTELESS	4
1354	Lowa	YEAST	967	ᴴpʰap			 yeast, plant of	￼￼￼फाप	967	YEAST	4
1355	Lowa			ᴴpʰap ᴴregin			 add yeast to	फाप्ॱरेगीि		???	
1356	Lowa	ORPHAN	1149	ᴴpʰama ʟmegin			 orphan	फामा्मगे ीि	1149	ORPHAN	4
1357	Lowa			ᴴpʰalapʰoli			looselump	फालाफोली		???	
1361	Lowa			ᴴpʰirida			s contribution	फीरीदा		???	
1362	Lowa			ᴴpʰyk ᴴpugin			 act of offering the first grain to a god	फी़क्पकुगीि		???	
1363	Lowa			ᴴpʰygin			 be stiff with cold, be paralyzed	फी़गीि		???	
1364	Lowa	NEST	539	ᴴpʰyguŋ			 nest	फी़गकुङ	539	NEST	4
1365	Lowa	BALLOON	3083	ᴴpʰuk‍ka			 balloon	फकुक्का	3083	BALLOON	4
1366	Lowa			ᴴpʰuŋbu ᴴtøn‍gin			 take corpse out for cremation	फकुङबकु्तछो़न्गीि		???	
1369	Lowa	CAULIFLOWER	2843	ᴴpʰul‍gobi			 cauliflower	￼￼￼फकुल्गोबी	2843	CAULIFLOWER	4
1370	Lowa			ᴴpʰe ᴴrem‍bi			 flour made of parched wheat and pea	फे ्ॱरेम्बी		???	
1371	Lowa			ᴴpʰeː			 marmot	फेः		???	
1372	Lowa			ᴴpʰetsʲʰe			 greater part, majority	फे क्के		???	
1373	Lowa			ᴴpʰekʲa			 father and brothers	फे क्या		???	
1374	Lowa			ᴴpʰekʲi			 woollen sack	फे क्यी		???	
1376	Lowa	HALF	816	ᴴpʰetsʲak‍pa			 half	फे च्याक्पा	816	HALF	4
1377	Lowa			ᴴpʰedzin			 porridge	￼￼￼￼फे जीि		???	
1378	Lowa			ᴴpʰemu			 northern	फे मकु		???	
1380	Lowa			ᴴpʰeratsʰa			 make a noise	फे राछा		???	
1381	Lowa			ᴴpʰeri			smellof flour	फेरी		???	
1383	Lowa			ᴴpʰokøda			 angry man	फोकछो़दा		???	
1384	Lowa	GLUTTON	533	ᴴpʰoktsaŋa			 glutton	फोकचाङा	533	GLUTTON	4
1386	Lowa			ᴴpʰok‍waki ʟnadza			 stomach illness	फोक्िाकी्िाजा		???	
1387	Lowa			ᴴpʰok‍wala ᴴtsuk‍kin			 press in stomach	￼￼￼￼फोक्िाला्चकुक्कीि		???	
1388	Lowa			ᴴpʰodzok			s name	फोजोक		???	
1389	Lowa			ᴴpʰoʈoʟgʲap‍tsa			 studio	फोटो्ग्याप्चा		???	
1390	Lowa	TELEPHONE	1379	ᴴpʰon			 telephone	फोि	1379	TELEPHONE	4
1391	Lowa			ᴴpʰoroŋa			 bachelor	फोरोङा		???	
1392	Lowa			ᴴpʰolok ʟmolok			 third gender	फोलोक्मोलोक		???	
1393	Lowa			ᴴpʰø‍k‍kin			 be tired of	फछो़्कक् ीि		???	
1394	Lowa			ᴴpʰøgin			 be promoted	￼￼￼￼फछो़गीि		???	
1395	Lowa			ᴴpʰøn ᴴtʰok‍kin			 be useful	फछो़ि्थोक्कीि		???	
1396	Lowa			ᴴpʰøn ᴴtʰok‍wa			 useful, fruitful	फछो़ि्थोक्िा		???	
1397	Lowa	HOPE	1092	ʟba			 confidence, trust, faith, credence, reliance, assurance, credit, hope, belief	￼￼￼￼￼￼￼￼￼￼बा	1092	HOPE	4
1399	Lowa			ʟbak‍tsa ᴴsʲosʲa			 of	बाक्चा्स्योस्या		???	
1401	Lowa			ʟbagulo			 type of mushroom found in high land	बागकुलो		???	
1402	Lowa			ʟbaŋma			juicy part	बाङमा		???	
1403	Lowa			ʟbaŋa baŋa			 sound made by cows	बाङा्बाङा		???	
1404	Lowa	SALIVA	1503	ʟbadzu			 saliva	बाजकु	1503	SALIVA	4
1405	Lowa	SOYA BEAN	2028	ʟbaʈa			 soya bean	बाटा	2028	SOYA BEAN	4
1406	Lowa			ʟbaʈuliŋ			utwal	बाटकुलीङ		???	
1408	Lowa			ʟbadam			 almond	बादाम		???	
1409	Lowa	FOREST	420	ʟbanak			 forest, jungle	बािाक	420	FOREST	4
1411	Lowa	CABBAGE	774	ʟban‍dagobi			 cabbage	बान्दागोबी	774	CABBAGE	4
1412	Lowa			ʟbap			 rolling stone from a cliff	बाप		???	
1413	Lowa			ʟbabokʲi			 small hills	बाबोक्यी		???	
1414	Lowa			ʟbar ᴴkorkin			 encircle with a wall or fence	बार्कोरकीि	1690	FENCE	4
1415	Lowa	TIDE	891	ʟbalap			 tide, current of water	बालाप	891	TIDE	4
1417	Lowa			ʟbika			 caste	बीका		???	
1418	Lowa			ʟbil			 receipt	बील		???	
1419	Lowa			ʟbis‍ʈa			 caste	बीस्टा		???	
1421	Lowa	INFECTED	548	ʟbu ʟgʲap‍kin			 infected	बकु्ग्याप्कीि	548	INFECTED	4
1422	Lowa	ANT	587	ʟbu ʟʈoŋʲok‍pa			 ant	बकु्ढोङयोक्पा	587	ANT	4
1423	Lowa			ʟbu ᴴsonokok‍pa			like insect that lives on wet surfaces	￼￼￼￼बकु्सोिोकोक्पा		???	
1424	Lowa	CORNER	192	ʟbuk			 corner	बकुक	192	CORNER	4
1425	Lowa			ʟbuk‍duŋ			imalayan women	बकुक्दङकु		???	
1426	Lowa			ʟbuk‍la			 in depth, deeper	बकुक्ला	2534	DEPTH	4
1427	Lowa			ʟbutsʰaŋ			s home	बकुछाङ		???	
1428	Lowa			ʟbudzu			 dried radish	बकुजकु		???	
1429	Lowa			ʟbum			 one hundred thousand, lakh	बकुम		???	
1430	Lowa			ʟbum‍ɖak			 lakhs	बकुम्डाक		???	
1431	Lowa	TYPE (ON SOMETHING)	3134	ʟbure			 type	बकुरे	3134	TYPE (ON SOMETHING)	4
1432	Lowa			ʟbe be			 sound made by calf	ब्े बे		???	
1434	Lowa			ʟbeʈaŋa			harsh behaviour	￼￼बटेाङा		???	
1435	Lowa	BENCH	2584	ʟben‍ts			 bench	बने ्च	2584	BENCH	4
1437	Lowa			ʟbelelek			 sound made by goat	बले ले के		???	
1440	Lowa			ʟbolu			 way of speaking	बोलकु		???	
1441	Lowa			ʟbolu dzewa			 polite	￼￼￼बोलकु्जिे ा	583	KIND OR POLITE	4
1442	Lowa			ʟboloki			 one at the corner	बोलोकी		???	
1443	Lowa			ʟbolobolo			 sound of boiling	बोलोबोलो		???	
1444	Lowa			ʟbøri ʟsʲak‍kin			 of	सनलििलbeswelled,beheard बछो़री्श्याक्कीि		???	
1445	Lowa			ʟbøru ᴴtsʲuk‍kin			 inflate, swell up, blow up	बछो़रू्च्यकुक्कीि	1573	SWELL	4
1446	Lowa	COLOR	1613	ʟpak			 colour	भाक	1613	COLOR	4
1447	Lowa			ʟpak‍kaŋ			 second floor	भाक्काङ		???	
1448	Lowa			ʟpak‍kuŋ ʟgʲap‍kin			 mediator	भाक्ककुङ्ग्याप्कीि		???	
1449	Lowa			ʟpak‍dzin			 porridge of wheat flour	भाक्जीि		???	
1450	Lowa			ʟpaŋ ʟlok‍kin			 die from haemorraghing while giving birth	भाङ्लोक्कीि		???	
1451	Lowa			ʟpaŋdak			 typeof monkey having black face and a long tail	भाङदाक		???	
1453	Lowa			ʟpaɖi			 shearing knife	भाडी		???	
1454	Lowa	ROOT	670	ʟpadak			 root	￼￼￼￼￼￼￼भादाक	670	ROOT	4
1455	Lowa			ʟpadararak			 sound of diarrhoea	भादाराराक		???	
1456	Lowa			ʟpap			 physical torture	भाप		???	
1457	Lowa			ʟpap‍tsak			 khada	भाप्चाक		???	
1460	Lowa			ʟparaʟpiri			 slightly drunk	भाराभीरी		???	
1461	Lowa			ʟpalak			 ivory bracelet	भालाक		???	
1463	Lowa			ʟpidzi			 part of a shoe	भीजी		???	
1464	Lowa			ʟpiʈik			s name	भीटीक		???	
1465	Lowa			ʟput‍tsi			minder	भकुच्ची		???	
1466	Lowa			ʟpudok			 white substance that can be used as baking soda	भकुदोक		???	
1468	Lowa			ʟpuliŋ			 loan	भकुलीङ		???	
1469	Lowa	CAT	1208	ʟpe			 cat	भे	1208	CAT	4
1470	Lowa	DEBT	1914	ʟpek			 debt, loan	भके	1914	DEBT	4
1471	Lowa			ʟpek ᴴpʰok‍kin			 charge interest	भके ्फोक्कीि		???	
1472	Lowa			ʟpekøk			 tomcat, male cat	भके छो़क		???	
1473	Lowa			ʟpek‍tsʲøk			 useful, suitable, serviceable, worthy, fitting	भके ्च्यछो़क	1293	MISTAKE	4
1474	Lowa			ʟpek‍tsʲøk ʟmegin			 useless, worthless	￼￼भके ्च्यछो़क्मगे ीि		???	
1475	Lowa			ʟpegin			, be separated, distinguished	भगे ीि		???	
1476	Lowa	BAT	1793	ʟpen ʟʈokor			 bat	भिे ्ढोकोर	1793	BAT	4
1477	Lowa			ʟpen‍dzi			 tape	भने ्जी		???	
1478	Lowa	MOLE	1907	ʟpep‍ra			 mole, musk rat	भपे ्रा	1907	MOLE	4
1479	Lowa			ʟpema ᴴtsegin			 play with a small pebble	भमे ा्चगे ीि		???	
1480	Lowa			ʟpema dudu			sanga	भमे ा्ददकु कु		???	
1482	Lowa			ʟpoŋdaŋ			 rope to tie donkey	भोङदाङ		???	
1483	Lowa			ʟpoŋna			 brass drinking pot	भोङिा		???	
1484	Lowa			ʟpodoŋ			 unlucky	भोदोङ		???	
1486	Lowa			ʟpøkek			ibetan language	भछो़के क		???	
1487	Lowa			ʟpøtsʲa			 salt tea, ghee tea	भछो़च्या		???	
1488	Lowa			ʟpøtsʰa			 salt tea	भछो़छा		???	
1489	Lowa			ʟpøba			ibetan	भछो़बा		???	
1490	Lowa			ʟpøʲok			 one type of paper	भछो़योक		???	
1491	Lowa			ʟmakm‍ oi			 lukewarm, warmish, tepid	माक्मोई		???	
1493	Lowa			ʟmaŋʲuŋ			 quantity, extent, magnitude, dimension	माङयकुङ		???	
1494	Lowa			ʟmaŋløk			 result, outcome	माङलछो़क		???	
1496	Lowa			ʟmaːdak			 nutritious porridge fed to a baby, gruel made of flour	माःदाक		???	
1497	Lowa			ʟmaːmoi			 lukewarm, warmish, tepid	माःमोई		???	
1498	Lowa	RED	156	ʟmau			 red, rosy	माउ	156	RED	4
1500	Lowa	PURE	1147	ʟmaɖegin			 pure	माडेगीि	1147	PURE	4
1502	Lowa	EWE	1345	ʟmamu			 ewe	मामकु	1345	EWE	4
1503	Lowa			ʟmamm‍ a			 daycare centre carer	माम्मा		???	
1504	Lowa			ʟmarak			arpha	माराक		???	
1505	Lowa			ʟmaraŋ			 name of a	माराङ		???	
1506	Lowa			ʟmarap			 greed, covetousness, avarice, lure, temptation	माराप		???	
1510	Lowa			ʟmi aŋtsʲʰe			 gangster	मी्आङके		???	
1511	Lowa			ʟmi ᴴtsʲʰe			 superior	मी्के		???	
1512	Lowa			ʟmi ʟʈaŋa			 honest man	मी्ढाङा		???	
1513	Lowa			ʟmi ʟnak‍tsʲin			 terrorist	मी्िाक्च्यीि		???	
1514	Lowa	GOOD	1035	ʟmi ʟsaŋa			 good, excellent	मी्शाङा	1035	GOOD	4
1516	Lowa			ʟmigʲyk			 family line or succession, dynasty, lineage	मीग्यीक		???	
1517	Lowa			ʟmiŋdzʲek ᴴpʰok‍pa			 dishonoured	मीङज्येक्फोक्पा		???	
1518	Lowa			ʟmiŋmek			 nickname, assumed name, pseudonym	मीङमके		???	
1521	Lowa			ʟmit‍tetsʲʰe			 talkative	मीत्तके े		???	
1523	Lowa			ʟmiri ʟgʲari			 difference	मीरी्ग्यारी		???	
1526	Lowa	WORKER	2977	ʟmilak			 farm labourers, worker, porter, labourer, helper	￼￼￼￼मीलाक	2977	WORKER	4
1527	Lowa			ʟmily			 lifecycle	मीली		???	
1529	Lowa			ʟmuk‍pa			 weevil	मकुक्पा		???	
1530	Lowa			ʟmumm‍ u ʟturkin			s game	मकुम्मकु्धकुरकीि		???	
1534	Lowa	WITHOUT	1478	ʟmek‍na			 without, except, in absence of, all but	￼￼￼￼मके ्िा	1478	WITHOUT	4
1535	Lowa			ʟmekʲan			 pot to put fire in	मके ्याि		???	
1536	Lowa			ʟmegu			 woodpile near a stove	मगे कु		???	
1539	Lowa	SPARK	518	ʟmetaŋ			 spark	मते ाङ	518	SPARK	4
1540	Lowa			ʟmet‍taŋ			 wood of a pine tree when full of resin	मते ्ताङ		???	
1541	Lowa	GUN	1566	ʟmen‍da			 rifle, gun, pistol, musket	मने ्दा	1566	GUN	4
1542	Lowa			ʟmen‍di			 hair color	मने ्दी		???	
1543	Lowa	FLOWER	239	ʟmen‍dok			 flower	मने ्दोक	239	FLOWER	4
1544	Lowa			ʟmen‍dok dum‍ɖa			 of	मने ्दोक्दमकु ्डा		???	
