ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos
1638	Tsum			sem tukpa			feel sad	v.
1639	Tsum			semdźung			house (for the lama to sit in)	n.
1640	Tsum	HATE	1607	śempa lokpa			hate	v.
1641	Tsum			semtsen			creature	n.
1642	Tsum	RHINOCEROS	2591	semtsen seru			rhino	n.
1643	Tsum	FINGERNAIL	1258	semu			fingernail	n.
1644	Tsum			sena			food item	n.
1645	Tsum			sep			box, made from bamboo	n.
1646	Tsum	PRINCE (RULER)	2554	sepo			prince	n.
1647	Tsum	GOLD	1369	ser			gold	n.
1648	Tsum			sera			hailstone	n.
1649	Tsum			Serang gomba			monastery, Syarang gomba, in Kutang, one of the important monasteries on the Kyimolung pilgrimage trail	n.
1650	Tsum			Seranggi ima			Chamar (mountain), between Serang and Sarphu (also: Tsumtśe ima)	n.
1651	Tsum	YELLOW	1424	serbo			yellow	adj.
1652	Tsum			sertok			top of a statue	n.
1653	Tsum			sertup			Buddhist age, second	n.
1654	Tsum			Setśung			Sechung village	n.
1655	Tsum			śewa			know, understand	v.
1656	Tsum			śeyön			knowledge	n.
1657	Tsum	ANGER	82	śezang			anger	n.
1658	Tsum			śakya tukpa			Buddhist age, current (third)	n.
1659	Tsum			side			peaceful	adj.
1660	Tsum	LEOPARD	1139	sik			leopard	n.
1661	Tsum	FOG	249	silwa			mist	n.
1662	Tsum	FINISH	1766	simba			finish	v.
1663	Tsum	TASTY	1813	śimbo			tasty	adj.
1664	Tsum			simwa			sleep (hon.)	v.
1665	Tsum	CROPS	3081	śing			crops	n.
1666	Tsum	WOOD	1803	śing			wood	n.
1667	Tsum			śing rangda'			barren land	adj.
1668	Tsum	FARMER	979	singba			farmer	n.
1669	Tsum	LION	1386	singge			lion	n.
1670	Tsum			śingle			crops (matured)	n.
1671	Tsum			śingpang			pile of firewood	n.
1672	Tsum			śingṭhu			small piece of wood	n.
1673	Tsum			śingtshi			corner of the field	n.
1674	Tsum			śingtsi			edge of field	n.
1675	Tsum	FORTY	1716	śiptśu			forty	num.
1676	Tsum			śiptśuśakśum			forty three	num.
1677	Tsum			śiptśuśaktün			forty seven	num.
1678	Tsum			śiptśuśangi			forty two	num.
1679	Tsum			śiptśuśapke'			forty eight	num.
1680	Tsum			śiptśuśarku			forty nine	num.
1681	Tsum			śiptśuśatśik			forty one	num.
1682	Tsum			śiptśuśauźe			forty four	num.
1683	Tsum			śiptśuśenga			forty five	num.
1684	Tsum			śiptśuśeṭuk			forty six	num.
1685	Tsum			śiri			whistle (without pursing the lips)	v.
1686	Tsum	COMB	1475	śiśe'			comb	n.
1687	Tsum	PAPER	648	śiu			paper	n.
1688	Tsum	DIE	1494	śiwa			die	v.
1689	Tsum			śiwa			extinguish (trans.)	v.
1690	Tsum			śiwa			kill, extinguish	v.
1691	Tsum	HIGH TIDE	613	śo			flood	n.
1692	Tsum	MORNING	1339	śo			morning	adv.
1693	Tsum			śo			yoghurt	n.
1694	Tsum			śo dzong			pot for storing milk, yoghurt	n.
1695	Tsum			śo nganyang			daybreak	n.
1696	Tsum			śo tokpa			churn	v.
1697	Tsum	SAW	1948	śo:le			saw	n.
1698	Tsum	WOUND	1109	śoa			wound	n.
1699	Tsum			sode memep			unfortunate	adj.
1700	Tsum			sodze tśhembu			lucky, fortunate	adj.
1701	Tsum			śodzong			big pot to keep whey	n.
1702	Tsum	FEATHER	1201	śokpa'			feather	n.
1703	Tsum			sol			seedling (small plant)	n.
1704	Tsum	NO	1269	śol			no	n.
1705	Tsum	COAL	2658	sola			coal	n.
1706	Tsum			śolwa			cancel	v.
1707	Tsum			soma'			grass (eaten by yaks)	n.
1708	Tsum			soma'			wheat plant	n.
1709	Tsum	YOUNG	1207	śombo			young	adj.
1710	Tsum			śömpa			youth (person)	n.
1711	Tsum	SOW SEEDS	748	śon torwa			sow	v.
1712	Tsum			sonam tśhimbo			fortunate, lucky	adj.
1713	Tsum			śong			ditch slightly with curved shape	n.
1714	Tsum			sopdu			softly	adv.
1715	Tsum	REPAIR	2243	sopkyor tangwa			repair	v.
1716	Tsum	SOFT	1856	sopsop			soft	adj.
1717	Tsum			sora			sickle for cutting grass	n.
1718	Tsum			śorwa			escape, get free	v.
1719	Tsum			śöśa			substance gathered inside the wooden pot in which milk is kept	n.
1720	Tsum	RING	1374	sotop			ring	n.
1721	Tsum	TOOTHBRUSH	2579	soṭu			toothbrush	n.
1722	Tsum	GROW UP	552	sowa			grow up	v.
1723	Tsum			sowa			ironsmith	n.
1724	Tsum			sowa			make, build	v.
1725	Tsum			sowa			softer	adj.
1726	Tsum			śowa pulwa			plead	v.
1727	Tsum	WHO	1235	su			who	pron.
1728	Tsum			śu' gyawa			force	v.
1729	Tsum	PADDY	283	sua			paddy	n.
1730	Tsum			śuã			sore, boil	n.
1731	Tsum	STRENGTH	202	śuk			strength	n.
1732	Tsum	STRONG	785	śuk tshemo			strong	adj.
1733	Tsum			śukpa			plant, species	n.
1734	Tsum			śukṭhi			seat of lama	n.
1735	Tsum	THREE	492	sum			three	num.
1736	Tsum	THIRD	1859	sumba			third	num.
1737	Tsum	THIRTY	1715	sumdźu			thirty	num.
1738	Tsum	SHOE	1381	sumpa			shoe	n.
1739	Tsum			sumtśusönga			thirty five	num.
1740	Tsum			sumtsusönyi			thirty two	num.
1741	Tsum			sumtśusopke			thirty eight	num.
1742	Tsum			sumtśusoptün			thirty seven	num.
1743	Tsum			sumtśusorku			thirty nine	num.
1744	Tsum			sumtśusosum			thirty three	num.
1745	Tsum			sumtśusotśik			thirty one	num.
1746	Tsum			sumtśusöṭu'			thirty six	num.
1747	Tsum			sumtśusoźi			thirty four	num.
1748	Tsum	SICKLE	341	sun			sickle	n.
1749	Tsum			sundzo'			road where three roads meet	n.
1750	Tsum	GOVERNMENT	815	sung			government	n.
1751	Tsum	SEED	714	sunggi			seed	n.
1752	Tsum			sungla			around	NA
1753	Tsum			sungwa			tell (hon.)	v.
1754	Tsum			suntala			mandarin	n.
1755	Tsum			sunyum			alms	n.
1756	Tsum	PINE	1740	śuppa			pine	n.
1757	Tsum			sur			burning things (foods) during the funeral process burnt like the fragrance	n.
1758	Tsum	SIDE	682	sur			side	n.
1759	Tsum	CORNER	192	śur			corner	n.
1760	Tsum			śüri			whistle (pursing the lips)	v.
1761	Tsum	THRUST	246	surwa			thrust	v.
1762	Tsum			śuwa			enter, go into	v.
1763	Tsum			śuwa			melt (intrans.)	v.
1764	Tsum	WOUND	1109	śuwa			wound	n.
1765	Tsum	HORSE	615	ta			horse	n.
1766	Tsum			ta			mark, logo	n.
1767	Tsum	HAIR	1040	ṭa			hair	n.
1768	Tsum	NEAR	1942	ṭa			near	adv.
1769	Tsum	SIDE	682	ṭa			side	n.
1770	Tsum			ṭa dikpo			suitable	adj.
1771	Tsum			ta dowa			roam	v.
1772	Tsum			ṭa kar kyewa			go grey (hair)	v.
1773	Tsum	COMB	1475	ṭa śepa			comb	v.
1774	Tsum			ta'			tiger (the seventh zodiac)	n.
1775	Tsum			tadze			orphan (insulting)	n.
1776	Tsum			takla			suitably, rightly	ono.
1777	Tsum			takpa			Himalayan birch	n.
1778	Tsum	RECOVER	1978	ṭakpa			recover	v.
1779	Tsum			ṭakso kalda			bag of plastic material	n.
1780	Tsum			taktśe'			examination	n.
1781	Tsum	REVENGE	495	ṭalen			revenge	n.
1782	Tsum			ṭalen lokpa			revenge, take	v.
1783	Tsum			talim			training	n.
1784	Tsum			talwa			pull down, dismantle	v.
1785	Tsum	MATTER	2150	tam			matter	n.
1786	Tsum			tama			yak of three years	n.
1787	Tsum			ṭamba			mind, conscience	n.
1788	Tsum	SPREAD OUT	38	ṭamba			spread	v.
1789	Tsum	FORGET	1523	ṭamba dźepa			forget	v.
1790	Tsum			tamba söwa			come conscious; remember	v.
1791	Tsum	REMEMBER	707	ṭamba söwa			remember	v.
1792	Tsum			ṭampa			unconscious	adj.
1793	Tsum			ṭampa torwa			unconscious	v.
1794	Tsum	CHEST	1592	ṭang			chest	n.
1795	Tsum	HONEY	942	ṭang			honey	n.
1796	Tsum	MONEY	1559	ṭanga			money	n.
1797	Tsum	SEND	1127	tangwa			send	v.
1798	Tsum	SWELL	1573	ṭangwa			swell	v.
1799	Tsum			tangyang			melody	n.
1800	Tsum	NOW	1376	tanta			now	adv.
1801	Tsum	IMMEDIATELY	1963	tantarang			immediately	adv.
1802	Tsum			tantsa			edge, side	n.
1803	Tsum			tapba			sprout, make	v.
1804	Tsum			ṭapba			winnow, sift	v.
1805	Tsum			tapko			impure	adj.
1806	Tsum			Tapla			pass in north-western Tsum	n.
1807	Tsum	COMB	1475	ṭapse   śiśe'			comb	n.
1808	Tsum			taptśa tangwa			examine	v.
1809	Tsum			tara			whey	n.
1810	Tsum			tarbatśe			prayer flags, vertical, put up in villages	n.
1811	Tsum	AXE	677	tari			axe	n.
1812	Tsum	WALNUT	2042	tarka			walnut	n.
1813	Tsum	ICE	617	tartang			ice	n.
1814	Tsum			tarü			fruit like raspberry, but yellow and sour	n.
1815	Tsum	STILL (CONTINUING)	2919	tarung			still	adv.
1816	Tsum			tarwa			rub slowly; anoint	v.
1817	Tsum			tarwa			shoot, hit	v.
1818	Tsum			tarya			handle, axe	n.
1819	Tsum			ṭaśi tele			greeting (such as good morning)	n.
1820	Tsum	BEAM	1132	taśing			beam	n.
1821	Tsum	MULE	890	taṭe			mule	n.
1822	Tsum	ORPHAN	1149	taṭhu'			orphan	n.
1823	Tsum			tato'			rhododendron	n.
1824	Tsum			tato' peba			look after	v.
1825	Tsum			Tãtśu			village, in lower Tsum	n.
1826	Tsum			tauru			colt	n.
1827	Tsum			tauru			horse of one year	n.
1828	Tsum	DRIVE (CATTLE)	2868	tawa			drive (cattle)	v.
1829	Tsum	LOOK	1819	tawa			look	v.
1830	Tsum			tawa			look, see	v.
1831	Tsum	PLANT (VEGETATION)	653	tawa			plant	v.
1832	Tsum			ṭawa			monk	n.
1833	Tsum			tawo			uncastrated male horse	n.
1834	Tsum	DONKEY	1862	ṭe			donkey	n.
1835	Tsum			ṭe			monkey (ninth sign of the zodiac)	n.
1836	Tsum			tea			axle, iron, in a grindstone	n.
1837	Tsum	HURRY	754	ṭela			hurry	n.
1838	Tsum			Teldzong			village, in upper Tsum	n.
1839	Tsum			temḍel lu			entertaining song	n.
1840	Tsum			tempa			information; news	n.
1841	Tsum			ṭengwa			garland	n.
1842	Tsum	FEED	739	tepa			feed	v.
1843	Tsum	LADDER	1464	tepa			ladder	n.
1844	Tsum			ṭepa			staircase	n.
1845	Tsum			teppa			offer	v.
1846	Tsum			ter			terma; hidden object	n.
1847	Tsum			tertśepa			sever	v.
1848	Tsum			tesi			flower like garlic	n.
1849	Tsum			tet			mineral	n.
1850	Tsum			Tetö Gawang Dorje			Tertön Gawang Dorje (10th reincarnation of Guru Rinpoche, treasure finder)	n.
1851	Tsum	GIVE	1447	tewa			give	v.
1852	Tsum	FALL	1280	ṭewa			fall	v.
1853	Tsum	ADZE	290	tewo			adze	n.
1854	Tsum	ELBOW	981	ṭeyo			elbow	n.
1855	Tsum			tha			also	adv.
1856	Tsum			tha			decision	n.
1857	Tsum	SMALL	1246	tha			little	adj.
1858	Tsum	EDGE	863	thã			edge	n.
1859	Tsum	COLORFUL	2997	ṭha			colourful	n.
1860	Tsum	EAGLE	1905	ṭha			eagle	n.
1861	Tsum	FAR	1406	tha ringbo			far	adv.
1862	Tsum			tha:			handloom	n.
1863	Tsum	BLOOD	946	ṭha'			blood	n.
1864	Tsum	HORIZONTAL	2376	thakal			horizontal	adj.
1865	Tsum			thakar			directly	adv.
1866	Tsum	STRAIGHT	1404	thakar			straight	adj.
1867	Tsum	GATHER	7	thakpa			gather	v.
1868	Tsum	GRIND	1033	thakpa			grind	v.
1869	Tsum	ROPE	1218	thakpa			rope	n.
1870	Tsum	WEAVE	133	thakpa			weave	v.
1871	Tsum	DIRT	25	thala			dirt	n.
1872	Tsum	DUST	2	thala			dust	n.
1873	Tsum	SLOWLY	2165	thalboma			slowly	adv.
1874	Tsum			thaldüm			dumpling	n.
1875	Tsum			thalma			soft, small grained	adj.
1876	Tsum	EMBRACE	928	thamba			embrace	v.
1877	Tsum			thamdźi			resin; gum	n.
1878	Tsum			ṭhampa			fake	adj.
1879	Tsum	GROUND	2159	thang			ground	n.
1880	Tsum	TIRED	1757	thang tsheba			tired	v.
1881	Tsum			thangba			grain spread out to dry	n.
1882	Tsum			thangbo			healthy, fit	adj.
1883	Tsum	REST	168	thangbo			rest	n.
1884	Tsum			thangdźi			resin, gum	n.
1885	Tsum			thangga			pasture (natural)	n.
1886	Tsum			thanggoru			flower-like fruit of pine tree	n.
1887	Tsum			thanggro'			pinecone	n.
1888	Tsum	CUNNING	2335	ṭhangpa			cunning	adj.
1889	Tsum			thangśing			pine tree, species (Nep. salla)	n.
1890	Tsum	FIREPLACE	185	thap			fireplace	n.
1891	Tsum			thap			way out	n.
1892	Tsum			thap temdel lu			welcome song	n.
1893	Tsum			thapśi			plan, remedy	n.
1894	Tsum	TRY	1812	thapśi bewa			try, attempt	n.
1895	Tsum	KITCHEN	1365	thaptsang			kitchen	n.
1896	Tsum			tharwa			safe	v.
1897	Tsum			ṭhatsan			group of monks or nuns	n.
1898	Tsum			thátśhö			decision	n.
1899	Tsum			thawa			bargain	v.
1900	Tsum	GATHER	7	thawa			gather	v.
1901	Tsum	RECOVER	1978	ṭhawa			recover	v.
1902	Tsum			ṭhazo			jealousy, anger	n.
1903	Tsum	BUSY	2755	ṭhela			busy	adj.
1904	Tsum			ṭhelaṭhelala			hurriedly	adv.
1905	Tsum			themba			draw, pull	v.
1906	Tsum			thenpa			stretch (trans.)	v.
1907	Tsum	THUMB	1781	theo			thumb	n.
1908	Tsum	FLAT	1633	thether			flat	adj.
1909	Tsum			thetsum			dilemma	n.
1910	Tsum			thetsum langwa			dilemma, be in one	v.
1911	Tsum	TRAP (PITFALL)	1075	theu			trap	n.
1912	Tsum			theutsa			normal, not special	adj.
1913	Tsum			ṭhewa			fall, make	v.
1914	Tsum			ṭhi			place to sit	n.
1915	Tsum	TEN THOUSAND	2078	ṭhi			ten thousand	num.
1916	Tsum	LINE	1048	thi'			line	n.
1917	Tsum	DROP	750	thikpa			drop	n.
1918	Tsum	LEAD (GUIDE)	43	ṭhikpa			lead	v.
1919	Tsum	FOOT	1301	thil			foot	n.
1920	Tsum			ṭhim			case, issue	n.
1921	Tsum			thimba			absorbed	v.
1922	Tsum	COURT	1068	ṭhimgang			court	n.
1923	Tsum			ṭhimpa			lawyer	n.
1924	Tsum	BILE	1780	ṭhipa			bile	n.
1925	Tsum			ṭhitśe			handloom	n.
1926	Tsum	DRIP (EMIT LIQUID)	2253	thiwa			leak	v.
1927	Tsum			tho			boundary with three stones	n.
1928	Tsum			tho			list	n.
1929	Tsum			tho'			on top of	post.
1930	Tsum			thok			upper floor	n.
1931	Tsum	FOREHEAD	123	thokpa			forehead	n.
1932	Tsum	DEPEND	756	thola			depend	n.
1933	Tsum	DAMAGE	1116	ṭhola			damage	n.
1934	Tsum			thoma			weeds	n.
1935	Tsum			thomba			come out	v.
1936	Tsum	TALL	711	thombo			tall	adj.
1937	Tsum	HANDLE	1254	thong			handle	n.
1938	Tsum	PLOUGH	1921	thong			plough	n.
1939	Tsum			thong			respect	n.
1940	Tsum			thongba			ploughman	n.
1941	Tsum			ṭhongbo			Tibetan crow	n.
1942	Tsum	PLOUGH	1921	thongtśa			plough	n.
1943	Tsum	SEE	1409	thongwa			see	v.
1944	Tsum	BUTTON	757	thoptśa			button	n.
1945	Tsum			thortśo'			crest	n.
1946	Tsum	OLD (AGED)	2112	thowa			elder	n.
1947	Tsum	HAMMER	1481	thowa			hammer	n.
1948	Tsum			ṭhowo, ṭho:			dear (address term for spouse)	n.
1949	Tsum			ṭhü bewa			give a name	v.
1950	Tsum			thu'			till, still	NA
1951	Tsum			thü'ma			small, short	adj.
1952	Tsum	UNTIL	2753	thuk			until	post.
1953	Tsum			thükma			short, dwarf	adj.
1954	Tsum	MEET	1831	thukpa			meet	v.
1955	Tsum			thukpa			soup (kind), thick liquid	n.
1956	Tsum	TOUCH	1892	thukpa			touch	v.
1957	Tsum	CONNECT	2862	thükpa			connect	v.
1958	Tsum			thukpo			thick, fat	adj.
1959	Tsum			ṭhulwa			deceived	v.
1960	Tsum			thungna			shorter	adj.
1961	Tsum	DRINK	1401	thungwa			drink	v.
1962	Tsum	SPIT	1440	thupśal gyewa			spit	v.
1963	Tsum	STEEP	2717	thur			steep	adj.
1964	Tsum	BRUSH	1821	ṭhuwa			brush	v.
1965	Tsum			ṭhuwa			wash, bathe, clean, rinse	v.
1966	Tsum			tidzungla			behind (of man)	post.
1967	Tsum	DRESS	474	ṭiktśe			dress	n.
1968	Tsum			ṭilen			answer, question	n.
1969	Tsum	TWIST	430	ṭilwa			twist	v.
1970	Tsum			timba			make one submerge	v.
1971	Tsum	SINK (DISAPPEAR IN WATER)	2908	timba			sink	v.
1972	Tsum	CLEVER	1310	ṭimbo			clever	adj.
1973	Tsum	BEFORE	1882	ting			before	adv.
1974	Tsum			ṭingdza			small bell	n.
1975	Tsum	BELL	2246	tingdźa'			bell	n.
1976	Tsum			tingla			finally; at last	adv.
1977	Tsum	DEEP	1593	tingringbo			deep	adj.
1978	Tsum	DEEP	1593	tingringmu			deep	adj.
1979	Tsum	SPREAD OUT	38	tingwa			spread	v.
1980	Tsum	RULE	1846	ṭithim			rule	n.
1981	Tsum			ṭiṭim			morality	n.
1982	Tsum			tiu			colt	n.
1983	Tsum	KNIFE	1352	ṭiu			knife	n.
1984	Tsum			ṭiwa			ask, question	v.
1985	Tsum			to			peck	v.
1986	Tsum	STONE	857	to			stone	n.
1987	Tsum	CALF	1989	tö			calf	n.
1988	Tsum	CHEW	321	ṭo			chew	v.
1989	Tsum	FEATHER	1201	ṭo			feather	n.
1990	Tsum			to'			appex; pinacle of temple	n.
1991	Tsum			tok			way one stands	ono.
1992	Tsum	NARROW	1267	tokpo			narrow	adj.
1993	Tsum			ṭokpo			religiously bonded friend	n.
1994	Tsum	BOAST	101	ṭokta			boast	n.
1995	Tsum			ṭokṭa			pride	n.
1996	Tsum			tolmu			cow, ox (species); female	n.
1997	Tsum			tolṭu			cow, ox (species); young	n.
1998	Tsum			tolwo			cow, ox (species); male	n.
1999	Tsum	BEAR	1820	tom			bear	n.
2000	Tsum	WARM	1232	ṭombo			warm	adj.
2001	Tsum			tomde			total	n.
2002	Tsum			tomru			cub (of bear)	n.
2003	Tsum	ANT	587	ṭomu			ant	n.
2004	Tsum			tönba			take out	v.
2005	Tsum	HUNDRED	1634	tong			hundred	num.
2006	Tsum	EMPTY	1624	tongba			empty	adj.
2007	Tsum	HEAVEN	1565	tongde			heaven	n.
2008	Tsum			tongga			harvest time	n.
2009	Tsum	GHOST	1175	tongte			ghost	n.
2010	Tsum			ṭongwa			kill (hon.)	v.
2011	Tsum	WEEK	1469	tönṭa			week	n.
2012	Tsum	HUNGER	1864	topa			hunger	n.
2013	Tsum	BE HUNGRY	1533	ṭopa towa			hungry	v.
2014	Tsum	MORE	1992	torong, trong			more	adv.
2015	Tsum			toru			small stone	n.
2016	Tsum	SPLASH	365	torwa			splash	v.
2017	Tsum			torwa			unconscious	adj.
2018	Tsum			toto'			round ball-shaped object	n.
2019	Tsum	SPADE	1176	totse			spade	n.
2020	Tsum	SHIRT	1622	tötung			shirt	n.
2021	Tsum			towa			feel hungry	v.
2022	Tsum	SIT	1416	töwa			sit	v.
2023	Tsum	GROW	479	topa			grow	v.
2024	Tsum	GRASS	606	tsa			grass	n.
2025	Tsum	RUST	3064	tsa			rust	n.
2026	Tsum	VEIN	1924	tsa			vein	n.
2027	Tsum	BIRD	937	tśa			bird	n.
2028	Tsum	IRON	621	tśa			iron	n.
2029	Tsum			tśa			trunk (of an elephant)	n.
2030	Tsum	PRECIOUS	3002	tsa tśhembo			precious	adj.
2031	Tsum			tśada'			handcuff; fetter	n.
2032	Tsum			tśadzung			small bird species	n.
2033	Tsum			tśadźung			bird species	n.
2034	Tsum			tśaem			place to fry the bread of buckwheat	n.
2035	Tsum	WHOLE	2277	tśako			whole	n.
2036	Tsum			tsakpa			filter	v.
2037	Tsum	BREAK (DESTROY OR GET DESTROYED)	680	tśakpa			break	v.
2038	Tsum			tśakpa			break (trans.)	v.
2039	Tsum			tśakpa			reduce (trans.)	v.
2040	Tsum			tsakṭa			matches	n.
2041	Tsum	SWIM	1439	tśal dźawa			swim	v.
2042	Tsum			tśale			raised part of vagina	n.
2043	Tsum			tśampa gumbo			Buddhist age, future (fourth)	n.
2044	Tsum	BOIL	2493	tśamṭe			boil	n.
2045	Tsum	SAND	671	tśandar			sand	n.
2046	Tsum			tśang			beer, Tibetan	n.
2047	Tsum	SOME	1241	tśang			some	adj.
2048	Tsum			tśang			yak of four years	n.
2049	Tsum	RIVER	666	tsangbo			river	n.
2050	Tsum			tsangdu			cleanly	adv.
2051	Tsum			tśanggu			fox, white	n.
2052	Tsum			tsangma			clean, clear, untouched, pure	adj.
2053	Tsum			tsangma mepa			unclear	adj.
2054	Tsum			tśangṭa			wheat, species	n.
2055	Tsum	SEND	1127	tsangwa			send	v.
2056	Tsum	LEARN	504	tśangwa			learn	v.
2057	Tsum			tśapku			nine times	num.
2058	Tsum			tśapkye'			eight times	num.
2059	Tsum			tśapnga			fifth times	num.
2060	Tsum	TWICE	1546	tśapngi			twice	num.
2061	Tsum			tśapsum			thrice	num.
2062	Tsum	ONE TIME	374	tśaptśik			once	num.
2063	Tsum			tśapṭu'			six times	num.
2064	Tsum			tśaptün			seven times	num.
2065	Tsum			tśapźi			four times	num.
2066	Tsum	CROW	913	tśaro', tśero'			crow	n.
2067	Tsum			tsarwa			fall, come down	v.
2068	Tsum			tsarwa			fall, make	v.
2069	Tsum	HEN	1514	tśãu			hen	n.
2070	Tsum	CHICK	2512	tśauru			chick	n.
2071	Tsum			tsautar			resting place	n.
2072	Tsum	ROOSTER	1511	tśawo			rooster	n.
2073	Tsum	OVEN	1143	tśaye			oven	n.
2074	Tsum	ROOT	670	tsaza'			root	n.
2075	Tsum	PEAK	2205	tse			peak	n.
2076	Tsum	TONGUE	1205	tśe			tongue	n.
2077	Tsum	MEASURE	1506	tśe' gyawa			measure	v.
2078	Tsum	DEAR	2470	tsebi			dear	adj.
2079	Tsum	MAKE A JOKE	2760	tsẽdzu bewa			make a joke	v.
2080	Tsum	THING	738	tśela'			thing	n.
2081	Tsum			tśeldum tśewa			squat	v.
2082	Tsum			tselong			migrating geese, demoiselle crane	n.
2083	Tsum	HARVEST	611	tsema ngawa			harvest	v.
2084	Tsum			tsemba			stitch	v.
2085	Tsum			tśemba			not ripe, raw	adj.
2086	Tsum			tsembawa			tailor; man who stitches	n.
2087	Tsum			tśemda'			manure	n.
2088	Tsum	PLAY	1413	tsemo			play	n.
2089	Tsum			tsemo tśatśukpa			play (make or allow)	v.
2090	Tsum			tsemo-tsewa			play a lot	v.
2091	Tsum	HEAVY	1210	tśende			heavy	adj.
2092	Tsum			tśendema			heavily	adv.
2093	Tsum			Tśenrezi'			deity, Chenrezig (sPyan Ras gZigs); Avalokiteśvara; associated with compassion; Dalai Lama	n.
2094	Tsum			tśentśel			glasses (for eyes), spectacles	n.
2095	Tsum			tsepa			feel chilled	v.
2096	Tsum	FORGET	1523	tśepa			forget	v.
2097	Tsum	FULL	1429	tserka'			full	adj.
2098	Tsum			tsetho			list	n.
2099	Tsum	LOVE	923	tsewa			love	n.
2100	Tsum	EXCHANGE	2509	tśewa			exchange	v.
2101	Tsum			tśewa			heavier	adj.
2102	Tsum	PLAY	1413	tsewo			play	v.
2103	Tsum	SALT	1274	tsha			salt	n.
2104	Tsum			tśha			hand (hon.)	n.
2105	Tsum	PAIR	1888	tśha			pair	n.
2106	Tsum			tsha barwa			fever (have)	v.
2107	Tsum			tśha tangwa			sprout (of grain)	v.
2108	Tsum			tśha tshalwa			touch the forehead, bow down	v.
2109	Tsum	FEVER	1534	tsha:			fever	n.
2110	Tsum	LOUD	377	tshakarwo			loud	adj.
2111	Tsum	BROKEN	588	tśhako'			broken	adj.
2112	Tsum			tśhakpa			break (intrans.)	v.
2113	Tsum			tśhakpa			grow (intrans.)	v.
2114	Tsum	NEWSPAPER	1298	tshakpar			newspaper	n.
2115	Tsum	BUNCH	1966	tśhakpar			bunch	n.
2116	Tsum	BOUNDARY	1010	tsham			boundary	n.
2117	Tsum			tśham			dancer in the guise of demon	n.
2118	Tsum			tśhambel			Nepal barbery, and its fruit	n.
2119	Tsum			tśhambo			friendly, soft, polite	adj.
2120	Tsum	CAVE	1155	tshamgang			cave	n.
2121	Tsum	GRANDDAUGHTER	1619	tshamo			granddaughter	n.
2122	Tsum	SOMETIMES	1544	tshamtsham			sometimes	NA
2123	Tsum	HOT	1286	tshande			hot	adj.
2124	Tsum	NEST	539	tshang			nest	n.
2125	Tsum			tśhang			brewed rice alcohol	n.
2126	Tsum	CRADLE	2946	tshangdzel			cradle	n.
2127	Tsum			tshangkyap			lie awake	v.
2128	Tsum			tśhangtsa lu			marriage song	n.
2129	Tsum			tshangwa			fulfil	v.
2130	Tsum			tśhapsi			objective	n.
2131	Tsum			tśhapśi			plan	n.
2132	Tsum			tśhaptang			without doing anything	NA
2133	Tsum			tśharpa			fall (rain)	n.
2134	Tsum	UMBRELLA	3105	tśhatri			umbrella	n.
2135	Tsum	GRANDSON	1618	tshawo			grandson	n.
2136	Tsum			tshazo			luck symbol made in mud or soil near or in a kani	n.
2137	Tsum			tshe			life span; age	n.
2138	Tsum			tshe dzang			auspicious moment	n.
2139	Tsum			tshe dzang tikwa			find an auspicious moment	v.
2140	Tsum			tśhea			tooth (canine)	n.
2141	Tsum	SPIT	1440	tshema yurwa, irwa			spit	v.
2142	Tsum	SPIT	1440	tśhema' yurwo			spit	v.
2143	Tsum	BIG	1202	tśhembo			big	adj.
2144	Tsum	PROSTITUTE	1610	tśhemu			prostitute	n.
2145	Tsum			Tshenasa			resting place at the lower end of upper Tsum	n.
2146	Tsum			tshenla			name (hon.)	n.
2147	Tsum	BIG	1202	tśhenmo			big	adj.
2148	Tsum			tshepa tśego			full moon	adj.
2149	Tsum			tshepa tsenga			the last day of the dark fortnight of a lunar month	n.
2150	Tsum			tshepa tshenga			day or night of full moon	n.
2151	Tsum			tśher			fastener	n.
2152	Tsum			tsherang			date	n.
2153	Tsum	THORN	124	tsherma'			thorn	n.
2154	Tsum			Tshermasa			resting place at the lower end of upper Tsum	n.
2155	Tsum			tsherwa			irritate	v.
2156	Tsum			tśhewo			prostitute (male)	n.
2157	Tsum			tshi ḍowa			sprain	v.
2158	Tsum			tśhikya			foreign country	n.
2159	Tsum			tśhikyami			foreigner	n.
2160	Tsum	FAT (ORGANIC SUBSTANCE)	323	tshilu			fat	n.
2161	Tsum	LIVER	1224	tśhimba			liver	n.
2162	Tsum			tshipṭu'			twin	n.
2163	Tsum			tśhiring kinggyap			cap with fur (mainly used during wedding)	n.
2164	Tsum			tshirtu'			for	post.
2165	Tsum	ANKLE	803	tshito'			ankle	n.
2166	Tsum			tsho			lake, pond	n.
2167	Tsum			tsho			settlement	n.
2168	Tsum	COLOR	1613	tshö			colour	n.
2169	Tsum			tśho			traditional mournful song	n.
2170	Tsum	RELIGION	661	tśhö			religion	n.
2171	Tsum			Tsho kye'			Lower Tsum; the old name, referring to eight settlements (also: Uśü)	n.
2172	Tsum			Tsho nga			Upper Tsum; the old name, referring to five settlements (also: Yarwa)	n.
2173	Tsum			tshö tangwa			paint, dye	n.
2174	Tsum			tsho tśhasa			bottom (of river, lake)	n.
