ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script
1069	Lowa			Hthaʈik			 smell of soil	थाटीक
1070	Lowa			Hthap‍ka ʟloŋda			ovenmadeofmudorclay	थाप्का्लोङदा
1071	Lowa	OVEN	1143	Hthap‍kaʟsali			oven	थाप्का्शाली
1072	Lowa			Hthaba			 unit	थाबा
1073	Lowa			Htham‍ba			 quantity	थाम्बा
1074	Lowa			Htharkin			 be free	थारकीि
1075	Lowa			Htharararara			 sound of rain	थारारारारा
1076	Lowa			HthalaHphoi			 full of dirt	थाला्फोई
1077	Lowa			Hthala Hphok‍phok			 rough surface, white with a little dirt	थाला्फोक्फोक
1078	Lowa			Hthalam			dusty road	थालाम
1079	Lowa			Hthaluŋ			 typhoon, windstorm	थालकुङ
1080	Lowa			Hthaluŋ ʟgjuk‍kin			 strong wind full of dust	थालकुङ्ग्यकुक्कीि
1081	Lowa			Hthik Hthik			soundofwaterdrop from leak	थीक्थीक
1082	Lowa	DRIP (FALL IN GLOBULES)	808	Hthik‍kin			 drip	थीक्कीि
1083	Lowa			Hthik‍tsa Hluk‍kin			coverthe leakage	थीक्चा्ॱलकुक्कीि
1084	Lowa	JOIN	1743	Hthygin			 join, add, connect, fasten	थीगीि
1085	Lowa			Hthydzam			 meeting of two roads, crossroad	थीजाम
1086	Lowa			Hthuk‍tu Hlep‍‍kin			 come to visit	थकुक्तकु्ॱलपे ्कीि
1087	Lowa	BEFORE	1882	Hthuk‍te			 till, up to the time of, until, up to	थकुक्ते
1088	Lowa			Hthuŋdzju			 drinking water	थकुङज्यकु
1089	Lowa	LAST (FINAL)	1529	Hthup‍kin			 last, stay, remain	थकुप्कीि
1090	Lowa			Hthyn‍lam			 ability to mix with people	थीन्लाम
1091	Lowa	THICK	1244	Hthup‍koro			 thick, frozen, deep, dense, coarse	￼￼￼थकुप्कोरो
1092	Lowa	THICK	1244	Hthup‍korok			 thick, frozen, deep, dense, coarse	थकुप्कोरोक
1093	Lowa			Hthup‍ly			 thickness	थकुप्ली
1094	Lowa	TURNIP	3062	Hthuluk			 turnip	थकुलकुक
1095	Lowa	THUMB	1781	Htheu			thumb	थउे
1096	Lowa			HthedzumHkjegin			 in confusion	थजे कुम्क्येगीि
1097	Lowa			Htheda			 attractive, fascinating	थदे ा
1098	Lowa	FEEL	1079	Hthep‍kin			 feel, have a	थपे ्कीि
1099	Lowa			Htheba			 steps made of mud or clay	थबे ा
1100	Lowa			Htho			 symbol	थो1
1101	Lowa			Hthok Hpuk‍kin			 cover the roof	थोक्पकुक्कीि
1102	Lowa			Hthok ʟpap‍kin			 be struck lightning strike	थोक्भाप्कीि
1103	Lowa			Hthok‍re			 roof curtain	थोक्रे
1104	Lowa			Hthoŋnaŋ Hthoŋgin			 see illusion	थोङिाङ्थोङगीि
1105	Lowa			Hthoda			 long wooden shaft of a plough	थोदा
1106	Lowa	WIN	866	Hthop‍kin			 win	थोप्कीि
1107	Lowa	OWN	684	Hthop‍taŋ			 own	थोप्ताङ
1108	Lowa	IMMEDIATELY	1963	Hthop‍‍ji			 immediately, instantly	थोप्यी
1109	Lowa	LINE	1048	ʟdak‍ka			 line, form, mark, stripe	दाक्का
1110	Lowa			ʟdadzin			 lunar eclipse	दाजीि
1111	Lowa			ʟdadzuk			 labour in childbirth, pain during childbirth	दाजकुक
1112	Lowa			ʟdadzuk ʟgjap‍kin			 severe pain	दाजकुक्ग्याप्कीि
1113	Lowa			ʟdada			 small flag carried behind the bride	दादा
1114	Lowa			ʟdanak			 unlucky month	दािाक
1115	Lowa			ʟdap‍‍rak			 strong alcohol	￼￼￼दाप्राक
1116	Lowa	AGAIN	204	ʟdap‍‍le			 again, one more, anew, in addition, further, moreover, next, afterwards	दाप्ले
1117	Lowa			ʟdap‍‍le Hkul‍le			 again and again	दाप्ल्े ककुल्ले
1118	Lowa			ʟdamara			 type of small drum narrowing in the middle	दामारा
1119	Lowa			ʟdam‍ŋjok			 muddy	दाम्ङयोक
1120	Lowa	DUCK	1360	ʟdam‍dza			 duck	दाम्जा
1121	Lowa			ʟdam‍da			selected	दाम्दा
1122	Lowa	SHIVER	52	ʟdarkin			 tremble, shiver	दारकीि
1123	Lowa	MONTH	1370	ʟdawa			 month	दािा
1124	Lowa			ʟdawa ʟgjepa			 eighth month	दािा्ग्येपा
1125	Lowa			ʟdawa ʟkuwa			 ninth month	￼￼￼￼दािा्घकुिा
1126	Lowa			ʟdawa Hŋawa			 fifth month	दािा्ॱङािा
1127	Lowa	FEBRUARY	2037	ʟdawa Hŋiwa			 second month	दािा्ॱङीिा
1128	Lowa			ʟdawa Htsjuk‍tsjik‍pa			 eleventh month	दािा्च्यकुक्च्यीक्पा
1129	Lowa			ʟdawa Htsjuŋŋiwa			 twelveth month	दािा्च्यकुङङीिा
1130	Lowa			ʟdawa Htsjuwa			 tenth month	दािा्च्यकुिा
1131	Lowa			ʟdawa ʟʈuk‍pa			 sixth month	दािा्ढकुक्पा
1132	Lowa			ʟdawa ʟtaŋpo			 first month	दािा्धाङपो
1133	Lowa			ʟdawa ʟtyn‍ba			 seventh month	दािा्धीन्बा
1134	Lowa			ʟdawa ʟsjiwa			 fourth month	दािा्श्यीिा
1135	Lowa			ʟdi			 its	दी
1136	Lowa	BULLET	1114	ʟdiu			 bullet	दीउ
1137	Lowa			ʟdik‍ki			s name	दीक्की
1138	Lowa	LOW	721	ʟdik‍dik			 low, short, dwarfish	दीक्दीक
1139	Lowa	HERE	136	ʟdik‍la			 here, this way, hither	￼￼￼दीक्ला
1140	Lowa	BRACELET	1754	ʟdip			 bangle, bracelet	दीप
1141	Lowa	KEY	1472	ʟdimik			 key	दीमीक
1142	Lowa	SPEAR	945	ʟduŋ			 spear, lance, pike, javelin, dart	दङकु
1143	Lowa			ʟduŋa			 meeting hall	दङकु ा
1144	Lowa	QUEEN	1306	ʟduma			 queen	दमकु ा
1145	Lowa	HERE	136	ʟduru			 here, in this place, hither	दरूकु
1146	Lowa	THIS	1214	ʟde			 this, it	दे
1147	Lowa	WALL (OF HOUSE)	933	ʟdem‍ba			 wall	दमे ब् ा
1148	Lowa			ʟdere			 such, of this kind	￼￼￼दरे े
1149	Lowa			ʟdela			 than	दले ा
1150	Lowa			ʟdelo ʟlok‍kin			 be alive again, revive	दले ो्लोक्कीि
1151	Lowa			ʟdoŋmo			ibetan tea blender	दोङमो
1152	Lowa			ʟdoba			 wall measurement	दोबा
1153	Lowa			ʟdøga			 outfit worn by man	दछो़गा
1154	Lowa	PROUD	174	ʟdødzin‍da			 proud, arrogant, egoist	दछो़जीन्दा
1155	Lowa			ʟdødzø			 that much	दछो़जछो़
1156	Lowa	GREEDY	2018	ʟdøba Htsjhe			 greedy, covetous, avaricious, gluttonous, rapacious, stingy	दछो़बा्के
1157	Lowa	GREEDY	2018	ʟdøbatsjhe			 greedy, covetous, avaricious, gluttonous, rapacious, stingy	दछो़बाके
1158	Lowa	SLOWLY	2165	ʟtaːʟtsʝeri			 slowly, gently, carefully, softly, quietly	धाःझ्येरी
1159	Lowa	LONG AGO	373	ʟtakiru			 long ago	धाकीरू
1160	Lowa			ʟtak‍a			 horseshoe	धाकआ्
1161	Lowa			ʟtak‍tsjen			 married person	धाकच् ्येि
1162	Lowa			ʟtak‍dza			 place to trap	धाकज् ा
1163	Lowa	GUARD	1940	ʟtak‍pu ʟgjap‍kin			 secure, guard	धाक्पकु्ग्याप्कीि
1164	Lowa			ʟtak‍mu			ama	धाक्मकु
1165	Lowa			ʟtaŋgara			 shrub used for firewood	धाङगारा
1166	Lowa	PURE	1147	ʟtaŋʈoli			 pure, neat, clean	धाङटोली
1167	Lowa	CLEAN	704	ʟtaŋma			 clean, neat, clear, pure, unadulterated, innocent, frank	धाङमा
1168	Lowa			ʟtaŋju Hpegin			 sediment	धाङयकु्पगे ीि
1169	Lowa			ʟtam‍dak			 rope used to fasten	धाम्दाक
1170	Lowa	THIS YEAR	513	ʟtalo			 this year	धालो
1171	Lowa	FALL	1280	ʟtik			 fall, slip, fail, drop off	धीक
1172	Lowa			ʟtik‍‍dzaŋ			 being, existing, the present, instant	￼￼￼￼धीक्जाङ
1173	Lowa			ʟtik‍dzaŋ			 present, existent, extant, evident, real, manifest	धीक्जाङ
1174	Lowa			ʟtik‍ʈa			 sound of someone running	धीक्टा
1175	Lowa			ʟtik‍ʟtik			 sound of a heart beat	धीक्धीक
1176	Lowa	SIN	2971	ʟtik‍pa			 sin, vice, crime, offence, fault, evil motive, harassment, violence, shock	धीक्पा
1177	Lowa	BUTCHER	2569	ʟtik‍le			 killer, butcher	धीक्ले
1178	Lowa	BASKET	1539	ʟtigu			 basket	धीगकु
1179	Lowa			ʟtiŋi			 pole on which to erect religious flag	धीङी
1180	Lowa	SMOKE (INHALE)	1689	ʟtiba			 smoke	धीबा
1181	Lowa	TODAY	1283	ʟtiriŋ			 today, this day	धीरीङ
1182	Lowa	STATE (POLITICS)	2955	ʟtytsi			 state, condition, circumstances, situation, stage	धीची
1183	Lowa			ʟtytsjen ʟtaŋbo			 start of a celebration	धीच्येि्धाङबो
1184	Lowa	TIME	892	ʟtydzi			 time, occasion, period	धीजी
1185	Lowa			ʟtyʈuk Hkuk‍kin			 turn a herd	￼￼￼￼धीटकुक्ककुक्कीि
1186	Lowa			ʟtyn‍tsju ʟtøŋa			fifth	धीन्च्यकु्धछो़ङा
1187	Lowa	EIGHT	1705	ʟtyn‍tsju ʟtøn‍gjek			eight	धीन्च्यकु्धछो़न्ग्येक
1188	Lowa	TWO	1498	ʟtyn‍tsju ʟtøn‍ŋi			two	धीन्च्यकु्धछो़न्ङी
1189	Lowa	ONE	1493	ʟtyn‍tsju ʟtøn‍tsjik			one	धीन्च्यकु्धछो़न्च्यीक
1190	Lowa	SIX	1703	ʟtyn‍tsju ʟtøn‍ɖuk			six	धीन्च्यकु्धछो़न्डकुक
1191	Lowa	SEVEN	1704	ʟtyn‍tsju ʟtøn‍dyn			seven	धीन्च्यकु्धछो़न्दीि
1192	Lowa	FOUR	1500	ʟtyn‍tsju ʟtøn‍ʟsji			four	￼￼￼धीन्च्यकु्धछो़न्श्यी
1193	Lowa	THREE	492	ʟtyn‍tsju ʟtøn‍sum			three	धीन्च्यकु्धछो़न्सकुम
1194	Lowa			ʟtuk‍kin			smell incense	धकुक्कीि
1195	Lowa	BAD	1292	ʟtuk‍tsjak			 bad, evil, injurious	धकुक्च्याक
1196	Lowa	TORTURE	1952	ʟtuk‍pu Hterkin			 torture	धकुक्पकु्तरे कीि
1197	Lowa			ʟtuŋ			conch shell	धकुङ
1198	Lowa			ʟtuŋgu			 centre beam	धकुङगकु
1199	Lowa			ʟtuŋdzin			 long trumpet	धकुङजीि
1200	Lowa			ʟtuŋdok			 ivory bracelet	धकुङदोक
1201	Lowa	GRIND	1033	ʟtuŋje			 grind	धकुङये
1202	Lowa			ʟtuŋre			 wick	धकुङरे
1203	Lowa			ʟtuŋso			 milk teeth	धकुङसो
1204	Lowa			ʟtudzaŋ			 feast, banquet, festival dinner	धकुजाङ
1205	Lowa			ʟturtsi			 holy water	धकुरची
1206	Lowa			ʟturtsi Hluk‍kin			 provide holy water	धकुरची्ॱलकुक्कीि
1207	Lowa			ʟtuwa			 serious, dying, entangled in calamity	धकुिा
1208	Lowa	THEN	2921	ʟtene			 then	धिे े
1209	Lowa	TOGETHER	2482	ʟtepla			 together, in company	धपे ला
1210	Lowa	HOPE	1092	ʟteba			 confidence, trust, faith, reliance, assurance, credit, hope, belief	￼￼￼धबे ा
1211	Lowa	TRUE	1657	ʟtem‍ba			 true, real, genuine, mould, matrix	धमे ्बा
1212	Lowa			ʟteluŋ			 leisure	धले कुङ
1213	Lowa			ʟtewa			 name of a	धिे ा
1214	Lowa	HEAVEN	1565	ʟtewatsjen			 heaven, paradise, sky, heavens, beautiful place, pleasant site	धिे ाच्येि
1215	Lowa	HEAVEN	1565	ʟtewatsjengi ʟsjiŋ			 heaven, paradise, sky, heavens, beautiful place, pleasant site	धिे ाच्येिगी्श्यीङ
1216	Lowa	ROUND	1395	ʟtok‍tok			 round, globular, spherical, round lump, clod	धोक्तोक
1217	Lowa	DOUBT	1308	ʟtok‍pa Hk‍jegin			doubt,suspect	धोक्पा्क्येगीि
1218	Lowa			ʟtok‍pu			 result, outcome, upshot, sequel, consequence, effect, development, completion	धोक्पकु
1219	Lowa	EASY	686	ʟtok‍waʟte			 easy, simple, comfortable, easily obtainable, easily attained, convenient	धोक्िाधे
1220	Lowa	STONE	857	ʟtogoŋ			 stone, rock, pebble, bit of rock	धोगोङ
1221	Lowa	BEFORE	1882	ʟtoŋ			 before, in front of, forward, formerly	धोङ
1222	Lowa			ʟtoŋɖi			 type of ghost	धोङडी
1223	Lowa	DITCH	2002	ʟtoŋdoŋ			 ditch	धोङदोङ
1224	Lowa	FACE	1560	ʟtoŋri			 face	धोङरी
1225	Lowa	DEEP	1593	ʟtoŋa			 deep, profound, low, intense	धोङा
1226	Lowa	ROUND	1395	ʟtop‍top			 round, globular, spherical, round lump, clod	धोप्तोप
1227	Lowa	LIGHTNING	1654	ʟtortsi			 lightning, thunder, thunderbolt, cement	धोरची
1228	Lowa			ʟtoraŋ			 tower of stone	धोराङ
1229	Lowa			ʟtorokʟtorok			s feet	धोरोकधोरोक
1230	Lowa			ʟtoropʟtorop			 sound made by boot	धोरोप्धोरोप
1231	Lowa			ʟtolok			 double	धोलोक
1232	Lowa			ʟtøn			 duty	धछो़ि
1233	Lowa			ʟtøn ʟɖubasjok			 good wishes	धछो़ि्डकुबास्योक
1234	Lowa	CAUSE	860	ʟtøn‍dak			 cause, reason, purpose	धछो़न्दाक
1235	Lowa			ʟtøn‍dak ʟsjem‍ma			 another reason	धछो़न्दाक्श्येम्मा
1236	Lowa			ʟtørø			 later in the afternoon or evening, in future	धछो़रछो़
1237	Lowa	DARKNESS	11	ʟnak‍thiŋi			 blackness, darkness, black, dark	िाक्थीङी
1238	Lowa	DARKNESS	11	ʟnak‍ʟtiŋi			 darkness, ignorance	िाक्धीङी
1239	Lowa			ʟnak‍ʟturi			 in temper	िाक्धकुरी
1240	Lowa	BLACKBOARD	3084	ʟnak‍paŋ			 blackboard	िाक्पाङ
1241	Lowa			ʟnaŋ ʟsiŋgin			 run household	िाङ्शीङगीि
1242	Lowa	CLEVER	1310	ʟnaŋgu ʟnøn‍da			 clever, sly, artful, active, able	￼￼￼￼िाङगकु्िछो़न्दा
1243	Lowa	TROUSERS	809	ʟnaŋdzam			 trousers	िाङजाम
1244	Lowa			ʟnaŋdzo			 domestic	िाङजो
1245	Lowa	IN	1460	ʟnaŋdu			 in, inside, within, into	िाङदकु
1246	Lowa			ʟnadza Hkhep‍kin			 viral attack	िाजा्खपे ्कीि
1247	Lowa			ʟnadzo Hsosa			 aged	िाजो्सोसा
1248	Lowa			ʟnamaː			 at any time, ever	िामाः
1249	Lowa			ʟnamasete			 bowing down, greeting, compliment, respectful salutation	िामासते े
1250	Lowa	WEATHER	952	ʟnam‍la			 weather, season, appropriate time	िाम्ला
1251	Lowa			ʟnaru Htsjuk‍kin			 get sick	िारू्च्यकुक्कीि
1252	Lowa			ʟnaro			 friends	िारो
1253	Lowa			ʟnima			s name	िीमा
1254	Lowa	TOP	1753	ʟnut‍tok			 top, tip, nipple	िकुतत् ोक
1255	Lowa	WEST	1817	ʟnup			 west	िकुप
1256	Lowa			ʟnup‍‍re			 western people	िकुप्रे
1257	Lowa	YOUNGER SISTER	1761	ʟnumu			 younger sister	िकुमकु
1258	Lowa	BARLEY	932	ʟne			 barley	िे
1259	Lowa			ʟnek			 placenta and foetal membrane discharged from the womb after childbirth	िके
1260	Lowa	PARROT	882	ʟnedzo			 parrot	िजे ो
1261	Lowa			ʟnedzok			oathay	िजे ोक
1262	Lowa			ʟneʈe			 patient, sick person	िटे े
1263	Lowa			ʟnepali Hsju			epali traditional paper	िपे ाली्स्यकु
1264	Lowa	MISTAKE	1293	ʟnoʈu			 mistake, error, omission, fault, offence, crime, fault, negligence	िोटकु
1265	Lowa			ʟnoʈu ʟtsʝuŋgin			mistaken	िोटकु्झ्यकुङगीि
1266	Lowa			nomʌdaŋʌ‌			 wearing clothes	नबन्एकर wasted, ruined, damaged िोमदाङ्
1267	Lowa			Hnaː dzoba			 variety	ॱिाः्जोबा
1268	Lowa	INK	2643	Hnak‍tsa			 ink	ॱिाक्चा
1269	Lowa	SMALL	1246	Hnak‍luŋ			 twig, small	ॱिाक्लकुङ
1270	Lowa	MAP	2625	Hnak‍sa			 map, chart, picture, portrait	ॱिाक्सा
1271	Lowa			Hna ʟnjek‍kin			 facial expression of disagreement	ॱिा्ङयेक्कीि
1272	Lowa			Hna Htsjegin			 be insulted	ॱिा्च्येगीि
1273	Lowa			Hna Htuŋa			 wrathful, infuriated, prone to anger	ॱिा्तकुङा
1274	Lowa	SMELL	2124	Hna Hnum‍gin			 smell	ॱिा्ॱिकुम्गीि
1275	Lowa			Hnaŋgaŋ			 last day of a dark fortnight of a lunar month	ॱिाङगाङ
1276	Lowa	NOTICE (SOMETHING)	2893	Hnaŋba			 attention, notice, consideration, thought, contemplation, meditation, reflection	ॱिाङबा
1277	Lowa			Hnaŋma			 like a divider in a field to store water	ॱिाङमा
1278	Lowa			Hnaŋma Hrugin			 level surface of a field with a toothed tool	ॱिाङमा्ॱरूगीि
1279	Lowa			Hnadzju			 thin mucuos	￼￼￼￼ॱिाज्यकु
1280	Lowa			Hnaʈak			 blood from the nose	ॱिाटाक
1281	Lowa			Hnaʈu Hnjeŋja			developed	ॱिाटकु्ॱङयेङया
1282	Lowa			Hnatak			 nose halter	ॱिाताक
1283	Lowa			Hnadaŋ			 saying, statement	ॱिादाङ
1284	Lowa	NASAL MUCUS (SNOT)	208	Hnap			 mucous, discharge from the nose, snot	ॱिाप
1285	Lowa			Hnap‍tseʟsjop‍tse			 slander, bad name or character, disrepute, dishonour	ॱिाप्चशे योप्चे
1286	Lowa	HANDKERCHIEF	1020	Hnap‍tsjy			 handkerchief	ॱिाप्च्यी
1287	Lowa	SIZE (OF OBJECT)	2845	Hnabaʟs‍‍jiba			 measurement, work of measuring, standard, size	￼￼￼ॱिाबाश्यीबा
1288	Lowa	SPACE (AVAILABLE)	3006	Hnam			 space, sky	ॱिाम
1289	Lowa			Hnam Hkhorkin			 appearing in a cloud	ॱिाम्खोरकीि
1290	Lowa			Hnam ʟgjegin			 disappearing cloud	ॱिाम्ग्येगीि
1291	Lowa	MARRY	203	Hnama ʟlen‍gin			 marry	ॱिामा्लने ्गीि
1292	Lowa			Hnam‍gjal			ustang	ॱिाम्ग्याल
1293	Lowa			Hnam‍ɖu			 aeroplane, aircraft	ॱिाम्डकु
1294	Lowa			Hnam‍ɖu giraŋ			 airport	￼￼￼￼ॱिाम्डकु्गीराङ
1295	Lowa			Hnam‍ɖu Hthaŋga			 airfield, airport	ॱिाम्डकु्थाङगा
1296	Lowa			Hnam‍ji			 lintel	ॱिाम्यी
1297	Lowa	WEATHER	952	Hnam‍sji			 weather, season, appropriate time	ॱिाम्स्यी
1298	Lowa			Hnam‍sji ʟtsʝegin			 change in weather	ॱिाम्स्यी्झ्येगीि
1299	Lowa	LOVELY	2233	Hnawa ʟte			 pleasant, pleasing, charming, lovely, most beautiful	ॱिािा्धे
1300	Lowa	SQUEEZE	1414	Hnuk‍kin			 squeeze, wring, press	ॱिकुक्कीि
1301	Lowa			Hnut‍tsa			 pot to store tobacco in	￼￼ॱिकुच्चा
1302	Lowa	SMELL	2124	Hnum‍gin			 smell	ॱिकुम्गीि
1303	Lowa			Hnuruk			 pot to store tobacco in	ॱिकुरूक
1304	Lowa	EXPERIENCED	2218	Hnek Hthija			 experienced, sensitive, perceptive	ॱिके ्थीया
1305	Lowa			Hnek‍kin			 be scared	ॱिके ्कीि
1306	Lowa	IMPORTANT	1285	Hnek‍tsha			 much needed, important, significant	ॱिके ्छा
1307	Lowa	NECESSARY	1030	Hnek‍sa			 necessary, indispensable, requisite, essential	ॱिके ्सा
1308	Lowa			HnegaHtsjhe			 importance	ॱिगे ा्के
1309	Lowa	TOMORROW	1329	Hneʈu			 tomorrow	ॱिटे कु
1310	Lowa	SPRING (OF WATER)	849	Hnedaŋ			 mine, quarry, source, treasury	ॱिदे ाङ
1311	Lowa	FEEL	1079	Hnøgin			 feel, realise	ॱिछो़गीि
1312	Lowa			Hnødok			 attracted towards negative	ॱिछो़दोक
1313	Lowa	HUNT	1435	Hnøba ʟsjuk‍kin			hunt	ॱिछो़बा्श्यकुक्कीि
1314	Lowa			Hnøru Htsjuk‍kin			 let freeze	ॱिछो़रू्च्यकुक्कीि
1315	Lowa			Hpa Htup‍kin			 cut vegetables	पा्तकुप्कीि
1316	Lowa	SKIN	763	Hpau			 skin, leather, bark of tree	पाउ
1317	Lowa			Hpau Hŋigin			 make skin smooth	पाउ्ॱङीगीि
1318	Lowa			Hpau ʟnadza			 measles	पाउ्िाजा
1319	Lowa			Hpau Hpigin			 tear the skin	पाउ्पीगीि
1320	Lowa			Hpak‍u			 sheepskin	पाक्उ
1321	Lowa	PLAIN	652	Hpaŋthiba			 plain	पाङथीबा
1322	Lowa			Hpaŋden			ibetan apron	पाङदिे
1323	Lowa	SHUTTLE	543	Hpaŋji			 shuttle	पाङयी
1324	Lowa			Hpat‍ti			 small copper plate	पात्ती
1325	Lowa			Hpade‍pa			 conceit, arrogant, egoist	पाद्पे ा
1326	Lowa			Hpadepa			 baseless, insignificant, unbelievable, voracious, insatiable	पादपे ा
1327	Lowa	PICTURE	2401	Hpar			 photo, picture, painting, portrait	पार
1328	Lowa	VEGETABLES	924	Hpalak			 vegetables	पालाक
1329	Lowa			Hpaletseʟʈuk			 hexagram	पालचे ढे कुक
1330	Lowa			Hpigam			 cupboard, type of wooden box	पीगाम
1331	Lowa			Hpigin			 eradicate, exterminate, uproot, tear up by the roots	￼￼￼￼पीगीि
1332	Lowa			Hpigu			 leather bag for keeping flour	पीगकु
1333	Lowa	BLADDER	1746	Hpidik‍ma			 bladder	पीदीक्मा
1334	Lowa			Hpima			operative, partnership, joint venture or concern	पीमा
1335	Lowa	PAINTBRUSH	3094	Hpir			 paintbrush	पीर
1336	Lowa	CORNER	192	Hpuk‍pu			 corner	पकुक्पकु
1337	Lowa			Hpuk‍mu dok			 ash colour	पकुक्मकु्दोक
1338	Lowa			Hput‍tsak			 filter	पकुच्चाक
1339	Lowa	CORNER	192	Hpudzu			 corner	पकुजकु
1340	Lowa	READ	724	HpedzaHsigin			 read, study, recite	￼￼￼￼￼￼पजे ा्सीगीि
1341	Lowa			Hpen‍dza			hundredth of one rupee	पने ्जा
1342	Lowa			Hpema			s name	पमे ा
1343	Lowa			Hpere			 cloth used for wrapping a book	परे े
1344	Lowa	POND	2035	Hpok‍ra			 pond, tank, puddle	पोक्रा
1345	Lowa			Hpø			 incense	पछो़
1346	Lowa	KING	1508	Hpøm‍bu			 king, monarch, sovereign	पछो़म्बकु
1347	Lowa			Hphak			 domesticated pig	￼￼￼￼￼￼￼￼￼￼फाक
1348	Lowa			Hphaŋ			 device to spin the woollen thread	फाङ
1349	Lowa			Hphataphata			 sound of a flag fluttering	फाताफाता
1350	Lowa			Hphak‍ŋi			 feast organized by friends during a specific time	फाक्ङी
1351	Lowa			Hphaktshaŋ			 pigsty	फाकछाङ
1352	Lowa			Hphak‍ʈin			 two mana capacity pot	फाक्टीि
1353	Lowa	TASTELESS	1771	Hphak‍pak			 tasteless, insipid, vapid	फाक्पाक
1354	Lowa	YEAST	967	Hphap			 yeast, plant of	￼￼￼फाप
1355	Lowa			Hphap Hregin			 add yeast to	फाप्ॱरेगीि
1356	Lowa	ORPHAN	1149	Hphama ʟmegin			 orphan	फामा्मगे ीि
1357	Lowa			Hphalapholi			looselump	फालाफोली
1358	Lowa	OUTSIDE	762	Hphi			 outside, out, outwards, away, abroad, outside, separate, different	फी
1359	Lowa	DUST	2	Hphiu			dust,dirt,powder, flour	फीउ
1360	Lowa	DUST	2	Hphik‍ra			dust,dirt, powder, flour	फीक्रा
1361	Lowa			Hphirida			s contribution	फीरीदा
1362	Lowa			Hphyk Hpugin			 act of offering the first grain to a god	फी़क्पकुगीि
1363	Lowa			Hphygin			 be stiff with cold, be paralyzed	फी़गीि
1364	Lowa	NEST	539	Hphyguŋ			 nest	फी़गकुङ
1365	Lowa	BALLOON	3083	Hphuk‍ka			 balloon	फकुक्का
1366	Lowa			Hphuŋbu Htøn‍gin			 take corpse out for cremation	फकुङबकु्तछो़न्गीि
1367	Lowa	RAT	1490	Hphudzi			 rat	फकुजी
1368	Lowa	FOOT	1301	Hphuʈ			 foot	फकुट
1369	Lowa	CAULIFLOWER	2843	Hphul‍gobi			 cauliflower	￼￼￼फकुल्गोबी
1370	Lowa			Hphe Hrem‍bi			 flour made of parched wheat and pea	फे ्ॱरेम्बी
1371	Lowa			Hpheː			 marmot	फेः
1372	Lowa			Hphetsjhe			 greater part, majority	फे क्के
1373	Lowa			Hphekja			 father and brothers	फे क्या
1374	Lowa			Hphekji			 woollen sack	फे क्यी
1375	Lowa	PIECE	594	Hphetsjak			 piece, part, portion, slice	फे च्याक
1376	Lowa	HALF	816	Hphetsjak‍pa			 half	फे च्याक्पा
1377	Lowa			Hphedzin			 porridge	￼￼￼￼फे जीि
1378	Lowa			Hphemu			 northern	फे मकु
1379	Lowa	NOISE	1182	Hphera Htsjhe			 uproar, noise	फे रा्के
1380	Lowa			Hpheratsha			 make a noise	फे राछा
1381	Lowa			Hpheri			smellof flour	फेरी
1382	Lowa	BUTTERFLY	1791	Hphelema			 butterfly, doll, puppet, marionette, pupil of the eye	फे लमे ा
1383	Lowa			Hphokøda			 angry man	फोकछो़दा
1384	Lowa	GLUTTON	533	Hphoktsaŋa			 glutton	फोकचाङा
1385	Lowa	FEEL	1079	Hphok‍wa Htok‍kin			behungry,feel	फोक्िा्तोक्कीि
1386	Lowa			Hphok‍waki ʟnadza			 stomach illness	फोक्िाकी्िाजा
1387	Lowa			Hphok‍wala Htsuk‍kin			 press in stomach	￼￼￼￼फोक्िाला्चकुक्कीि
1388	Lowa			Hphodzok			s name	फोजोक
1389	Lowa			Hphoʈoʟgjap‍tsa			 studio	फोटो्ग्याप्चा
1390	Lowa	TELEPHONE	1379	Hphon			 telephone	फोि
1391	Lowa			Hphoroŋa			 bachelor	फोरोङा
1392	Lowa			Hpholok ʟmolok			 third gender	फोलोक्मोलोक
1393	Lowa			Hphø‍k‍kin			 be tired of	फछो़्कक् ीि
1394	Lowa			Hphøgin			 be promoted	￼￼￼￼फछो़गीि
1395	Lowa			Hphøn Hthok‍kin			 be useful	फछो़ि्थोक्कीि
1396	Lowa			Hphøn Hthok‍wa			 useful, fruitful	फछो़ि्थोक्िा
1397	Lowa	HOPE	1092	ʟba			 confidence, trust, faith, credence, reliance, assurance, credit, hope, belief	￼￼￼￼￼￼￼￼￼￼बा
1398	Lowa	BURN	2102	ʟbak‍kin			 burn, kindle, light	बाक्कीि
1399	Lowa			ʟbak‍tsa Hsjosja			 of	बाक्चा्स्योस्या
1400	Lowa	BOX	1465	ʟbak‍sa			 box	बाक्सा
1401	Lowa			ʟbagulo			 type of mushroom found in high land	बागकुलो
1402	Lowa			ʟbaŋma			juicy part	बाङमा
1403	Lowa			ʟbaŋa baŋa			 sound made by cows	बाङा्बाङा
1404	Lowa	SALIVA	1503	ʟbadzu			 saliva	बाजकु
1405	Lowa	SOYA BEAN	2028	ʟbaʈa			 soya bean	बाटा
1406	Lowa			ʟbaʈuliŋ			utwal	बाटकुलीङ
1407	Lowa	LAMP	625	ʟbat‍ti			 lamp	बात्ती
1408	Lowa			ʟbadam			 almond	बादाम
