ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script1	script2	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
1709	Gyalsumdo			̀mitho			generation	मिथो	पुस्ता	n		???	
1710	Gyalsumdo			mibu			a tiny flying insect, annoying because it tends to aim for the eyes	मिबु	आँखामा पस्‍न आउने किरा	n		???	
1711	Gyalsumdo	PEOPLE	789	̀mimaŋ			people	मिमाङ्	जनता	n	789	PEOPLE	2
1712	Gyalsumdo			̀mimaŋ jokpu			social worker	मिमाङ् योक्पु	समाजसेवी	n		???	
1713	Gyalsumdo	WORK (LABOUR)	984	̀mila			labour	मिला	खेताला	n	984	WORK (LABOUR)	2
1715	Gyalsumdo	CITIZEN	1032	̀miser			citizen	मिसेर्	नागरिक	n	1032	CITIZEN	2
1716	Gyalsumdo	BITE	1403	muke			to bite	मुके	टोक्‍नु	v	1403	BITE	1
1718	Gyalsumdo	CLOUD	1489	mukpa			cloud	मुक्पा	बादल, कुहिरो	n	1489	CLOUD	2
1719	Gyalsumdo	PUBIC HAIR	36	muksi			pubic hair	मुक्सि	जाँठा	n	36	PUBIC HAIR	2
1720	Gyalsumdo			̀muḍa ʃhøke			to cut into pieces	मुडा श्होके	गिँड्नु	v		???	
1722	Gyalsumdo			murke			to massage	मुर्के	मालिस गर्नु	v	3119	MASSAGE (SOMEBODY)	3
1723	Gyalsumdo			murdza			brow of the head, temple of the human head	मुर्जा	कन्चट	n		???	
1724	Gyalsumdo			murmur ghjapke			to stroke gently	मुर्मुर् घ्याप्के	सुम्सुम्याउनु	v		???	
1725	Gyalsumdo	PLOUGH	1921	møke			to plough	मूके	जोत्‍नु	v	1921	PLOUGH	1
1726	Gyalsumdo			møpa			faith, belief	मूपा	आस्था	n		???	
1727	Gyalsumdo	FIRE	221	̀me			fire	मे	आगो	n	221	FIRE	2
1728	Gyalsumdo			̀me phuike			to blow on or stoke a fire	मे फुइके	आगो फुक्‍नु	v		???	
1729	Gyalsumdo			̀meke			unrealized, not yet happening	मेके	नभएको	adj		???	
1730	Gyalsumdo			̀mekoke			to not understand	मेकोके	नबुझ्ने	v		???	
1731	Gyalsumdo			̀meŋkal			fire brand	मेङ्काल्	अगुल्टो	n		???	
1732	Gyalsumdo			meta			rope which is used to tie the saddle at the back of the horse under the tail	मेता	[घोडाको पुच्छरमा अड्काउने डोरी (पुच्छरमा अड्काउने डोरी)	n		???	
1733	Gyalsumdo			̀metaŋ			resinous wood chips	मेताङ्	दियालो	n		???	
1734	Gyalsumdo			̀metaŋ pərsa			pot to light fire	मेताङ पर्सा	दियालो बाल्ने भाँडो	n		???	
1735	Gyalsumdo	MEDICINE	1372	men			medicine	मेन्	औषधी	n	1372	MEDICINE	2
1738	Gyalsumdo			mentʃu			natural hot spring	मेन्च्यु	तातो पानी	n		???	
1739	Gyalsumdo			mentʃø			treatment	मेन्च्यू	उपचार	n		???	
1740	Gyalsumdo			̀mendze			scab, flake of skin	मेन्जे	खाटा	n	2664	SCAB	4
1741	Gyalsumdo			mendze			scar or blemish on the skin	मेन्जे	खत	n	497	SCAR	4
1742	Gyalsumdo	GUN	1566	̀menta			gun	मेन्ता	बन्दुक [मेन्ता]	n	1566	GUN	2
1743	Gyalsumdo			̀menta gjapke			to shoot a gun	मेन्ता घ्याप्के	बन्दुक पड्काउनु	v		???	
1744	Gyalsumdo	CUCKOO	2934	̀mento aŋba			cuckoo	मेन्दो आङ्बा	कोपिला	n	2934	CUCKOO	2
1745	Gyalsumdo			mento ṭhaŋa			garland of flowers	मेन्तो ठाङा	फूलको माला	n		???	
1746	Gyalsumdo	FLOWER	239	̀mendo			flower	मेन्दो	फूल	n	239	FLOWER	2
1747	Gyalsumdo			menna			various kinds of medicine	मेन्‍ना	थरिथरिका औषधी	n		???	
1748	Gyalsumdo			̀meme			incest	मेमे	हाडनाता (आमा तर्फ)	n		???	
1749	Gyalsumdo	GRANDFATHER	1383	memeki			grandfather	मेमेकि	हजुरबुवा	n. kin	1383	GRANDFATHER	2
1751	Gyalsumdo			meləpul			cremetion of body	मुल्पुल्	आगोमा जलाएर अन्त्यष्टि गरिने तरिका	n		???	
1752	Gyalsumdo	LAZY	1564	melaŋke			lazy	मेलाङ्के	अल्छी	adj	1564	LAZY	2
1753	Gyalsumdo	SPARK	518	̀melo			spark	मेलो	फिलिङगो	n	518	SPARK	2
1754	Gyalsumdo	MIRROR	1171	meloŋ			mirror	मेलोङ्	ऐना	n	1171	MIRROR	2
1755	Gyalsumdo			mesalke			dimly lit	मेसाल्के	मधुरो घाम लाग्‍नु	adj		???	
1756	Gyalsumdo			̀mese			to extinguish, to blow out	मेसे	निभाउनु	v	127	EXTINGUISH	3
1757	Gyalsumdo			meʃeke			to not understand	मेशेके	नजान्‍नु	v		???	
1759	Gyalsumdo			mo tsheke			to be shy	मो छेके	शरम लाग्‍नु	v	487	SHY	4
1760	Gyalsumdo			mo nakbu			to be in despair	मो नाक्बु	अँध्यारो मुख लगाउनु	v		???	
1761	Gyalsumdo	HEN	1514	moeke			hen	मोएके	पोथी	n	1514	HEN	2
1762	Gyalsumdo	PLOUGH	1921	moke			to plough	मोके	जोत्‍नु	v	1921	PLOUGH	1
1763	Gyalsumdo			moŋmo			dumpling (food)	मोङ्‍मो	मम	n		???	
1764	Gyalsumdo	WIDOW	1756	̀moraŋma			widow	मोराङ्	विधवा, अविवाहित महिला [मोराङ्]	n	1756	WIDOW	2
1765	Gyalsumdo			morku ̀mendo			kind of flower that blooms on the ground	मोर्कु मेन्दो	भूईंमा फूल्ने फूल	n		???	
1766	Gyalsumdo	COW	1007	molaŋ			cow	मोलाङ्	गाई	n	1007	COW	2
1767	Gyalsumdo			molam			blessing	मोलाम्	आशीर्वाद	n		???	
1768	Gyalsumdo	PRAY	24	molam tapke			to pray	मोलाम् ताप्	प्रार्थना गर्नु	v	24	PRAY	1
1769	Gyalsumdo			moser			girl who has her first sexual intercourse	मोसेर्	पहिलो पटक यौन सम्पर्कको अनुभव हुने (केटी)	n		???	
1770	Gyalsumdo	HEN	1514	mjə			hen	म्य	पोथी	n	1514	HEN	2
1771	Gyalsumdo	MOLE	1907	̀mja			mole	म्या	कोठी	n	1907	MOLE	4
1772	Gyalsumdo			mjau			cat's meow or purr (< Nep , Eng )	म्याउ	म्याउ	n		???	
1773	Gyalsumdo	MALE YAK	2478	jakpoa			male yak	याक्पोआ	याकको साँढे	n	2478	MALE YAK	2
1774	Gyalsumdo	GOOD	1035	̀jakbu			good	याक्बु	राम्रो	adj	1035	GOOD	2
1775	Gyalsumdo			̀jakʃa			meat of yak	याक्शा	याकको मासु	n		???	
1776	Gyalsumdo			̀jakʃi			tickling, tingling	याक्शि	काउकुती	n		???	
1777	Gyalsumdo			̀jakʃi kulke			to tickle, to tingle	ज्‍याशि कुल्के	काउकुती लगाउनु	v		???	
1778	Gyalsumdo			̀jaŋ			good luck, lucky or good sign	याङ्	लछ्छीन	n	720	GOOD LUCK	4
1779	Gyalsumdo			̀jaŋtiraŋ			extremely	याङ्तिराङ्	साह्रै	adv		???	
1780	Gyalsumdo	OTHER	197	jaŋdaŋ			other	याङ्दाङ्	अन्य, अरू	n	197	OTHER	2
1781	Gyalsumdo	HOW MUCH	531	̀jaŋdi			much	याङ्दि	धेरै	adj.quant	531	HOW MUCH	2
1782	Gyalsumdo			̀jaŋdi tʃhambu			intimate	याङ्दि छाम्बु	घनिष्ट	adj		???	
1783	Gyalsumdo	GOOD	1035	̀jaŋdi jabu			better	याङ्दि याबु	भन्दा राम्रो	adj	1035	GOOD	2
1784	Gyalsumdo	LIGHT (WEIGHT)	1052	̀jaŋmu			lightweight	याङ्मु	हलुका	adj	1052	LIGHT (WEIGHT)	2
1786	Gyalsumdo			̀janṭo ̀manṭo			coming and going	यान्टो मान्टो	आवतजावत	n		???	
1787	Gyalsumdo			̀jaba			group of people in the Gyalsumdo community who beg by singing, visiting villages	याबा	गाउँदै माग्दै गर्ने ग्याल्सुम्दो जाति भित्रको एउटा समूह	n		???	
1788	Gyalsumdo	WELL	954	̀jabu dʒhedi			well	याबु झ्येदी	राम्रो गरेर	adv	954	WELL	2
1789	Gyalsumdo	WELL	954	̀jaburaŋ			well	याबुराङ	राम्ररी	adj	954	WELL	2
1790	Gyalsumdo			̀jampu			Kathmandu	याम्पु	काठमाडौं	n.prop		???	
1791	Gyalsumdo			̀jambu miser			Nepalese citizen	याम्बु मिसेर्	नेपाली नागरिक	n		???	
1792	Gyalsumdo			̀jarəp			gentleman	यारप्	भलादमी	n		???	
1793	Gyalsumdo			̀jarap			quality, good habit, good behaviour	याराप्	गुण, राम्रो बानी ब्यबाहार	n		???	
1794	Gyalsumdo			̀jarke			to flourish, to be prosperous	यार्के	सप्रनु, विकास हुनु	v		???	
1795	Gyalsumdo			̀jartsa gumpu			caterpillar fungus that is economically important in the region; harvested for its medicinal qualities	यार्चा गुम्पु	यार्सा गुम्बा	n		???	
1796	Gyalsumdo	YAWN	1028	jal ghjapke			to yawn	याल् घ्याप्तु	हाइ गर्नु	v	1028	YAWN	1
1797	Gyalsumdo	SEPARATE	1359	̀jawa peke			to separate	यावा पे	छुट्याउनु	v	1359	SEPARATE	1
1798	Gyalsumdo	THROW	1456	̀jukke			to throw	युक्‍के	फ्याक्‍नु	v	1456	THROW	1
1799	Gyalsumdo			̀juŋtʃhəp			water offered to God	युङ्छप्	भगवानलाई चढाउने पानी	n		???	
1800	Gyalsumdo			juntʃhap			holy water	युन्छ्याप्	पवित्र पानी	n		???	
1802	Gyalsumdo	FOR A LONG TIME	418	̀juriŋpu			for a long time	युरिङ्पु	लामो समयको लागि	adv	418	FOR A LONG TIME	2
1803	Gyalsumdo			̀jurma			weeds	युर्मा	झारपात	n		???	
1804	Gyalsumdo			̀jurma ̀jurke			to weed	युर्मा युर्के	झार गोड्नु	v		???	
1805	Gyalsumdo			̀jul			village, society	युल्	गाउँ, समाज	n	930	VILLAGE	4
1806	Gyalsumdo	RIDDLE	2970	̀jul ghøke			riddle	युल घूके	[गाउँ खाने कथा]	n	2970	RIDDLE	4
1807	Gyalsumdo	NEIGHBOUR	1332	̀julmi khimtse			neighbour	युल्मि खिम्चे	छिमेकी, गाउँले	n	1332	NEIGHBOUR	4
1808	Gyalsumdo	HANDLE	1254	juwa			handle	युवा	बिँड	n	1254	HANDLE	2
1810	Gyalsumdo	BECOME	1990	̀jøke			to become	यूके	भएको	v	1990	BECOME	1
1811	Gyalsumdo			jøke			to twist rope	यूके	डोरी बाट्नु	v		???	
1812	Gyalsumdo	LEFT HANDED	2825	̀jønlak			left-handed	यून्लाक्	देब्रे हात चलाउने	adv.loc	2825	LEFT HANDED	2
1815	Gyalsumdo	ITCH	148	̀jeke			to itch	येके	चिलाउनु	v	148	ITCH	1
1817	Gyalsumdo			̀jerka			mark on the forehead given on a religious occasion	येर्का	टिका	n		???	
1818	Gyalsumdo			jerma			wrinkles	येर्मा	चाउरी	n	2294	WRINKLE	4
1819	Gyalsumdo	BRANCH	1531	̀jelka			branch	येल्का	हाँगा	n	1531	BRANCH	2
1820	Gyalsumdo	SERVANT	255	jokpu			servant	योक्पु	नोकर	n	255	SERVANT	2
1821	Gyalsumdo	COME	1446	̀joŋke			to come	योङ्के	आउनु	v	1446	COME	1
1822	Gyalsumdo			jop			stirrups	योप्	घोडामा मान्छेको खुट्टा अड्काउने चिज	n		???	
1823	Gyalsumdo	VERY	1311	̀jomla			very	योल्मा	सँगै	adv	1311	VERY	2
1824	Gyalsumdo			jortoŋ			horse festival	योर्तोङ्	घोडेजात्रा	n		???	
1825	Gyalsumdo			̀jolke			to winnow, to fan	योल्के	निफन्‍नु	v	2462	WINNOWING	3
1827	Gyalsumdo	MALE GOAT	2475	rə bhukja			male goat	रभुक्‍या	बोका	n	264	HE-GOAT	2
1828	Gyalsumdo			rəmar			ghee from goat milk	रमार्	बाख्राको घिउ	n		???	
1829	Gyalsumdo			rəla			skin of a goat	रला	बाख्राको छाला	n		???	
1831	Gyalsumdo			rəʃa			meat of a goat	रशा	बाख्राको मासु]	n		???	
1832	Gyalsumdo			rəhər			playfulness	रहर	सोख [रहर	n		???	
1833	Gyalsumdo			rak			brass	राक्	पित्तल	n		???	
1834	Gyalsumdo			rake			to touch, to feel	राके	छुनु	v	1892	TOUCH	3
1835	Gyalsumdo			rakpa			the rope or band passed round the forehead of a person, supporting a load carried on the back	राक्पा	नाम्लो	n	1218	ROPE	3
1836	Gyalsumdo			rakjo			horns or antlers	राक्यो	सिङ	n	1393	HORN (ANATOMY)	4
1837	Gyalsumdo			raŋgjul			belonging to one's own country, native	राङ्ग्युल्	स्वदेशी	adj		???	
1838	Gyalsumdo			raŋdøn			selfish	राङ्दून्	स्वार्थी	adj		???	
1839	Gyalsumdo	OTHER	197	raŋsa			other	राङ्सा	अन्य	n	197	OTHER	2
1840	Gyalsumdo			raŋʃo tʃeke			to immolate	राङ्शो च्येके	आत्मदाह गर्नु	v		???	
1841	Gyalsumdo	FEMALE GOAT	2476	rama			female goat	रामा	बाख्री	n	2476	FEMALE GOAT	2
1842	Gyalsumdo			rajaŋ			bangles made of gold or silver	रायाङ्	बाला (सुन चाँदीका)	n	759	SILVER	4
1843	Gyalsumdo			ri			upper parts of a furrow	रि	बारी वा खेत जोत्दा (सियोको) उठेको भाग	n		???	
1844	Gyalsumdo			riu			young goat	रिउ	बाख्राको पाठा, पाठी	n		???	
1845	Gyalsumdo	FOREST	420	rika			forest	रिका	जङ्गल	n	420	FOREST	2
1846	Gyalsumdo			rikpa			knowledge	रिक्पा	बुध्दि	n		???	
1847	Gyalsumdo			rigə tʃemu			wild hen	रिग च्येमु	बन कुखुरा	n		???	
1848	Gyalsumdo			riga khudu			wild bee	रिगा खुदु	वन मौरी	n		???	
1849	Gyalsumdo			riga thukṭo			picnic	रिगा थुक्टो	बनभोज	n		???	
1850	Gyalsumdo			ritaʃa			meat of deer	रिताशा	मृगको मासु	n		???	
1852	Gyalsumdo	LINE	1048	rimu			line	रिमु	रेखा	n	1048	LINE	2
1853	Gyalsumdo			rilma			defecation of a goat	रिल्मा	जुतो (बाख्राको गोबर)	n		???	
1854	Gyalsumdo			rʏ			landslide	री	पहिरो	n		???	
1856	Gyalsumdo			rulke			to rot	रुल्के	[कुहिनु, सड्नु	v	2907	ROT	1
1857	Gyalsumdo			reke			to encircle, to surround	रेके	आसा गर्नु, भर पर्नु	v		???	
1858	Gyalsumdo			reksel			metal-like substance appearing when a lama's body is cremeated	रेक्सेल्	[लामाको शरीरको दहन गरिसके पछि झैँ निस्कने धातु जस्तै चिज	n		???	
1859	Gyalsumdo	SOMETIMES	1544	reŋka			sometimes	रेङ्का	कहिलेकाँही	adv.temp	1544	SOMETIMES	2
1860	Gyalsumdo			rena			strip, shred (cloth, paper) used on a religious occasion	रेना	धजा	n		???	
1861	Gyalsumdo			repõ			mangoose	रेपोँ	न्याउरी मुसा	n		???	
1862	Gyalsumdo			rere			nepal pepper prickly ash, a kind of spice	रेरे	टिमुर	n		???	
1865	Gyalsumdo	SHAWL	2771	resen			shawl	रेसेन्	खास्टो	n	2771	SHAWL	4
1867	Gyalsumdo	FRIEND	1325	ro			friend	रो	साथी	n	1325	FRIEND	2
1868	Gyalsumdo			ro			help, assistance	रो	सहयोग	n	1897	HELP	4
1869	Gyalsumdo			rogø			shroud, cloth for covering a dead body	रोगू	कात्रो	n		???	
1870	Gyalsumdo			rogø			shroud	रोगू	कात्रो	n		???	
1871	Gyalsumdo	BONE	1394	rogo			bone	रोगो	हाड	n	1394	BONE	2
1872	Gyalsumdo			rogo thʏndʒəm			joints	रोगो थुइनज्यम्	जोर्नी	n	999	JOINT	4
1873	Gyalsumdo			roŋke			Nepali language	रोङ् के	नेपाली भाषा	n		???	
1874	Gyalsumdo			roŋpa			term for lower elevation dwellers	रोङ्पा	तलबाट आएका मान्छे, तलका मान्छे	n		???	
1875	Gyalsumdo			robu			bond-friend, intimate friend (male)	रोबु	मित	n		???	
1876	Gyalsumdo			roble			person who cuts the corpse into pieces as part of a funeral ceremony	रोब्ले	लासको काम गर्ने मान्छे (मान्छे मरिसके पछि लासलाई सजाउने, नुहाइदिने र अन्त्येष्टि गर्नु भन्दा पहिला उसलाई आवश्यक सबै काम गर्ने मान्छे)।	n		???	
1877	Gyalsumdo			roble t‍ʃheke			to make the corpse ready for cremation	रोब्ले छ्येके	लासलाई सिँगार पटार तथा अन्त्यष्टिको लागि तयार गर्नु	v		???	
1878	Gyalsumdo			romu			bond-friend, intimate friend (female)	रोमु	मितिनी (स्त्री)	n		???	
1879	Gyalsumdo			rolma			kind of musical instrument	रोल्मा	झ्याली (बाजा)	n		???	
1883	Gyalsumdo			̀ləp dempa			true matter, true thing	लप् देम्पा	साँचो कुरा	n		???	
1884	Gyalsumdo	RADISH	2365	̀ləbu			radish	लबु	मुला	n	2365	RADISH	4
1885	Gyalsumdo			ləbu			wage-labourer	लबु	कमारो, ज्यालादारी	n		???	
1886	Gyalsumdo			ləbu			porter	लबु	भरिया	n		???	
1887	Gyalsumdo			lərtsi			musk deer	लर्चि	कस्तुरी	n		???	
1888	Gyalsumdo			̀ləswo			unit of measurement (equivalent to five Pathis)	लस्वो	पाँच माना जाने पाथी	n		???	
1889	Gyalsumdo			̀la			upward slope	ला	उकालो	loc		???	
1890	Gyalsumdo			lakorgjhukpa			handle of grinder	लाकोर्ग्युप्का	हाँतो	n		???	
1891	Gyalsumdo			̀lakki			pieces used in a game (Para)	लाक्कि	पारा खेलमा प्रयोग गरिने ९ ओटा गोटी । यिनै गोटीले यो खेल जित्ने वा हार्ने कुराको निधो हुन्छ। [लाक्कि]	n		???	
1892	Gyalsumdo			̀laktʃa			weaponry	लाक्च्या	हतियार	n		???	
1893	Gyalsumdo			̀laktap			gesture of hands	लाक्पताप्	हातको इसारा	n		???	
1894	Gyalsumdo	HAND	1277	lakpa			hand	लाक्पा	हात	n	1277	HAND	2
1895	Gyalsumdo	PALM OF HAND	1183	lakpa thil			palm of hand	लाक्पा थिल्	हत्केला	n	1183	PALM OF HAND	2
1896	Gyalsumdo			̀lakpa dapke			to clap hands	लाप्का दाप्के	ताली बजाउनु	v		???	
1897	Gyalsumdo			̀lakpa bapke			to search for opportunity	लाक्पा बाप्के	दाउ ताक्‍नु	v		???	
1898	Gyalsumdo			lakri teke			to tell one's fortune	लाक्रि तेके	हातको रेखा हेर्नु	v		???	
1899	Gyalsumdo			̀lakhor			internal organs of a chicken	लाखोर	कुखुराको पाङग्रा	n		???	
1900	Gyalsumdo			lakhor			grinding stone of local waer-mill	लाखोर्	घट्टको झाँतो	n		???	
1901	Gyalsumdo	PAN	31	laŋe			pan	लाङे	तावा	n	31	PAN	2
1902	Gyalsumdo	STAND	1442	̀laŋke			to stand	लाङ्के	उभिनु	v	1442	STAND	1
1903	Gyalsumdo			̀laŋke			to beg	लाङ्के	[माग्‍नु	v	1828	ASK (REQUEST)	3
1904	Gyalsumdo	STAND	1442	laŋke			to stand	लाङ्के	उभिनु	v	1442	STAND	1
1905	Gyalsumdo	SING	1261	̀laŋkere			to sing	लाङ्केरे	गीत गाउनु	v	1261	SING	1
1906	Gyalsumdo			laŋtsuke			to make one stand	लाङ्चुके	उभ्याउनु	v		???	
1907	Gyalsumdo	STEAM	1193	laŋpa			steam	लाङ्पा	बाफ	n	1193	STEAM	2
1909	Gyalsumdo	CALF	1989	laŋbhiu			calf	लाङ्भिउ	बछेडो (बाछो)	n	1989	CALF	2
1910	Gyalsumdo	WOOD	1803	laŋma			wood	लाङ्‍मा	काठ	n	1803	WOOD	2
1911	Gyalsumdo			laŋmar			ghee of cow	लाङ्मार्	गाईको घिउ	n		???	
1912	Gyalsumdo	MILLET	931	laŋre			millet	लाङ्‍रे	कोदो	n	931	MILLET	2
1913	Gyalsumdo			latʃa			salary	लाशा	तलब	n	718	PAY	4
1914	Gyalsumdo			laṭaŋ paṭaŋ taŋke			to disturb	लाटाङ् पाटाङ् ताङ्के	बिथोल्नु, तितरबितर गर्नु	v	2883	DISTURB	1
1915	Gyalsumdo	SPEAK	1623	̀lapke			to speak	लाप्के	बोल्नु	v	1623	SPEAK	1
1916	Gyalsumdo	SPEAK	1623	laptaŋke			to speak	लाप्ताङ्के	बोल्नु	v	1623	SPEAK	1
1917	Gyalsumdo			laptapdzheke			to make a gesture, to make a sign	लाता झेके	इसारा गर्नु	v		???	
1918	Gyalsumdo			̀laba			round ball of churpi (cheese)	लाबा	छुर्पी जस्तो ठुलो डल्लो	n		???	
1919	Gyalsumdo			laba			kind of musical instrument, bigger than a flute, made of copper, played at worship	लाबा	पूजामा बजाउने बाजा तामाले बनेको मुरली जस्तो ठुलो बाजा	n		???	
1921	Gyalsumdo	HONEST	1120	lamakuntʃo			honest	लामाकुन्च्यो	इमान्दार	adj	1120	HONEST	2
1922	Gyalsumdo	LIQUOR	842	lamtʃhaŋ			liquor	लाम्छ्याङ्	बाटोमा खाने जाँड	n	842	LIQUOR	2
1923	Gyalsumdo			̀lamden re			cloth located between the corpse and the lama in a death ritual or funeral	लाम्देन रे	लास र लामा बिचमा तानिने कपडा	n		???	
1925	Gyalsumdo			̀lamsja			clan name within Gyalsumdo society	लाम्स्या	ग्याल्सुम्दो समुदाय भित्रको गोत्र	n		???	
1926	Gyalsumdo			̀laraluri			loose, flowing or less tight in fit	लारालुरी	खुकुलो	adj	2506	LOOSE	4
1927	Gyalsumdo			̀lare			exchange of labour	लारे	पर्म	n		???	
1928	Gyalsumdo			larki			small pieces (cowries) which are shuffled before playing the game	लार्कि	पारा खेलमा प्रयोग हुने साना गोटी	n		???	
1929	Gyalsumdo			l̥alaba			remaining things	हालाबा	[बाँकी रहेको (काम, खानेकुरा, अय कुनै चीज)	n		???	
1930	Gyalsumdo	HIRE	856	lalalaŋke			to hire	लालाङ्के	भाडामा लिने	v	856	HIRE	1
1931	Gyalsumdo			lalo gjapke			to reverse	लालो ग्याप्के	उल्ट्याउनु	v		???	
1932	Gyalsumdo			laloghjapke			to be turned over	लालो घ्याप्के	सर्नु	v		???	
1933	Gyalsumdo			lasja			fleshy part of the thighs and buttocks	लास्या	फिला, साँप्रा [लास्या]	n		???	
1934	Gyalsumdo	PENIS	1222	likpa			penis	लिक्पा	लिङग	n	1222	PENIS	2
1935	Gyalsumdo	TESTICLES	797	likhri			testicles	लिख्रि	गुला	n	797	TESTICLES	2
1936	Gyalsumdo			̀liŋka			photo of a demon (in Dhen) used as a target in an arrow game The person who shoots at and hits the photo of the demon is considered the winner of the game	लिङ्का	तिर खेलमा (धेनमा) चौथो दिनमा राखिने राक्षसको फोटो। यो राक्षसको फोटोमा जसले तिर हान्न सक्छ, उसैले यो खेलमा विजय भएको मानिन्छ।	n		???	
1937	Gyalsumdo			̀liŋga			wooden stick and rope tool used to thrash wheat	लिङ्गा	[गहुँ कुट्ने लठ्ठी र डोरीले बनाएको एक किसिमको लठ्ठी	n		???	
1938	Gyalsumdo	FLUTE	777	̀liŋpur			flute	लिङ्पुर्	बाँसुरी, मुरली	n	777	FLUTE	2
1939	Gyalsumdo			liŋʃaŋ			garland fixed on a horse's neck, with 16 bells	लिङ्शाङ्	घोडाले लगाउने १६ घन्टी भएको घण्टीको माला	n		???	
1940	Gyalsumdo	FAST	1631	̀lip			fast	लिप्	छिटो	adv	1631	FAST	2
1941	Gyalsumdo	PREGNANT	1123	̀lʏ methaŋ			pregnant	ली मेथाङ्	गर्भवती	adj	1123	PREGNANT	2
1942	Gyalsumdo			lʏ juke			worship performed to drive away a ghost	ली युके	मसान भगाउने पूजा गर्नु	n		???	
1943	Gyalsumdo			lʏke			to drive away ghost (by performing rituals)	लीके	पोखिनु (उम्लेर)	v		???	
1944	Gyalsumdo	FEED	739	lʏke			to feed	लीके	खुवाउनु	v	739	FEED	1
1945	Gyalsumdo			̀lʏpuŋ			place for collecting dung, dung pit	लीपुङ्	मलखाद	n		???	
1946	Gyalsumdo	KING	1508	lu			ruler	लु	गित	n	1508	KING	2
1947	Gyalsumdo			lu			snake god	लु	नाग	n		???	
1949	Gyalsumdo			luike			to overflow	लुइके	उर्लनु	v		???	
1950	Gyalsumdo	SHEEP	1331	̀luk			sheep	लुक्	भेडा	n	1331	SHEEP	2
1951	Gyalsumdo	POUR	1487	luke			to pour	लुके	खन्याउनु	v	1487	POUR	1
1952	Gyalsumdo	BREAK (DESTROY OR GET DESTROYED)	680	lukke			to break	लुक्‍के	भत्काउनु	v	680	BREAK (DESTROY OR GET DESTROYED)	1
1953	Gyalsumdo			luktsi			herdsman of sheep	लुक्चि	भेडागोठालो	n		???	
1954	Gyalsumdo			̀lukmar			ghee of sheep	लुक्मार्	भेँडाको घिउ	n		???	
1955	Gyalsumdo			luksa			pot for storage	लुक्सा	राख्‍ने भाँडो	n		???	
1956	Gyalsumdo			lukso			custom, tradition	लुक्सो	चलन	n	1747	CUSTOM	4
1957	Gyalsumdo			lukʃa			meat of sheep	लुक्शा	भेडाको मासु	n		???	
1958	Gyalsumdo			luŋku			a god who spreads religion	लुङ्कु	भगवान	n		???	
1959	Gyalsumdo	LIGHTNING	1654	luŋmar khjuk			lightning	लुङ्‍मार् ख्युक्	चट्याङ	n	1654	LIGHTNING	2
1960	Gyalsumdo	SCAB	2664	̀luto			scabies	लुतो	लुतो	n	2664	SCAB	2
1961	Gyalsumdo	SING	1261	lulaŋke			to sing	लु लाङ्के	गित गाउनु	v	1261	SING	1
1962	Gyalsumdo			luʃa			duet (the singing of a duet)	लुशा	दोहोरी	n		???	
1963	Gyalsumdo	EASY	686	̀le ɬamo			easy	ले ल्हामो	सजिलो	adj	686	EASY	2
1965	Gyalsumdo			leke			to grind (with teeth)	लेके	चपाउनु	v	1033	GRIND	3
1966	Gyalsumdo	PRESS	1913	leke			to press	लेके	कुल्चनु, थिच्नु	v	1913	PRESS	1
1967	Gyalsumdo	ZERO	1294	leko			zero	लेको	शून्य	num	1294	ZERO	2
1968	Gyalsumdo			̀ledaŋ			skill	लेदाङ्	सिप, ढङ्ग	n		???	
1970	Gyalsumdo	ARRIVE	1387	lepke			to arrive	लेप्के	आउनु	v	1387	ARRIVE	1
1971	Gyalsumdo			leba ṭhuke			to be stupid, foolish	लेबा ठुके	मति बिग्रनु	v	1518	STUPID	4
1975	Gyalsumdo	YEAR	1226	̀lo			year	लो	वर्ष	n	1226	YEAR	2
1976	Gyalsumdo	COUGH	879	lo			cough	लो	खोकी	n	879	COUGH	2
1977	Gyalsumdo	BRAVE	3	lo tʃhumpu			brave	लो छ्युम्पु	बहादुर	adj	3	BRAVE	2
1978	Gyalsumdo			̀lo demu			satisfied	लो देमु	सन्तोषी	adj	1429	FULL	4
1979	Gyalsumdo	LUNG	688	loa			lung	लोआ	फोक्सो	n	688	LUNG	2
1980	Gyalsumdo	ELECTRICITY	59	lok			electricity	लोक्	विद्युत्	n	59	ELECTRICITY	2
1981	Gyalsumdo	COME BACK	581	loke			to return	लोके	फर्कनु	v	581	COME BACK	1
1982	Gyalsumdo			lokpa			farmer, specifically one who ploughs fields		हली, जोत्‍ने मान्छे	n	979	FARMER	4
1983	Gyalsumdo	PLOUGH	1921	̀lokpa gjapke			to plough	लोक्पा ग्याप्के	जोत्‍नु	v	1921	PLOUGH	1
1984	Gyalsumdo			̀lokpa jura			furrow, a trench in the earth made by a plough	लोक्पा युरा	सियो (हलाले बनाएको)	n	1794	FURROW	4
1985	Gyalsumdo	CUCUMBER	496	loŋe			cucumber	लोङे	काँक्रो	n	496	CUCUMBER	2
1986	Gyalsumdo			loŋgen			begger	लोङ्गेन्	भिखारी, मगन्ते	n		???	
1987	Gyalsumdo			lotsuke			to make something return	लोचुके	फर्काउनु	v		???	
