ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
1519	Tsum	LONG	1203	ringbo			long	adj.	1203	LONG	2
1520	Tsum	TRUE	1657	ringma			TRUE	adj.	1657	TRUE	2
1521	Tsum	TALL	711	ringpo			tall	adj.	711	TALL	2
1522	Tsum	BONE	1394	rio'			bone	n.	1394	BONE	2
1523	Tsum	ROUND	1395	riril			round	adj.	1395	ROUND	2
1524	Tsum			ritak tśhokor			room in a monastery	n.		???	
1525	Tsum	CORPSE	767	ro			corpse	n.	767	CORPSE	2
1526	Tsum	HELP	1897	ro bewa			help	v.	1897	HELP	2
1527	Tsum	FRIEND	1325	ro:			friend	n.	1325	FRIEND	2
1528	Tsum			roã			wisdom	n.		???	
1529	Tsum	WISE	698	roã tśhimo			wise	adj.	698	WISE	2
1530	Tsum			rolang			zombie	n.		???	
1531	Tsum			rong			place below	n.		???	
1533	Tsum			Rongpa			Nepalis, all people living below Tsum	n.		???	
1534	Tsum	SHOULDER	1482	rötö'			shoulder	n.	1482	SHOULDER	2
1535	Tsum			rü			landslide	n.		???	
1537	Tsum	TOUCH	1892	rungwa			touch	v.	1892	TOUCH	2
1538	Tsum	GATHER	7	ruru tangwa			gather	v.	7	GATHER	2
1540	Tsum	TOOTH	1380	sa			tooth	n.	1380	TOOTH	2
1542	Tsum			śa tśepa			castrate (e.g., a goat)	v.	1502	GOAT	3
1543	Tsum	DEER	1936	śa:			deer	n.	1936	DEER	2
1544	Tsum			śadok			humiliation	n.		???	
1545	Tsum			sadong			ditch in mud	n.		???	
1548	Tsum	HAT	771	śadze			hat	n.	771	HAT	2
1549	Tsum			sadźi			foodstuff	n.		???	
1550	Tsum			Śak			village, in Tibet, northeast of Tsum	n.	930	VILLAGE	4
1551	Tsum			sakpa			collect	v.	7	GATHER	4
1552	Tsum	EARN	733	sakpa			earn	v.	733	EARN	2
1554	Tsum			śakpa			lodge	v.		???	
1556	Tsum			śaktsi			smooth, oily	adj.	1234	SMOOTH	4
1557	Tsum	DITCH	2002	sakung			ditch	n.	2002	DITCH	2
1558	Tsum			sakya			lama who is allowed to marry	n.		???	
1559	Tsum	MOUTH	674	śal			mouth	n.	674	MOUTH	2
1560	Tsum			śala			soil used in smearing	n.		???	
1561	Tsum			śala gyawa			smear with mud	v.		???	
1562	Tsum			salwa			remove	v.		???	
1563	Tsum			śalwa			dysentery, diarrhoea (have)	v.		???	
1565	Tsum	BRIGHT	679	salwo			bright	adj.	679	BRIGHT	2
1566	Tsum	OTHER	197	śamang			other	adj.	197	OTHER	2
1567	Tsum	BRIDGE	1011	samba			bridge	n.	1011	BRIDGE	2
1568	Tsum	SOMEONE	2422	śamen			others	adj.	2422	SOMEONE	2
1569	Tsum	NEW	1231	sampa			new	adj.	1231	NEW	2
1570	Tsum			samśo			thinnest, newest	adj.		???	
1571	Tsum			san			porridge	n.		???	
1572	Tsum			śanḍya			person who eats much	n.		???	
1573	Tsum	BORDER	2546	sandzam			border	n.	2546	BORDER	2
1574	Tsum	COPPER	1825	sang			copper	n.	1825	COPPER	2
1575	Tsum			sang			incense	n.		???	
1576	Tsum	WIDE	1243	śang			wide	adj.	1243	WIDE	2
1577	Tsum	RUMOUR	63	sangasinge			rumour	n.	63	RUMOUR	2
1578	Tsum	BUDDHA	2061	Sanggye			Buddha	n.	2061	BUDDHA	2
1579	Tsum			sanggye tonggu			idols which are on the side of main idol of Lord Buddha	n.		???	
1580	Tsum	HEAVEN	1565	sangkeso			heaven	n.	1565	HEAVEN	2
1581	Tsum	EARTHQUAKE	6	sangkul			earthquake	n.	6	EARTHQUAKE	2
1582	Tsum	NEXT YEAR	515	sangne			next year	n.	515	NEXT YEAR	2
1583	Tsum			sangwa			sacred	adj.	1702	HOLY	4
1584	Tsum			śangwa			trim (branches)	v.		???	
1585	Tsum	BLIND	1653	śao			blind	adj.	1653	BLIND	2
1586	Tsum	LEG	1297	śap			leg	n.	1297	LEG	2
1587	Tsum			sapdu			carefully	adv.		???	
1588	Tsum			sapsap			careful, alert	adj.	2758	CAREFUL	4
1589	Tsum	MAP	2625	sapṭa			map	n.	2625	MAP	2
1591	Tsum			śapten			worship done to increase the longevity of the lama, or to increase the prosperity of the family; or to propitiate bad fortune or a bad astrological reading	n.		???	
1592	Tsum			śaptsi			person who serves somebody	n.		???	
1593	Tsum	PINCH	378	śaptśi gyawa			pinch	v.	378	PINCH	2
1594	Tsum	EAST	1877	śar			east	adj.	1877	EAST	2
1596	Tsum	BLIND	1653	śara			blind	adj.	1653	BLIND	2
1599	Tsum			sarken			snow leopard	n.		???	
1600	Tsum			Sarphu			valley on the east side of Chamar, in lower Tsum	n.		???	
1601	Tsum			Sarphu gomba			monastery in the Sarphu valley, now ruins; one of the important sites on the Kyimolung pilgrimage trail	n.		???	
1602	Tsum			Sarti			village, in lower Tsum	n.	930	VILLAGE	4
1603	Tsum			śarwa			rise in the east	v.		???	
1604	Tsum			śarwa			Sherpa	n.		???	
1605	Tsum	BITE	1403	satawa			bite	v.	1403	BITE	2
1606	Tsum	HEIGHT	2985	sathömen			height	n.	2985	HEIGHT	2
1608	Tsum	APPLE	1320	śau			apple	n.	1320	APPLE	2
1609	Tsum	BOTTOM	690	śau			bottom	n.	690	BOTTOM	2
1610	Tsum	MUSHROOM	641	śãu			mushroom	n.	641	MUSHROOM	2
1611	Tsum	BUTTERFLY	1791	śaulep			butterfly	n.	1791	BUTTERFLY	2
1612	Tsum			śauri			Tibetan dance	n.		???	
1613	Tsum	EAT	1336	sawa			eat	v.	1336	EAT	2
1614	Tsum	GATHER	7	sawa			gather	v.	7	GATHER	2
1616	Tsum			sawasuwe			little in amount	NA		???	
1618	Tsum	TEMPLE	911	sayo			temple	n.	911	TEMPLE	2
1619	Tsum	SONG	1096	se			song	n.	1096	SONG	2
1620	Tsum	STRONG	785	śe tśhimbo			strong	adj.	785	STRONG	2
1621	Tsum			śeã			hemp plant	n.		???	
1622	Tsum			seba			extinguish (trans.)	v.	127	EXTINGUISH	4
1624	Tsum			sedzo'			yellow raspberry	n.		???	
1625	Tsum			segün			proverb	n.		???	
1626	Tsum			Segya			plateau in the valley leading to Tapla pass	n.		???	
1628	Tsum			śekara			ball of sugar	n.		???	
1629	Tsum	GLASS	604	śel			glass	n.	604	GLASS	2
1630	Tsum			Śelphu gomba			monastery, near Nyam in Tibet, one of the important monasteries on the Kyimolung pilgrimage trail	n.		???	
1632	Tsum			sem			sentience	n.		???	
1634	Tsum	HAPPY	1495	sem kawa			happy	v.	1495	HAPPY	2
1635	Tsum			sem nanyi			dilemma, be in one	v.		???	
1636	Tsum			sem phabo			unhappy, sad	adj.	699	SAD	4
1637	Tsum	LIKE	1117	sem thepa			like	v.	1117	LIKE	2
1638	Tsum			sem tukpa			feel sad	v.		???	
1640	Tsum	HATE	1607	śempa lokpa			hate	v.	1607	HATE	2
1641	Tsum			semtsen			creature	n.		???	
1642	Tsum	RHINOCEROS	2591	semtsen seru			rhino	n.		???	
1643	Tsum	FINGERNAIL	1258	semu			fingernail	n.	1258	FINGERNAIL	2
1644	Tsum			sena			food item	n.		???	
1646	Tsum	PRINCE (RULER)	2554	sepo			prince	n.	2554	PRINCE (RULER)	2
1647	Tsum	GOLD	1369	ser			gold	n.	1369	GOLD	2
1648	Tsum			sera			hailstone	n.		???	
1649	Tsum			Serang gomba			monastery, Syarang gomba, in Kutang, one of the important monasteries on the Kyimolung pilgrimage trail	n.		???	
1650	Tsum			Seranggi ima			Chamar (mountain), between Serang and Sarphu (also: Tsumtśe ima)	n.		???	
1651	Tsum	YELLOW	1424	serbo			yellow	adj.	1424	YELLOW	2
1652	Tsum			sertok			top of a statue	n.		???	
1653	Tsum			sertup			Buddhist age, second	n.	1384	SECOND	4
1654	Tsum			Setśung			Sechung village	n.		???	
1656	Tsum			śeyön			knowledge	n.		???	
1657	Tsum	ANGER	82	śezang			anger	n.	82	ANGER	2
1658	Tsum			śakya tukpa			Buddhist age, current (third)	n.	2935	CURRENT (STREAM)	4
1659	Tsum			side			peaceful	adj.		???	
1660	Tsum	LEOPARD	1139	sik			leopard	n.	1139	LEOPARD	2
1661	Tsum	FOG	249	silwa			mist	n.	249	FOG	2
1662	Tsum	FINISH	1766	simba			finish	v.	1766	FINISH	2
1663	Tsum	TASTY	1813	śimbo			tasty	adj.	1813	TASTY	2
1665	Tsum	CROPS	3081	śing			crops	n.	3081	CROPS	2
1666	Tsum	WOOD	1803	śing			wood	n.	1803	WOOD	2
1667	Tsum			śing rangda'			barren land	adj.		???	
1668	Tsum	FARMER	979	singba			farmer	n.	979	FARMER	2
1669	Tsum	LION	1386	singge			lion	n.	1386	LION	2
1670	Tsum			śingle			crops (matured)	n.	3081	CROPS	4
1671	Tsum			śingpang			pile of firewood	n.		???	
1672	Tsum			śingṭhu			small piece of wood	n.		???	
1673	Tsum			śingtshi			corner of the field	n.		???	
1674	Tsum			śingtsi			edge of field	n.		???	
1675	Tsum	FORTY	1716	śiptśu			forty	num.	1716	FORTY	2
1676	Tsum			śiptśuśakśum			forty three	num.		???	
1677	Tsum			śiptśuśaktün			forty seven	num.		???	
1678	Tsum			śiptśuśangi			forty two	num.		???	
1679	Tsum			śiptśuśapke'			forty eight	num.		???	
1680	Tsum			śiptśuśarku			forty nine	num.		???	
1681	Tsum			śiptśuśatśik			forty one	num.		???	
1682	Tsum			śiptśuśauźe			forty four	num.		???	
1683	Tsum			śiptśuśenga			forty five	num.		???	
1684	Tsum			śiptśuśeṭuk			forty six	num.		???	
1687	Tsum	PAPER	648	śiu			paper	n.	648	PAPER	2
1688	Tsum	DIE	1494	śiwa			die	v.	1494	DIE	2
1689	Tsum			śiwa			extinguish (trans.)	v.	127	EXTINGUISH	4
1691	Tsum	HIGH TIDE	613	śo			flood	n.	613	HIGH TIDE	2
1692	Tsum	MORNING	1339	śo			morning	adv.	1339	MORNING	2
1693	Tsum			śo			yoghurt	n.		???	
1694	Tsum			śo dzong			pot for storing milk, yoghurt	n.		???	
1695	Tsum			śo nganyang			daybreak	n.		???	
1696	Tsum			śo tokpa			churn	v.	696	STIR	4
1697	Tsum	SAW	1948	śo:le			saw	n.	1948	SAW	2
1698	Tsum	WOUND	1109	śoa			wound	n.	1109	WOUND	2
1699	Tsum			sode memep			unfortunate	adj.		???	
1700	Tsum			sodze tśhembu			lucky, fortunate	adj.		???	
1701	Tsum			śodzong			big pot to keep whey	n.		???	
1702	Tsum	FEATHER	1201	śokpa'			feather	n.	1201	FEATHER	2
1703	Tsum			sol			seedling (small plant)	n.	3050	SEEDLING	4
1704	Tsum	NO	1269	śol			no	n.	1269	NO	2
1705	Tsum	COAL	2658	sola			coal	n.	2658	COAL	2
1706	Tsum			śolwa			cancel	v.		???	
1707	Tsum			soma'			grass (eaten by yaks)	n.	606	GRASS	4
1708	Tsum			soma'			wheat plant	n.		???	
1710	Tsum			śömpa			youth (person)	n.	1366	BOY	4
1712	Tsum			sonam tśhimbo			fortunate, lucky	adj.		???	
1713	Tsum			śong			ditch slightly with curved shape	n.		???	
1714	Tsum			sopdu			softly	adv.		???	
1715	Tsum	REPAIR	2243	sopkyor tangwa			repair	v.	2243	REPAIR	2
1716	Tsum	SOFT	1856	sopsop			soft	adj.	1856	SOFT	2
1717	Tsum			sora			sickle for cutting grass	n.		???	
1718	Tsum			śorwa			escape, get free	v.	1615	ESCAPE	4
1719	Tsum			śöśa			substance gathered inside the wooden pot in which milk is kept	n.		???	
1721	Tsum	TOOTHBRUSH	2579	soṭu			toothbrush	n.	2579	TOOTHBRUSH	2
1723	Tsum			sowa			ironsmith	n.		???	
1725	Tsum			sowa			softer	adj.		???	
1726	Tsum			śowa pulwa			plead	v.		???	
1727	Tsum	WHO	1235	su			who	pron.	1235	WHO	2
1728	Tsum			śu' gyawa			force	v.	2526	POWER	2
1731	Tsum	STRENGTH	202	śuk			strength	n.	202	STRENGTH	2
1732	Tsum	STRONG	785	śuk tshemo			strong	adj.	785	STRONG	2
1734	Tsum			śukṭhi			seat of lama	n.		???	
1735	Tsum	THREE	492	sum			three	num.	492	THREE	2
1736	Tsum	THIRD	1859	sumba			third	num.	1859	THIRD	2
1737	Tsum	THIRTY	1715	sumdźu			thirty	num.	1715	THIRTY	2
1738	Tsum	SHOE	1381	sumpa			shoe	n.	1381	SHOE	2
1739	Tsum			sumtśusönga			thirty five	num.		???	
1740	Tsum			sumtsusönyi			thirty two	num.		???	
1741	Tsum			sumtśusopke			thirty eight	num.		???	
1742	Tsum			sumtśusoptün			thirty seven	num.		???	
1743	Tsum			sumtśusorku			thirty nine	num.		???	
1744	Tsum			sumtśusosum			thirty three	num.		???	
1745	Tsum			sumtśusotśik			thirty one	num.		???	
1746	Tsum			sumtśusöṭu'			thirty six	num.		???	
1747	Tsum			sumtśusoźi			thirty four	num.		???	
1748	Tsum	SICKLE	341	sun			sickle	n.	341	SICKLE	2
1749	Tsum			sundzo'			road where three roads meet	n.		???	
1750	Tsum	GOVERNMENT	815	sung			government	n.	815	GOVERNMENT	2
1751	Tsum	SEED	714	sunggi			seed	n.	714	SEED	2
1752	Tsum			sungla			around	NA		???	
1754	Tsum			suntala			mandarin	n.		???	
1755	Tsum			sunyum			alms	n.		???	
1756	Tsum	PINE	1740	śuppa			pine	n.	1740	PINE	2
1757	Tsum			sur			burning things (foods) during the funeral process burnt like the fragrance	n.		???	
1758	Tsum	SIDE	682	sur			side	n.	682	SIDE	2
1759	Tsum	CORNER	192	śur			corner	n.	192	CORNER	2
1761	Tsum	THRUST	246	surwa			thrust	v.	246	THRUST	4
1762	Tsum			śuwa			enter, go into	v.	749	ENTER	4
1763	Tsum			śuwa			melt (intrans.)	v.	2334	MELT	4
1764	Tsum	WOUND	1109	śuwa			wound	n.	1109	WOUND	2
1765	Tsum	HORSE	615	ta			horse	n.	615	HORSE	2
1766	Tsum			ta			mark, logo	n.	1720	SIGN	4
1768	Tsum	NEAR	1942	ṭa			near	adv.	1942	NEAR	2
1769	Tsum	SIDE	682	ṭa			side	n.	682	SIDE	2
1770	Tsum			ṭa dikpo			suitable	adj.		???	
1771	Tsum			ta dowa			roam	v.		???	
1772	Tsum			ṭa kar kyewa			go grey (hair)	v.		???	
1774	Tsum			ta'			tiger (the seventh zodiac)	n.	846	TIGER	4
1775	Tsum			tadze			orphan (insulting)	n.	1149	ORPHAN	4
1776	Tsum			takla			suitably, rightly	ono.		???	
1777	Tsum			takpa			Himalayan birch	n.		???	
1778	Tsum	RECOVER	1978	ṭakpa			recover	v.	1978	RECOVER	2
1779	Tsum			ṭakso kalda			bag of plastic material	n.		???	
1780	Tsum			taktśe'			examination	n.		???	
1781	Tsum	REVENGE	495	ṭalen			revenge	n.	495	REVENGE	4
1783	Tsum			talim			training	n.		???	
1784	Tsum			talwa			pull down, dismantle	v.		???	
1785	Tsum	MATTER	2150	tam			matter	n.	2150	MATTER	2
1786	Tsum			tama			yak of three years	n.		???	
1787	Tsum			ṭamba			mind, conscience	n.	1562	MIND	4
1788	Tsum	SPREAD OUT	38	ṭamba			spread	v.	38	SPREAD OUT	2
1789	Tsum	FORGET	1523	ṭamba dźepa			forget	v.	1523	FORGET	2
1790	Tsum			tamba söwa			come conscious; remember	v.	707	REMEMBER	4
1791	Tsum	REMEMBER	707	ṭamba söwa			remember	v.	707	REMEMBER	2
1792	Tsum			ṭampa			unconscious	adj.		???	
1793	Tsum			ṭampa torwa			unconscious	v.		???	
1794	Tsum	CHEST	1592	ṭang			chest	n.	1592	CHEST	2
1795	Tsum	HONEY	942	ṭang			honey	n.	942	HONEY	2
1796	Tsum	MONEY	1559	ṭanga			money	n.	1559	MONEY	2
1797	Tsum	SEND	1127	tangwa			send	v.	1127	SEND	2
1798	Tsum	SWELL	1573	ṭangwa			swell	v.	1573	SWELL	2
1799	Tsum			tangyang			melody	n.		???	
1800	Tsum	NOW	1376	tanta			now	adv.	1376	NOW	2
1801	Tsum	IMMEDIATELY	1963	tantarang			immediately	adv.	1963	IMMEDIATELY	2
1804	Tsum			ṭapba			winnow, sift	v.	2462	WINNOWING	4
1805	Tsum			tapko			impure	adj.		???	
1806	Tsum			Tapla			pass in north-western Tsum	n.		???	
1808	Tsum			taptśa tangwa			examine	v.		???	
1809	Tsum			tara			whey	n.		???	
1810	Tsum			tarbatśe			prayer flags, vertical, put up in villages	n.	2375	VERTICAL	4
1811	Tsum	AXE	677	tari			axe	n.	677	AXE	2
1812	Tsum	WALNUT	2042	tarka			walnut	n.	2042	WALNUT	2
1813	Tsum	ICE	617	tartang			ice	n.	617	ICE	2
1814	Tsum			tarü			fruit like raspberry, but yellow and sour	n.		???	
1815	Tsum	STILL (CONTINUING)	2919	tarung			still	adv.	2919	STILL (CONTINUING)	2
1816	Tsum			tarwa			rub slowly; anoint	v.	364	SMEAR	4
1819	Tsum			ṭaśi tele			greeting (such as good morning)	n.		???	
1820	Tsum	BEAM	1132	taśing			beam	n.	1132	BEAM	2
1821	Tsum	MULE	890	taṭe			mule	n.	890	MULE	2
1822	Tsum	ORPHAN	1149	taṭhu'			orphan	n.	1149	ORPHAN	2
1823	Tsum			tato'			rhododendron	n.		???	
1825	Tsum			Tãtśu			village, in lower Tsum	n.	930	VILLAGE	4
1826	Tsum			tauru			colt	n.	1647	FOAL	4
1827	Tsum			tauru			horse of one year	n.		???	
1829	Tsum	LOOK	1819	tawa			look	v.	1819	LOOK	2
1832	Tsum			ṭawa			monk	n.		???	
1833	Tsum			tawo			uncastrated male horse	n.		???	
1834	Tsum	DONKEY	1862	ṭe			donkey	n.	1862	DONKEY	2
1835	Tsum			ṭe			monkey (ninth sign of the zodiac)	n.	1350	MONKEY	4
1837	Tsum	HURRY	754	ṭela			hurry	n.	754	HURRY	2
1838	Tsum			Teldzong			village, in upper Tsum	n.	930	VILLAGE	4
1839	Tsum			temḍel lu			entertaining song	n.		???	
1840	Tsum			tempa			information; news	n.	2964	NEWS	4
1841	Tsum			ṭengwa			garland	n.		???	
1843	Tsum	LADDER	1464	tepa			ladder	n.	1464	LADDER	2
1844	Tsum			ṭepa			staircase	n.		???	
1845	Tsum			teppa			offer	v.		???	
1846	Tsum			ter			terma; hidden object	n.		???	
1847	Tsum			tertśepa			sever	v.		???	
1848	Tsum			tesi			flower like garlic	n.		???	
1849	Tsum			tet			mineral	n.		???	
1850	Tsum			Tetö Gawang Dorje			Tertön Gawang Dorje (10th reincarnation of Guru Rinpoche, treasure finder)	n.		???	
1852	Tsum	FALL	1280	ṭewa			fall	v.	1280	FALL	2
1853	Tsum	ADZE	290	tewo			adze	n.	290	ADZE	2
1854	Tsum	ELBOW	981	ṭeyo			elbow	n.	981	ELBOW	2
1855	Tsum			tha			also	adv.		???	
1856	Tsum			tha			decision	n.		???	
1857	Tsum	SMALL	1246	tha			little	adj.	1246	SMALL	2
1858	Tsum	EDGE	863	thã			edge	n.	863	EDGE	2
1859	Tsum	COLORFUL	2997	ṭha			colourful	n.	2997	COLORFUL	2
1860	Tsum	EAGLE	1905	ṭha			eagle	n.	1905	EAGLE	2
1861	Tsum	FAR	1406	tha ringbo			far	adv.	1406	FAR	2
1862	Tsum			tha:			handloom	n.		???	
1863	Tsum	BLOOD	946	ṭha'			blood	n.	946	BLOOD	2
1864	Tsum	HORIZONTAL	2376	thakal			horizontal	adj.	2376	HORIZONTAL	2
1865	Tsum			thakar			directly	adv.		???	
1866	Tsum	STRAIGHT	1404	thakar			straight	adj.	1404	STRAIGHT	2
1867	Tsum	GATHER	7	thakpa			gather	v.	7	GATHER	2
1868	Tsum	GRIND	1033	thakpa			grind	v.	1033	GRIND	2
1869	Tsum	ROPE	1218	thakpa			rope	n.	1218	ROPE	2
1870	Tsum	WEAVE	133	thakpa			weave	v.	133	WEAVE	2
1871	Tsum	DIRT	25	thala			dirt	n.	25	DIRT	2
1872	Tsum	DUST	2	thala			dust	n.	2	DUST	2
1874	Tsum			thaldüm			dumpling	n.		???	
1875	Tsum			thalma			soft, small grained	adj.	1856	SOFT	4
1876	Tsum	EMBRACE	928	thamba			embrace	v.	928	EMBRACE	2
1877	Tsum			thamdźi			resin; gum	n.	664	RESIN	4
1878	Tsum			ṭhampa			fake	adj.		???	
1880	Tsum	TIRED	1757	thang tsheba			tired	v.	1757	TIRED	2
1881	Tsum			thangba			grain spread out to dry	n.		???	
1882	Tsum			thangbo			healthy, fit	adj.	1364	HEALTHY	4
1883	Tsum	REST	168	thangbo			rest	n.	168	REST	2
1884	Tsum			thangdźi			resin, gum	n.	664	RESIN	4
1885	Tsum			thangga			pasture (natural)	n.	649	PASTURE	4
1886	Tsum			thanggoru			flower-like fruit of pine tree	n.		???	
1887	Tsum			thanggro'			pinecone	n.		???	
1888	Tsum	CUNNING	2335	ṭhangpa			cunning	adj.	2335	CUNNING	4
1889	Tsum			thangśing			pine tree, species (Nep. salla)	n.	1740	PINE	4
1890	Tsum	FIREPLACE	185	thap			fireplace	n.	185	FIREPLACE	2
1891	Tsum			thap			way out	n.		???	
1892	Tsum			thap temdel lu			welcome song	n.		???	
1893	Tsum			thapśi			plan, remedy	n.	499	CURE	4
1894	Tsum	TRY	1812	thapśi bewa			try, attempt	n.	1812	TRY	2
1895	Tsum	KITCHEN	1365	thaptsang			kitchen	n.	1365	KITCHEN	2
1896	Tsum			tharwa			safe	v.	2008	RESCUE	4
1897	Tsum			ṭhatsan			group of monks or nuns	n.		???	
1898	Tsum			thátśhö			decision	n.		???	
1899	Tsum			thawa			bargain	v.		???	
1900	Tsum	GATHER	7	thawa			gather	v.	7	GATHER	2
1901	Tsum	RECOVER	1978	ṭhawa			recover	v.	1978	RECOVER	2
1903	Tsum	BUSY	2755	ṭhela			busy	adj.	2755	BUSY	4
1904	Tsum			ṭhelaṭhelala			hurriedly	adv.		???	
1906	Tsum			thenpa			stretch (trans.)	v.	214	STRETCH	4
1907	Tsum	THUMB	1781	theo			thumb	n.	1781	THUMB	2
1908	Tsum	FLAT	1633	thether			flat	adj.	1633	FLAT	2
1909	Tsum			thetsum			dilemma	n.		???	
1910	Tsum			thetsum langwa			dilemma, be in one	v.		???	
1911	Tsum	TRAP (PITFALL)	1075	theu			trap	n.	1075	TRAP (PITFALL)	2
1912	Tsum			theutsa			normal, not special	adj.		???	
1914	Tsum			ṭhi			place to sit	n.		???	
1915	Tsum	TEN THOUSAND	2078	ṭhi			ten thousand	num.	2078	TEN THOUSAND	2
1916	Tsum	LINE	1048	thi'			line	n.	1048	LINE	2
1918	Tsum	LEAD (GUIDE)	43	ṭhikpa			lead	v.	43	LEAD (GUIDE)	2
1920	Tsum			ṭhim			case, issue	n.	1465	BOX	4
1921	Tsum			thimba			absorbed	v.		???	
1922	Tsum	COURT	1068	ṭhimgang			court	n.	1068	COURT	2
1923	Tsum			ṭhimpa			lawyer	n.		???	
1924	Tsum	BILE	1780	ṭhipa			bile	n.	1780	BILE	2
1925	Tsum			ṭhitśe			handloom	n.		???	
1926	Tsum	DRIP (EMIT LIQUID)	2253	thiwa			leak	v.	2253	DRIP (EMIT LIQUID)	2
1927	Tsum			tho			boundary with three stones	n.		???	
1928	Tsum			tho			list	n.		???	
1929	Tsum			tho'			on top of	post.		???	
1930	Tsum			thok			upper floor	n.		???	
1931	Tsum	FOREHEAD	123	thokpa			forehead	n.	123	FOREHEAD	2
1932	Tsum	DEPEND	756	thola			depend	n.	756	DEPEND	4
1934	Tsum			thoma			weeds	n.		???	
1935	Tsum			thomba			come out	v.		???	
1936	Tsum	TALL	711	thombo			tall	adj.	711	TALL	2
1937	Tsum	HANDLE	1254	thong			handle	n.	1254	HANDLE	2
1940	Tsum			thongba			ploughman	n.		???	
1941	Tsum			ṭhongbo			Tibetan crow	n.		???	
1943	Tsum	SEE	1409	thongwa			see	v.	1409	SEE	2
1944	Tsum	BUTTON	757	thoptśa			button	n.	757	BUTTON	2
1945	Tsum			thortśo'			crest	n.		???	
1946	Tsum	OLD (AGED)	2112	thowa			elder	n.	2112	OLD (AGED)	2
1949	Tsum			ṭhü bewa			give a name	v.		???	
1952	Tsum	UNTIL	2753	thuk			until	post.	2753	UNTIL	2
1954	Tsum	MEET	1831	thukpa			meet	v.	1831	MEET	2
1955	Tsum			thukpa			soup (kind), thick liquid	n.	1547	SOUP	4
1956	Tsum	TOUCH	1892	thukpa			touch	v.	1892	TOUCH	2
1957	Tsum	CONNECT	2862	thükpa			connect	v.	2862	CONNECT	2
1959	Tsum			ṭhulwa			deceived	v.		???	
1960	Tsum			thungna			shorter	adj.		???	
1961	Tsum	DRINK	1401	thungwa			drink	v.	1401	DRINK	2
1962	Tsum	SPIT	1440	thupśal gyewa			spit	v.	1440	SPIT	2
1963	Tsum	STEEP	2717	thur			steep	adj.	2717	STEEP	2
1964	Tsum	BRUSH	1821	ṭhuwa			brush	v.	1821	BRUSH	2
1966	Tsum			tidzungla			behind (of man)	post.	1686	BEHIND	4
1968	Tsum			ṭilen			answer, question	n.	1275	ANSWER	4
1969	Tsum	TWIST	430	ṭilwa			twist	v.	430	TWIST	2
1970	Tsum			timba			make one submerge	v.		???	
1972	Tsum	CLEVER	1310	ṭimbo			clever	adj.	1310	CLEVER	2
1973	Tsum	BEFORE	1882	ting			before	adv.	1882	BEFORE	2
1974	Tsum			ṭingdza			small bell	n.		???	
1975	Tsum	BELL	2246	tingdźa'			bell	n.	2246	BELL	2
1977	Tsum	DEEP	1593	tingringbo			deep	adj.	1593	DEEP	2
1978	Tsum	DEEP	1593	tingringmu			deep	adj.	1593	DEEP	2
1979	Tsum	SPREAD OUT	38	tingwa			spread	v.	38	SPREAD OUT	2
1980	Tsum	RULE	1846	ṭithim			rule	n.	1846	RULE	2
1981	Tsum			ṭiṭim			morality	n.		???	
1982	Tsum			tiu			colt	n.	1647	FOAL	4
1983	Tsum	KNIFE	1352	ṭiu			knife	n.	1352	KNIFE	2
1985	Tsum			to			peck	v.		???	
1987	Tsum	CALF	1989	tö			calf	n.	1989	CALF	2
1988	Tsum	CHEW	321	ṭo			chew	v.	321	CHEW	2
1989	Tsum	FEATHER	1201	ṭo			feather	n.	1201	FEATHER	2
1990	Tsum			to'			appex; pinacle of temple	n.		???	
1991	Tsum			tok			way one stands	ono.		???	
1992	Tsum	NARROW	1267	tokpo			narrow	adj.	1267	NARROW	2
1993	Tsum			ṭokpo			religiously bonded friend	n.		???	
1994	Tsum	BOAST	101	ṭokta			boast	n.	101	BOAST	2
1995	Tsum			ṭokṭa			pride	n.		???	
1999	Tsum	BEAR	1820	tom			bear	n.	1820	BEAR	2
2001	Tsum			tomde			total	n.	2277	WHOLE	4
2002	Tsum			tomru			cub (of bear)	n.		???	
2003	Tsum	ANT	587	ṭomu			ant	n.	587	ANT	2
2004	Tsum			tönba			take out	v.		???	
2005	Tsum	HUNDRED	1634	tong			hundred	num.	1634	HUNDRED	2
2006	Tsum	EMPTY	1624	tongba			empty	adj.	1624	EMPTY	2
2007	Tsum	HEAVEN	1565	tongde			heaven	n.	1565	HEAVEN	2
2008	Tsum			tongga			harvest time	n.		???	
2009	Tsum	GHOST	1175	tongte			ghost	n.	1175	GHOST	2
2011	Tsum	WEEK	1469	tönṭa			week	n.	1469	WEEK	2
2012	Tsum	HUNGER	1864	topa			hunger	n.	1864	HUNGER	2
2013	Tsum	BE HUNGRY	1533	ṭopa towa			hungry	v.	1533	BE HUNGRY	2
2014	Tsum	MORE	1992	torong, trong			more	adv.	1992	MORE	2
2015	Tsum			toru			small stone	n.		???	
2016	Tsum	SPLASH	365	torwa			splash	v.	365	SPLASH	2
2017	Tsum			torwa			unconscious	adj.		???	
2018	Tsum			toto'			round ball-shaped object	n.		???	
2019	Tsum	SPADE	1176	totse			spade	n.	1176	SPADE	2
