ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	nepaleseGloss	pos	headword	semanticDomain
2687	Kagate	COAL	2658	sol‍dak			coal	कोइला		सोल्‍दाक	5.5.1
2688	Kagate			sol‍siŋ			particular type of oak tree	फलाँट	n	सोल्‍सीङ	1.5.1
2689	Kagate			sol‍sʲa			type of tree	बाङ्स्याड	n	सोल्‍स्‍या	
2690	Kagate	PUPIL (STUDENT)	753	s‍kule			student	विद्यार्थी	n	स्‍कुले	2.6.5.1
2691	Kagate	MEAT	634	sʲa			meat;joke	मासु;चुट्किला	n	स्‍या	8.1.6.2
2692	Kagate	THING	738	ᶫsʲa			thing, article	चीज	n	स्‍याः	5.2
2693	Kagate			sʲa tsetse			to castrate	खसी पार्नु	v	स्‍या चेचे	6.3.8.2
2694	Kagate	KNIFE	1352	sʲak‍pa			knife, sword	चक्कु, तरवार	n	स्‍याक्‍पा	6.7.7.2
2695	Kagate			sʲaᶫkʲap‍tse			to joke	जिस्किनु, जिस्क्याउनु, ठट्टा गर्नु	v	स्‍याक्‍याःप्‍चे	3.5.1.5.1
2696	Kagate	BREADTH	2536	ᶫsʲaŋ			width, breadth	चौडाइ	n	स्‍याःङ	1.2.1.3
2697	Kagate	SAW	1948	sʲaŋen ᶫʈi			saw	आरा	n	स्याङेन टीः	6.6.3
2698	Kagate			sʲaŋ‍gak			underwear	गन्जी, भित्री लुगा	n	स्‍याङ्‍गाक	5.3.1
2699	Kagate			sʲaŋ‍dze			to employ for wood cutting work;breathe;to make (buttermilk)	लगाउनु;फेर्नु;पार्नु	v	स्‍याङ्‍जे	6.6.3.2
2700	Kagate	STRETCH	214	ᶫsʲaŋ‍dze			to stretch	तन्काउनु	v	स्‍याःङ्‍जे	8.3.1.4
2701	Kagate			sʲaŋ‍ba			Syangba, clan name among the Syuba	स्याङ्‍बा (स्‍युबाहरुको थर)	n	स्‍याङ्‍बा	9.7.1.2
2702	Kagate			ᶫsʲaŋ‍bu			wife's younger brother	सालो	n	स्‍याःङ्‍बु	4.1.9.2.2
2703	Kagate			ᶫsʲaŋ‍mu			wife's younger sister	साली	n	स्‍याःङ्‍मु	4.1.9.2.2
2704	Kagate	WIDE	1243	ᶫsʲaŋ‍lep			wide	फराकिलो	adj	स्‍याःङ्‍लेप	8.3.1.7
2705	Kagate			ᶫsʲadzi			phobia, feeling of hesitation or dislike of doing something (such as eating or plunging any part of body into water, or walking over a dirty muddy path, etc)	सिकसिको	n	स्‍याःजी	
2706	Kagate	SPLIT	1437	sʲadze			to split	चिर्नु	v	स्‍याजे	2.5.7
2707	Kagate			ᶫsʲadze			to be split;to tear	चिरिनु;फाट्नु	v	स्‍याःजे	
2708	Kagate	SOLE (FOOT)	2666	ᶫsʲap‍ʈa			sole	पैतालो, पैताला	n	स्‍याःप्‍टा	2.1.6
2709	Kagate			sʲaba			repentance	पश्चाताप	n	स्‍याबा	4.9
2710	Kagate	SECRET	1121	sʲabasʲube			secret	काने खुशी	adj	स्‍याबास्‍युबे	
2711	Kagate			sʲabi			food offered to an idol	प्रसाद	n	स्‍याबी	4.9.5.6
2712	Kagate			ᶫsʲabi			after two year	प्रगुङ, दुई साल पछि	n	स्‍याःबी	
2713	Kagate			ᶫsʲama			sari	फरिया, सारी	n	स्‍याःमा	5.3.2
2714	Kagate	MUSHROOM	641	sʲamuk			mushroom	च्याउ	n	स्‍यामुक	5.2.2.2
2715	Kagate			ᶫsʲamuk			special cap	श्रीपेच, विशेष टोपी	n	स्‍याःमुक	5.3.5
2716	Kagate	BEGINNING	1557	sʲam‍dze			starting, beginning	सुरुवात	adj	स्‍याम्‍जे	2.6.4.7
2717	Kagate			ᶫsʲam‍dze			to crowd round	झुम्मिनु	v	स्‍याःम्‍जे	7.2.4.2.1
2718	Kagate	EAST	1877	sʲar			east	पूर्व	n	स्‍यार	8.5.2.8
2719	Kagate	YOUNG	1207	sʲara			young;young	जवान;तरुण, ठिटा	adj	स्‍यारा	2.6.5
2720	Kagate			sʲarin			meat debt payment	मासुको उधारो रकम	n	स्‍यारीन	
2721	Kagate			sʲaᶫriba			meat bones	हाड मासु	n	स्‍यारीःबा	
2722	Kagate	RISE (MOVE UPWARDS)	568	sʲartse			to rise;to bloom	उदाउनु;फुल्नु	v	स्‍यार्चे	1.1.1.1
2723	Kagate			ᶫsʲartse			to sweep up	सोहोर्नु	v	स्‍याःर्चे	
2724	Kagate			sʲarten			block of wood used for cutting things on	अचानो	n	स्‍यार्तेन	5.2.1.2
2725	Kagate	BLIND	1653	ᶫsʲarnak			blind	अन्धो	adj	स्‍याःर्नाक	2.5.4.1
2726	Kagate	YOUNG (OF WOMAN)	563	sʲarma			young female, young (female)	जवानी, ठिटी, तरुनी	adj	स्‍यार्मा	8.4.6.5.1
2727	Kagate	CONVERSATION	2933	ᶫsʲal			conversation	कुरा		स्‍याःल	2.6.1.1
2728	Kagate	THIGH	800	sʲalak			thigh, shin	तिघ्रा, फिला	n	स्‍यालाक	2.1.6
2729	Kagate			sʲaloŋ			joking	ख्याल ठट्टा	n	स्‍यालोङ	
2730	Kagate			ᶫsʲal‍gar			portent	सगुन	n	स्‍याःल्‍गार	
2731	Kagate			sʲal‍dze			to cleanse with water;to have loose bowel movement	पखाल्नु;छेर्नु	v	स्‍याल्‍जे	1.3.2.1
2732	Kagate	FLOW	2003	ᶫsʲal‍dze			to flow	बग्नु	v	स्‍याःल्‍जे	1.3.3
2733	Kagate	LAME	320	ᶫsʲal‍ʈʰak			lame	गोल्ठे, खुट्टाखोच्याउने	adj	स्‍याःल्‍ठाक	2.5.3.1
2734	Kagate	WALKING STICK	1296	sʲuk‍ʈa			walking stick	छडी, सिर्कनु	n	स्‍युक्‍टा	6.7.2
2735	Kagate			ᶫsʲuŋen‍di			type of tree	खोल्मे (एक प्रकारको रुख)	n	स्‍युःङेन्‍दी	6.2.5.4
2736	Kagate			sʲutse			to spell (wizard)	मन्सिनु	v	स्‍युचे	1.4.2
2737	Kagate	PEEL	275	sʲudze			to peel	ताछ्नु	v	स्युजे	5.2.1.2.1
2738	Kagate	ENTER	749	ᶫsʲudze			to enter;to melt	पस्‍नु;गल्नु, बिलिनु, पग्लनु	v	स्‍युःजे	7.2.4.5
2739	Kagate			sʲutʰaŋ			type of grass	मकैपाते (एक प्राकारको घाँस)	n	स्‍युथाङ	1.5.3
2740	Kagate	BOX	1465	sʲup			case, sheath	खोल, दाप	n	स्‍युप	6.7.3
2741	Kagate			sʲuba			Syuba (caste)	स्युबा जात/थर		स्‍युबा	9.7.1.2
2742	Kagate			sʲuben			type of grass	सरो (एक प्रकारको घाँस)	n	स्‍युबेन	
2743	Kagate			ᶫsʲumar			boiled ghee (clarified butter)	खरुवा घ्यू	adj	स्‍युःमार	
2744	Kagate	SCRAPE	1767	sʲurtse			to scrape, to make to become bald	ताछ्नु, खुइल्याउनु	v	स्‍युर्चे	6.3.1.2
2745	Kagate			ᶫsʲurtse			to become bald;to slip	खुइलिनु;चिप्लनु	v	स्‍युःर्चे	6.4.5.3
2746	Kagate			sʲul			small quantity of a liquid;stain	तुर्को;दाग	n	स्‍युल	2.6.6.4
2747	Kagate			ᶫsʲuluŋ‍luŋ			slither	सुलुलु	adv	स्‍युःलुङ्‍लुङ	
2748	Kagate			ᶫsʲul‍me			hopeless	न्यास्रो पन	adj	स्‍युःल्‍मे	4.3.5.1
2749	Kagate			ᶫsʲusa			entrance	पस्‍ने ठाउँ	n	स्‍युःसा	6.5.2.4
2750	Kagate			sʲo			come (command)	आउ	v	स्‍यो	6.4.6
2751	Kagate			ᶫsʲo			curd, yoghurt	दही	n	स्‍योः	2.5
2752	Kagate			sʲok‍ʈi			odour	गन्ध	n	स्‍योक्‍टी	1.1.3.3
2753	Kagate	WING	1257	sʲok‍pa			wing	पखेटा	n	स्‍योक्‍पा	1.6.2.4
2754	Kagate			sʲoŋ‍dze			to fix into	अट्नु	v	स्‍योङ्‍जे	8.3.1.6
2755	Kagate	DRAW MILK	93	ᶫsʲodze			to milk;to scratch, to sharpen	दुहुनु;ताछ्नु, खुर्काउनु	v	स्‍योःजे	7.3.4.5
2756	Kagate	BOX	1465	sʲop			rind, case;trick, lie	बोक्रो, खोल;छल, झुटो, झुट	n	स्‍योप	1.5.5
2757	Kagate	LIE (REST)	1411	sʲop ᶫkʲurtse			to lie, to trick	झुटो बोल्नु, ढाँट्नु, झुक्याउनु	v	स्‍योप क्‍युःर्चे	3.2.5.2
2758	Kagate			sʲop‍kere			dishonest, back-biter;false	छली, फटाहा, छुल्याहा;झुटो	n	स्‍योप्‍केरे	4.3.5.4
2759	Kagate			sʲop‍kerma			sneaking	छुल्याइँ	n	स्‍योप्‍केर्मा	
2760	Kagate			sʲop‍kele			liar	ढँटुवा	n	स्‍योप्‍केले	6.1.4
2761	Kagate			sʲop‍tse			to cleanse or husk (rice in a mortar, or in the pit of a husking-machine)	फल्नु	v	स्‍योप्‍चे	6.2.6
2762	Kagate	SHELL	598	sʲop‍loŋ			shell	खोस्टो	n	स्‍योप्‍लोङ	8.3.1.6.1
2763	Kagate			ᶫsʲoma			milch	दुनो	n	स्‍योःमा	
2764	Kagate			sʲomak			egg(s) of a louse or bug	लिखा	n	स्‍योमाक	1.6.1.7
2765	Kagate	DRY	1398	ᶫsʲom‍dze			to shrink, to dry	खुम्चिनु, सुक्नु	v	स्‍योःम्‍जे	1.3.2.6
2766	Kagate			ᶫsʲor			together with	साथ	prt	स्‍योःर	4.4.3
2767	Kagate			sʲora tʰaldze			need to urinate or feceate	खुस्किन लाग्नु (दिसा वा पिसापले च्याप्नु)	v	स्योरा थाल्जे	
2768	Kagate			ᶫsʲore			care giver	सुसारे	adv	स्‍योःरे	2.6.3.5
2769	Kagate			sʲortse			to be loosened, to let loose	खुस्किनु, उम्किनु (समात्न नसक्नु), फुस्किनु, खुस्कनु, फुत्किनु	v	स्‍योर्चे	4.7.7.3
2770	Kagate			ᶫsʲorte			being together	संगैहुनले	n	स्‍योःर्ते	
2771	Kagate			ᶫsʲorto			meal for guest	पहुनाकोभोजन	n	स्योःर्तो	
2772	Kagate			sʲorp‍kere			liar	फट्टा, झुट्टा	adj	स्‍योर्प्‍केरे	2.4.5
2773	Kagate			sʲol			pole or beam of plough	हरिस	n	स्‍योल	7.8.5
2774	Kagate	BOTTLE	1321	sʲol‍boŋ			bottle	बोतल	n	स्‍योल्‍बोङ	8.3.3.3.4
2775	Kagate			sʲasʲo			type of flower	टोटाला	n	स्‍योस्‍यो	
2776	Kagate	WOUND	1109	sʲwa			wound	घाउ	n	स्‍य्‍वा	2.5.2.2
2777	Kagate	PADDY	283	s‍wa			paddy	धान	n	स्‍वा	6.2.5.1
2778	Kagate	NETTLE	33	ᶫs‍wa			nettle	सिस्‍नु	n	स्‍वाः	2.6.6.3
2779	Kagate			ᶫs‍wan‍wan‍wan‍wa			sound of wind	ह्हुइँह्हुइँ	Onom	स्‍वाःन्‍वान्‍वान्‍वा	1.1.3.1
2780	Kagate			s‍wã s‍wã			sound of water	खोलाको आवाज	Onom	स्‍वाँस्‍वाँ	1.3.1.3
2781	Kagate	YES	1268	hã			yes	हँ	interj	हाँ	9.6.3.7
2782	Kagate	WAVE	978	hadi			wave	छाल	n	हादी	1.3.2.4
2783	Kagate	WAVE	978	hadok‍tsʲar			wave	छाल	n	हादोक्‍च्‍यार	1.3.2.6
2784	Kagate			hap‍sʲal teŋ‍dze			to rebuke	हप्काउनु	v	हाप्‍स्‍याल तेङ्‍जे	7.3.3.4
2785	Kagate			haᶫmekodze			unclear speech	अस्पष्ट बोलि	v	हामेःकोजे	3.2.3
2786	Kagate			ham‍batse			state of taking by force	लुछाइ	adj	हाम्‍बाचे	4.3.4.6
2787	Kagate			harak			spicy smell	सर्किने बाफ	adv	हाराक	2.6.1.5
2788	Kagate			hartse			to be scared	तर्सिनु	v	हार्चे	3.4.2.2.2
2789	Kagate			haᶫledze			to be nervous	आत्तिनु	v	हालेःजे	3.4.2.4
2790	Kagate			hal‍dze			to deploy	फैलिनु, मौलिनु, हौसिनु	v	हाल्‍जे	9.2.8
2791	Kagate			hal‍tidze			to insert	हाल्नु	v	हाल्‍तीजे	7.2.3.1
2792	Kagate			hasʲal ᶫtuŋ‍dze			to insult	खिल्‍ली उडाउनु	v	हास्‍याल तुःङ्‍जे	
2793	Kagate			hin‍du mahasagar			Hindu Mahasagar (mountain)	हिन्दु महासागर	n	हीन्‍दु माहासागार	9.7.2.8
2794	Kagate			hira moti			diamond pearl	हीरा मोती	n	हीरा मोती	8.3.3.4
2795	Kagate			hirkaʈo			handle of spinning wheel	चर्खा गुमाउन प्रयोग गरिने काठको सानो टुक्रा	n	हीर्काटो	6.3.5
2796	Kagate	SPIN	121	hirtse			to travel,to spin	घुम्नु	v	हीर्चे	2.4.5
2797	Kagate			hũik			movement	गति	n	हुँइक	8.4.8
2798	Kagate			huʈel			hotel	भोजनालय	n	हुटेल	6.5.1
2799	Kagate			hup			trust	भरोसा	n	हुप	3.2.5.1.1
2800	Kagate			hurtsʰe			cheerfully	रमाहटको बेला बोलिने शब्द	adv	हुर्छे	8.4.8.1
2801	Kagate	POTATO	593	he			potato	आलु	n	हे	6.2.1.2.2
2802	Kagate	SWEET POTATO	159	heŋarmu			sweet potato	सखरखण्ड	n	हेङार्मु	5.2.3.1.5
2803	Kagate			heda			bully	छिल्याइ, छुल्याहा, उछड	adj	हेदा	2.6.2.3
2804	Kagate			hen			epidemic imported from another country	देसान	n	हेन	1.3.1.3
2805	Kagate	GHOST	1175	hen‍ɖi			ghost	भुत, दुष्ट, भुत प्रेत	n	हेन्‍डी	2.6.6.8
2806	Kagate			hela			neglect	हेला		हेला	4.5.5.2
2807	Kagate			hel‍dze			to spread	फैलाउनु, फिँजाउनु	v	हेल्‍जे	1.2.3.3
2808	Kagate			hoi			word used in reply to a superior's call	हजुर	pro	होइ	9.6.3.8
2809	Kagate	PIT (POTHOLE)	2539	hop			pit	खाडल, खाल्टो/खाल्डो	adj	होप	6.6.2
2810	Kagate			hop‍kiito			type of curse	खाल्टोको छाक (एक प्रकारको सराप)	n	होप्‍कीइतो	3.5.1.7.3
2811	Kagate			hop‍gaŋe			type of curse	खाल्डो भर्नालाई भनेर बोलिने (एक प्रकारको सराप)	n	होप्‍गाङे	4.9.4.4
2812	Kagate			hop‍nak			type of curse	खाल्टो भर्नुलाई भन्ने सराप	n	होप्‍नाक	4.9.4.4
2813	Kagate			hop‍sʲoŋ			depression between two hills	गल्छी	n	होप्‍स्‍योङ	8.3.1.4.2
2814	Kagate	BURN	2102	hradze			to burn	पोल्नु	v	ह्राजे	6.2.1.2.1
2815	Kagate	SOW SEEDS	748	hrap‍tse			to sow	छर्नु	v	ह्राप्‍चे	6.2.4.3
2816	Kagate	SPIN	121	hrirtse			to travel, to spin	घुम्नु	v	ह्रीर्चे	3.3.1.1
2817	Kagate			hril‍mu			spherical;circular shape	गोलो;डोलो, वृत्ताकार	adj	ह्रील्‍मु	1.2.2.2
2818	Kagate	GUARD	1940	hruŋ‍dze			to watch over, to keep watch, to guard	रुङ्नु् कुर्नु, हेरचाह गर्नु	v	ह्रुङ्‍जे	4.3.4.5.3
2819	Kagate			hruŋ‌dze			to watch over	कुर्नु, हेरचाह गर्नु	v	ह्रुङ्‌जे	2.3.1.2
2820	Kagate			h‍wat h‍wat			sound of water	पानीको छाल	Onom	ह्‍वात ह्‍वात	1.3.2.4
2821	Kagate			ᶫo			eleventh month in the Hindu calendar (February-March)	फाल्गुन	n	ओः	
2822	Kagate	THERE	1937	ᶫokʲala			there	त्यहाँ नेर	adv	ओःक्‍याला	
2823	Kagate	CAT	1208	ᶫok‍rul			(of crops) growing in steep field, wild, rude, savage, uncivilised	पाखे	n	ओःक्‍रुल	4.3.7.1
2824	Kagate	THAT	78	okʰo			that	त्यो	adv	ओखो	9.7.3
2825	Kagate	THAT	78	ᶫokʰo			that	त्यो	adv	ओःखो	3.5.1.2.9
2826	Kagate			ᶫokʰotsʲoŋ‍ra			like that	त्यस्तो	adj	ओःखोच्‍योङ्‍रा	3.2.5.5
2827	Kagate	COME	1446	ᶫoŋ‍dze			to come	आउनु	v	ओःङ्‍जे	4.8.4
2828	Kagate			ᶫoŋ‍ɖo-oŋ‍ɖo			maybe-maybe	होला-होला	adv	ओःङ्‍डो-ओङ्‍डो	
2829	Kagate			oŋ‍‌jar			type of parsley	जरिङ्गो	n	ओङ्‍‌यार	1.5.3
2830	Kagate	CERTAIN	509	ᶫoŋ‍ra‍kõ			certainly	अवश्य	adv	ओःङ्‍रा‍कोँ	9.4.4.2
2831	Kagate			ᶫoŋ‌sa-ɖosa			in-out	अवाज-जगात	n	ओःङ्‌सा-डोसा	
2832	Kagate			ᶫodze			that much	त्यति	adv	ओःजे	6.8.4.6
2833	Kagate	HOW MUCH	531	ᶫodzeba			so much	त्यतिको	adv	ओःजेबा	
2834	Kagate	AT THAT TIME	2922	ᶫoteᶫkasu / ᶫoteᶫkasuna			at that time	त्यति बेला	adv	ओःतेकाःसु / ओःतेकाःसुना	
2835	Kagate			ᶫoᶫten‍dai			therefore	त्यसकारण	adv	ओःतेःन्‍दाइ	9.4.5
2836	Kagate			ᶫodiŋ			even though	तैपनि	conn	ओःदीङ	
2837	Kagate			ᶫon‍ɖa ᶫina			so that	त्यसो भए	conn	ओःन्‍डा इःना	9.4.5
2838	Kagate			ᶫon‍ɖa-ᶫon‍ɖara			such like, similar to that	त्यस्ता-त्यस्तै	adj	ओःन्‍डा-ओःन्‍डारा	9.4.4.7
2839	Kagate			ᶫon‍ɖaba			like that	त्यस्तो	adj	ओःन्‍डाबा	3.5.1.2.9
2840	Kagate	SIMILAR	1558	ᶫon‍ɖaba-ᶫon‍ɖabara			same-same, similar	उस्ता-उस्तै	adj	ओःन्‍डाबा-ओःन्‍डाबारा	9.6
2841	Kagate			ᶫon‍ɖabara			exactly like that	त्यस्तै, उस्तै	adv	ओःन्‍डाबारा	9.6.2.7
2842	Kagate			ᶫon‍ɖale			thus	त्यसरी	adv	ओःन्‍डाले	9.6
2843	Kagate			ᶫon‍ɖu ᶫina			so that	त्यसो भए	conn	ओःन्‍डु इःना	
2844	Kagate			ᶫon‍ɖu ᶫlap‍na			if that is so	त्यसो हो भने	conn	ओःन्‍डु लाःप्‍ना	
2845	Kagate	DEEP	1593	ᶫop			deep	गहिरो	adj	ओःप	8.3.7.8.3
2846	Kagate			ᶫop‍kʲal			type of curse	खाल्टोको छाक (श्राप)	n	ओःप्‍क्‍याल	1.1.1.1
2847	Kagate			ᶫop‍ᶫtiŋ			very deep	धेरै गहिरो	adj	ओःप्‍तीःङ	
2848	Kagate	RAVINE	1930	ᶫop‍sʲoŋ			ravine	खोच	adv	ओःप्‍स्‍योङ	8.3.1.6.1
2849	Kagate	BREAST	1402	ᶫoma			breast;milk , milk	स्तन;दूध	n	ओःमा	2.1.7
2850	Kagate			ᶫomagukʰi			type of fruit	गुफ्ला	n	ओःमागुखी	2.5.7.3
2851	Kagate			ᶫomatsʰ‍ʲa			type of herb	एक प्रकारको जडिबुटी	n	ओःमाछ्‍या	
2852	Kagate			ᶫomaᶫdzʲari			type of grass	दूधे झार	n	ओःमाज्‍याःरी	
2853	Kagate			ᶫomajop‍ta			rice pudding	खीर	n	ओःमायोप्‍ता	5.2.3.3.1
2854	Kagate	THEN	2921	ᶫomidzik			then, after that	त्यस पछि	conn	ओःमीःजीक	8.4.3
2855	Kagate	THERE	1937	ola			there	त्यहाँ	adv	ओला	9.7.3
2856	Kagate	BUY	1869	ᶫole			after that, but, and	त्यस पछि, तर, र	conn	ओःले	9.6.1.5
2857	Kagate			ᶫolekale			yes (when agreeing to something)	तै त	interj	ओःलेकाले	3.2.5.1
2858	Kagate	NECK	1333	ol‍dok			neck	घाँटी	n	ओल्‍दोक	6.3.1.1
2859	Kagate			ka			particle to emphasize something	पो		-का	
2860	Kagate	SCISSORS	1328	kaitsi			scissors	कैँची	n	काइची	6.2.4.4
2861	Kagate			kãila			fourth oldest son or brother	काँइलो	n	काँइला	4.1.9.1.9
2862	Kagate			ᶫkau			garland	माला	n	काःउ	5.3.3
2863	Kagate			kaᵘɖi			cowry	जुवा खेल्ने कौडा	n	काउडी	4.2.6.4
2864	Kagate	CUCUMBER	496	ᶫkaen			cucumber	काँक्रो	n	काःएन	5.2.3.1.1
2865	Kagate			ᶫkaᶫkala			somewhere	कता-कति	adv	काःकाःला	3.4.2.3.1
2866	Kagate	WHICH	727	ᶫkakʰo			which?	कुन	interrog	काःखो	
2867	Kagate	NIPPLE	796	kaŋ			nipple;marrow, soft fatty substance that fills the hollow parts of bones	थुन;मासी	n	काङ	6.3.1.1
2868	Kagate	HILL	614	ᶫkaŋ			hill;full	डाँडा;भरी	n	काःङ	6.6.7.2
2869	Kagate			ᶫkaŋ tsetse			to take to one's heels	सुइँकुच्‍चा ठोक्नु	v	काःङ चेचे	7.2.3.5
2870	Kagate	PUDDLE	2290	ᶫkaŋ-hop			puddle	खाल्टाखुल्टी	n	काःङ-होप	1.3.1.4
2871	Kagate	KANGAROO	164	kaŋ‍garu			kangaroo	कङ्गारु	n	काङ्‍गारु	1.6.1.1.5
2872	Kagate			kaŋ‍dze			to cause to be filled, to compensate	भराउनु	v	काङ्‍जे	8.1.4.2
2873	Kagate	FILL	2006	ᶫkaŋ‍dze			to fill	भर्नु	v	काःङ्‍जे	1.3.2
2874	Kagate			kaŋ‍duŋ			part of the mattress under feet	बिछ्यौनामा खुट्टा तिरको भाग	n	काङ्‍दुङ	
2875	Kagate	RIDGE	1748	ᶫkaŋ‍dok			ridge, hill, top, top	डाँडा, चुचुरो, शिखर, चुचुरो	n	काःङ्‍दोक	1.2.1.1
2876	Kagate	FOOT	1301	kaŋ‍ba			feet;beam	खुट्टा;किरण	n	काङ्‍बा	4.2.6.2
2877	Kagate			kaŋ‍baŋi			biped	दुई खुट्टे	adj	काङ्‍बाङी	7.2.4.1.1
2878	Kagate	MOSQUITO	1509	kaŋ‍ba ᶫriŋ‍bu			mosquito	लामखुट्टे	n	काङ्‍बारीःङ्‍बु	1.6.1.7
2879	Kagate			ᶫkaŋ‍jal			flat on one's back	उत्तानो	adj	काःङ्‍याल	7.1.3
2880	Kagate			ᶫkaŋ‍jaltʰaŋ			flat on one's back	उत्तानो ठ्याङ	adj	काःङ्‍याल्थाङ	4.5.5
2881	Kagate			kaŋ‍raŋ‍kuruŋ			curly	घुम्रिएको	adj	काङ्‍राङ्‍कुङ्‍रुङ	5.4.3.4
2882	Kagate	SHIN	186	kaŋ‍liŋ			shin, front part of the leg below the knee	नलीखुट्टो	n	काङ्‍लीङ	2.1.6
2883	Kagate	PLANT STEM	2628	kaŋ‍siŋ			stem	डाँठ	n	काङ्‍सीङ	1.5.5
2884	Kagate	TROUSERS	809	kaŋ‍sʲuk			trousers, pants	सुरुवाल	n	काङ्‍स्‍युक	5.3.6
2885	Kagate	HOW MUCH	531	ᶫkat‍tsʰe			how big?, how much?	कत्रो	interrog	काःच्‍छे	
2886	Kagate	SAW	1948	katsʲa			saw	आरा	n	काच्‍या	6.5.3.1
2887	Kagate	TURTLE	112	katsʰuwa			turtle	कछुवा	n	काछुवा	1.6.1.3.3
2888	Kagate			katsʰ‍ʲa			class	कक्षा	n	काछ्‍या	3.6.4
2889	Kagate			ᶫkatsʰ‍ʲole			which direction?	कतातिर	interrog	काःछ्‍योले	8.5.2
2890	Kagate	HOW	1239	ᶫkadzule			how?	कसरी	interrog	काःजुले	
2891	Kagate	CEASE	1928	kadze			to stop, to check, to cease, to discontinue, to hold back, to bring to halt, to prevent, to hinder, to obstruct, to restrain	थुन्‍नु, छेक्नु, रोक्नु	v	काजे	1.3.3.1
2892	Kagate	HOW MUCH	531	ᶫkadze			how much?, how many?	कति	interrog	काःजे	2.5.7.4
2893	Kagate	MANY	1198	ᶫkadzeᶫlaᶫlap			abundant, numerous, very much	प्रशस्त	adj	काःजेलाःलाःप	
2894	Kagate			kaʈar			jack-fruit	कटहर	n	काटार	5.2.3.1.2
2895	Kagate	NAIL (TOOL)	502	kaʈi			nail	किला, काँटी	n	काटी	5.1.1.2
2896	Kagate	UNRIPE	1958	ᶫkaᶫʈek‍pa / ᶫkaʈʰek‍pa			unripe	आधाकाँचो, काँचोपना	adj	काःटेःक्‍पा / काःठेक्‍पा	
2897	Kagate	HUT	1678	kaʈera			shed, hovel, hut	कटेरो	n	काटेरा	6.5.1.2
2898	Kagate			katertse			to block	थुनिदिनु	v	कातेर्चे	8.4.7.1
2899	Kagate	EVERYWHERE	2999	ᶫkanatʰete			at random, everywhere	जथाभावी, जताततै	adj	काःनाथेते	2.3.1.8
2900	Kagate	LAW	1062	kanuni			law, law	कानुन	n	कानुनी	4.7.4
2901	Kagate			kan‍tsanadzãg‍ja			Kanchanjunga mountain	कञ्चनजङ्घा	n	कान्‍चानाजांग्‍या	9.7.2.7
2902	Kagate			kan‍tsanadzãg‍ja kʰawai sriŋ‍kʰala			Kanchanjunga mountain range	कञ्चनजङ्घा हिम शृङ्‍खला	n	कान्‍चानाजांग्‍या खावाइ स्रीङ्‍खाला	9.7.2.7
2903	Kagate	LIKE	1117	ᶫkan‍ɖaba			like	जस्तो	adv	काःन्‍डाबा	3.2.2.3
2904	Kagate			ᶫkan‍ɖaba / ᶫkan‍ɖuba			what kind?	कस्तो?	interrog	काःन्‍डाबा / काःन्‍डुबा	3.2.3
2905	Kagate			ᶫkan‍ɖabaraŋ			whatsoever	जस्तो सुकै	adv	काःन्‍डाबाराङ	4.9.4.5
2906	Kagate	HOW	1239	ᶫkan‍ɖale			how?	कसरी	interrog	काःन्‍डाले	3.5.8.4
2907	Kagate			ᶫkan‍ɖaleŋ			anyhow	जसरी पनि	adv	काःन्‍डालेङ	9.4.4.1
2908	Kagate	WHAT	1236	ᶫkan‍ɖu			what?	कसो	interrog	काःन्‍डु	
2909	Kagate			kanɖu kanɖu			however	जसो तसो	adv	काःन्डु काःन्डु	
2910	Kagate	HOW	1239	ᶫkan‍ɖule			how?	कसरी	interrog	काःन्‍डुले	3.2.3
2911	Kagate	WHICH	727	ᶫkan‍di			which?	कुन		काःन्‍दी	6.8.1.2
2912	Kagate	OLD MAN	406	ᶫkapu			old man	बुढो, बुढा	n	काःपु	4.1.2
2913	Kagate			ᶫkapu ᶫkamu			old man and woman, aged people, husband and wife	बुढा बुढी	n	काःपु काःमु	4.1.9.2.1
2914	Kagate			ᶫkapu ᶫdzodze			to castrate	खसी पार्नु	v	काःपु जोजे	6.3.8.2
2915	Kagate			kap‍tse			to pave (with bricks or stones), to wrap (to cover oneself up)	छाप्नु, ओढ्नु	v	काप्‍चे	1.3.2.2
2916	Kagate	BITE	1403	ᶫkap‍tse			to bite	टोक्नु	v	काःप्‍चे	7.3.7
2917	Kagate	BLANKET	806	kap‍tsʲa			blanket, quilt	ओड्ने, ओरन	n	काप्‍च्‍या	5.7.1
2918	Kagate			kapʰe			wooden tongs used for making 'dhido' porridge	काफे (ढिँडो ओराल्दा करामा लगाइने)	n	काफे	
2919	Kagate			kaba			sluggish, slack	लोसे	adj	काबा	
2920	Kagate	DIFFICULT	584	ᶫkabu			difficult, hard, laborious, burdensome	गाह्रो, कठिन, मुस्किल	adv	काःबु	8.3.6.3
2921	Kagate			kab‍tsa			hinge, a part of the door to make it turns or swings as it opens and closes	कब्जा	n	काब्‍चा	6.5.2.4
2922	Kagate	BOX	1465	ᶫkam			box, box;comb of banana	बाकस, सन्दुस;काइँयो (केराको झुप्पा)	n	काःम	6.7
2923	Kagate	WIFE	1199	ᶫkamu			wife, woman (old, aged)	बुढी	n	काःमु	4.1.2
