# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SEGMENTS
46471	Chaozhou	SEVEN	iʔ		OLD	i ʔ	55	55	i ʔ
46472	Longgang	SEVEN	ɪt		OLD	ɪ t	55	55	ɪ t
46474	Xingning	SEVEN	iʔ		OLD	i ʔ	55	55	i ʔ
47594	Ukhrul	SEVEN	ʃəni	seven	OLD	ʃ ə n i	55	55	ʃ ə n i
48122	Tangut	SEVEN	ɕj		OLD	ɕ j	4166	4166	ɕ j
48448	Mikir	SEVEN	rōksí		OLD	r ō k s í	10442	10442	r ō k s í
18552	Old_Tibetan	SEVEN	bdun		OLD	b d u n	1049	1049	b d u n
18581	Japhug	SEVEN	kɯɕnɯz		OLD	k ɯ ɕ n ɯ z	55	55	k ɯ ɕ n ɯ z
26863	Jingpho	SEVEN	sănit	seven	OLD	s ă n i t	55	55	s ă n i t
27918	rGyalrong_Maerkang	SEVEN	kəʃnəs	seven	OLD	k ə ʃ n ə s	55	55	k ə ʃ n ə s
28213	Tibetan_Lhasa	SEVEN	tỹ	seven	OLD	t ỹ	1049	1049	t ỹ
29154	Daofu	SEVEN	zȵe	seven	OLD	z ȵ e	55	55	z ȵ e
29857	Tibetan_Batang	SEVEN	dỹ	seven	OLD	d ỹ	1049	1049	d ỹ
30847	Yidu	SEVEN	iɦoŋ	seven	OLD	i ɦ o ŋ	1890	1890	i ɦ o ŋ
31284	Dulong	SEVEN	sɯȵit	seven	OLD	s ɯ ȵ i t	55	55	s ɯ ȵ i t
31647	Zhaba_Daofu_County	SEVEN	ʂnɛ	seven	OLD	ʂ n ɛ	55	55	ʂ n ɛ
31729	Darang_Taraon	SEVEN	weŋ	seven	OLD	w e ŋ	1890	1890	w e ŋ
46473	Jieyang	SEVEN	ɛk		OLD	ɛ k	55	55	ɛ k
32449	Tibetan_Xiahe	SEVEN	dən	seven	OLD	d ə n	1049	1049	d ə n
33553	Lisu	SEVEN	ʃi	seven	OLD	ʃ i	55	55	ʃ i
34229	Bokar	SEVEN	kɯnɯ	seven	OLD	k ɯ n ɯ	55	55	k ɯ n ɯ
34614	Tibetan_Alike	SEVEN	wdən	seven	OLD	w d ə n	1049	1049	w d ə n
34993	Motuo_Menba	SEVEN	zum	seven	OLD	z u m	2966	2966	z u m
40967	Old_Chinese	SEVEN	it		OLD	i t	55	55	i t
41103	Old_Burmese	SEVEN	unac		OLD	u n a c	55	55	u n a c
41725	Wobzi_Khroskyabs	SEVEN	sɲ		OLD	s ɲ	55	55	s ɲ
42244	Garo	SEVEN	sini	seven (num)	OLD	s i n i	55	55	s i n i
42443	Thulung	SEVEN	jet		OLD	j e t	838	838	j e t
#
42823	Hakha_Chin	SHARP	taʔ	sharp (adj.)	OLD	t a ʔ	56	56	t a ʔ
42965	Bunan	SHARP	aŋi	sharp, holy	OLD	a ŋ i	173	173	a ŋ i
43223	Byangsi	SHARP	anɛ	sharp (instrument)	OLD	a n ɛ	173	173	a n ɛ
43446	Rongpo	SHARP	ənt	sharp	OLD	ə n t	173	173	ə n t
43671	Kulung	SHARP	gpa	sharp (adj.)	OLD	g p a	641	641	g p a
44024	Bantawa	SHARP	sept	to sharpen	OLD	s e p t	839	839	s e p t
44585	Rangoon	SHARP	ɛʔ		OLD	ɛ ʔ	375	375	ɛ ʔ
45575	Achang_Longchuan	SHARP	ɔʔ	sharp	OLD	ɔ ʔ	375	375	ɔ ʔ
45576	Lashi	SHARP	ʔ	sharp	OLD	ʔ	375	375	ʔ
45577	Xiandao	SHARP	mat	sharp	OLD	m a t	1333	1333	m a t
45578	Atsi	SHARP	oʔ	sharp	OLD	o ʔ	375	375	o ʔ
45579	Bola	SHARP	aʔ	sharp	OLD	a ʔ	375	375	a ʔ
45580	Maru	SHARP	ɔʔ	sharp	OLD	ɔ ʔ	375	375	ɔ ʔ
45963	Lushai	SHARP	bak	sharp	OLD	b a k	1501	1501	b a k
45964	Lushai	SHARP	iam	sharp	OLD	i a m	1502	1502	ia m
46477	Chaozhou	SHARP	lai		OLD	l a i	1698	1698	l ai
46478	Longgang	SHARP	fai		OLD	f a i	1697	1697	f ai
46479	Jieyang	SHARP	lai		OLD	l a i	1698	1698	l ai
46480	Xingning	SHARP	li		OLD	l i	1698	1698	l i
47595	Ukhrul	SHARP	kəan	sharp	OLD	k ə a n	173	173	k əa n
47800	Hayu	SHARP	jep	sharp (of a blade) (vi)	OLD	j e p	2179	2179	j e p
48006	Tangut	SHARP	rewr		OLD	r e w r	4167	4167	r e w r
48321	Mikir	SHARP	rè		OLD	r è	10443	10443	r è
48621	Rabha	SHARP	mat	sharp	OLD	m a t	1333	1333	m a t
18658	Old_Tibetan	SHARP	rno		OLD	r n o	1770	1770	r n o
18687	Japhug	SHARP	moʁ		OLD	m o ʁ	992	992	m o ʁ
27025	Jingpho	SHARP	tai	sharp	OLD	t a i	1588	1588	t ai
27188	Motuo_Menba	SHARP	atpu	sharp	OLD	a t p u	568	568	a t p u
27189	Motuo_Menba	SHARP	epu	sharp	OLD	e p u	569	569	e p u
45745	Bahing	SHARP	he	sharp (of a blade) (be v.)	OLD	h e	56	56	h e
28034	rGyalrong_Maerkang	SHARP	kɑmok	sharp	OLD	k ɑ m o k	992	992	k ɑ m o k
29322	Daofu	SHARP	svɛsvɛ	sharp	OLD	s v ɛ s v ɛ	1366	1366	s v ɛ s v ɛ
29750	Dulong	SHARP	dɑi	sharp	OLD	d ɑ i	1588	1588	d ɑi
29997	Tibetan_Alike	SHARP	rnoɣə	sharp	OLD	r n o ɣ ə	1770	1770	r n o ɣ ə
30000	Tibetan_Batang	SHARP	nubu	sharp	OLD	n u b u	1770	1770	n u b u
30383	Tibetan_Lhasa	SHARP	nopo	sharp	OLD	n o p o	1770	1770	n o p o
31632	Yidu	SHARP	ɹɑ	sharp	OLD	ɹ ɑ	2269	2269	ɹ ɑ
31795	Zhaba_Daofu_County	SHARP	u	sharp	OLD	u	375	375	u
31890	Darang_Taraon	SHARP	ɹɑ	sharp	OLD	ɹ ɑ	2269	2269	ɹ ɑ
32589	Tibetan_Xiahe	SHARP	hnombo	sharp	OLD	h n o m b o	1770	1770	h n o m b o
33714	Lisu	SHARP	ɛ	sharp	OLD	ɛ	569	569	ɛ
33810	Bokar	SHARP	retpo	sharp	OLD	r e t p o	1698	1698	r e t p o
41104	Old_Burmese	SHARP	ak		OLD	a k	375	375	a k
41516	Limbu	SHARP	hasukma		OLD	h a s u k m a	3716	3716	h a s u k m a
41517	Khaling	SHARP	reçpɛ		OLD	r e ç p ɛ	1698	1698	r e ç p ɛ
41726	Wobzi_Khroskyabs	SHARP	zɣ		OLD	z ɣ	3773	3773	z ɣ
41990	Chepang	SHARP	hwanʔ	sharp (blade, etc.)	OLD	h w a n ʔ	3879	3879	h w a n ʔ
42245	Garo	SHARP	dareŋa	sharp (vi)	OLD	d a r e ŋ a	4008	4008	d a r e ŋ a
42444	Thulung	SHARP	hʌʈpa		OLD	h ʌ ʈ p a	56	56	h ʌ ʈ p a
#
42824	Hakha_Chin	SHEEP	t	sheep (n.)	OLD	t	57	57	t
43036	Bunan	SHEEP	lama	sheep (female)	OLD	l a m a	231	231	l a m a
43307	Byangsi	SHEEP	mml	sheep	OLD	m m l	405	405	mm l
43531	Rongpo	SHEEP	ma	sheep	OLD	m a	405	405	m a
44025	Bantawa	SHEEP	epsa	sheep	OLD	e p s a	1545	1545	e p s a
44026	Bantawa	SHEEP	meara	sheep	OLD	m e a r a	2780	2780	m ea r a
44900	Xiandao	SHEEP	paʔ	sheep	OLD	p a ʔ	1134	1134	p a ʔ
44966	Rangoon	SHEEP	o	sheep	OLD	o	3405	3405	o
45022	Achang_Longchuan	SHEEP	paʔ	sheep	OLD	p a ʔ	1134	1134	p a ʔ
45076	Maru	SHEEP	atpʔ	sheep	OLD	a t p ʔ	1134	1134	a t p ʔ
45147	Atsi	SHEEP	saumjḭ	sheep	OLD	s a u m j ḭ	3339	3339	s au m j ḭ
45301	Lashi	SHEEP	ɔtpatnu	sheep	OLD	ɔ t p a t n u	1134	1134	ɔ t p a t n u
45818	Bahing	SHEEP	ɔkpa	sheep (n)	OLD	ɔ k p a	1415	1415	ɔ k p a
46059	Lushai	SHEEP	beram	sheep	OLD	b e r a m	1545	1545	b e r a m
46991	Beijing	SHEEP	jɑŋ	*sheep, goat	OLD	j ɑ ŋ	342	342	j ɑ ŋ
46992	Guangzhou	SHEEP	jœŋ	*sheep, goat	OLD	j œ ŋ	342	342	j œ ŋ
46993	Chaozhou	SHEEP	i		OLD	i	342	342	i
46994	Longgang	SHEEP	mɛnjɔŋ		OLD	m ɛ n j ɔ ŋ	342	342	m ɛ n j ɔ ŋ
46995	Jieyang	SHEEP	i		OLD	i	342	342	i
46996	Xingning	SHEEP	mienʐɔŋ		OLD	m i e n ʐ ɔ ŋ	342	342	m ie n ʐ ɔ ŋ
48127	Tangut	SHEEP	jij		OLD	j i j	342	342	j i j
48453	Mikir	SHEEP	meresak		OLD	m e r e s a k	0	0	m e r e s a k
26545	Jingpho	SHEEP	săku	sheep	OLD	s ă k u	2284	2284	s ă k u
26662	Motuo_Menba	SHEEP	ɕiɕa	sheep	OLD	ɕ i ɕ a	3028	3028	ɕ i ɕ a
27525	rGyalrong_Maerkang	SHEEP	kəjo	sheep	OLD	k ə j o	342	342	k ə j o
27788	Lisu	SHEEP	ʑ	sheep	OLD	ʑ	342	342	ʑ
27839	Tibetan_Lhasa	SHEEP	lu	sheep	OLD	l u	1428	1428	l u
28746	Daofu	SHEEP	lɑʁɑ	sheep	OLD	l ɑ ʁ ɑ	231	231	l ɑ ʁ ɑ
29186	Dulong	SHEEP	ɑjɔ	sheep	OLD	ɑ j ɔ	342	342	ɑ j ɔ
29459	Tibetan_Batang	SHEEP	luʔ	sheep	OLD	l u ʔ	1428	1428	l u ʔ
29460	Tibetan_Batang	SHEEP	jõkɑɿuʔ	sheep	OLD	j õ k ɑ ɿ u ʔ	342	342	j õ k ɑɿu ʔ
31320	Zhaba_Daofu_County	SHEEP	gu	sheep	OLD	g u	2119	2119	g u
31472	Darang_Taraon	SHEEP	kɯjoŋ	sheep	OLD	k ɯ j o ŋ	342	342	k ɯ j o ŋ
32083	Tibetan_Xiahe	SHEEP	ləχ	sheep	OLD	l ə χ	1428	1428	l ə χ
33272	Bokar	SHEEP	ɕojoŋ	sheep	OLD	ɕ o j o ŋ	342	342	ɕ o j o ŋ
41193	Old_Burmese	SHEEP	swh		OLD	s w h	3405	3405	s w h
34216	Tibetan_Alike	SHEEP	om	sheep	OLD	o m	2835	2835	o m
34217	Tibetan_Alike	SHEEP	mamo	sheep	OLD	m a m o	2836	2836	m a m o
34537	Yidu	SHEEP	kɯjoŋ	sheep	OLD	k ɯ j o ŋ	342	342	k ɯ j o ŋ
35834	Japhug	SHEEP	qaʑo	sheep	OLD	q a ʑ o	342	342	q a ʑ o
40742	Khaling	SHEEP	nde		OLD	n d e	1545	1545	n d e
40969	Old_Chinese	SHEEP	ɢaŋ		OLD	ɢ a ŋ	342	342	ɢ a ŋ
41727	Wobzi_Khroskyabs	SHEEP	ʁj		OLD	ʁ j	342	342	ʁ j
42247	Garo	SHEEP	bera	sheep (n)	OLD	b e r a	1545	1545	b e r a
42360	Old_Tibetan	SHEEP	lug		OLD	l u g	1428	1428	l u g
42361	Old_Tibetan	SHEEP	gjaŋdkar		OLD	g j a ŋ d k a r	342	342	g j a ŋ d k a r
42530	Thulung	SHEEP	enda		OLD	e n d a	1545	1545	e n d a
#
42825	Hakha_Chin	SHOOT	kpkaʔ	shoot (v.)	OLD	k p k a ʔ	727	727	k p k a ʔ
43019	Bunan	SHOOT	et	beat, hit, shoot	OLD	e t	2958	2958	e t
43604	Rongpo	SHOOT	kuɽa	seed, sprout	OLD	k u ɽ a	594	594	k u ɽ a
43826	Kulung	SHOOT	amma	1. shoot (e.g. with bow); 2. to break through (of sun) 3. jump over (e.g. rope) (vt-4 [1: ap- 2: app- 3: am-])	OLD	a m m a	727	727	a mm a
44027	Bantawa	SHOOT	itt	to shoot something, hit	OLD	i t t	841	841	i tt
44759	Rangoon	SHOOT	piʔ		OLD	p i ʔ	1089	1089	p i ʔ
45581	Achang_Longchuan	SHOOT	pək	shoot (an arrow) v.	OLD	p ə k	1089	1089	p ə k
45582	Atsi	SHOOT	pik	shoot (an arrow) v.	OLD	p i k	1089	1089	p i k
45583	Bola	SHOOT	pak	shoot (an arrow) v.	OLD	p a k	1089	1089	p a k
45584	Lashi	SHOOT	pk	shoot (an arrow) v.	OLD	p k	1089	1089	p k
45585	Maru	SHOOT	pak	shoot (an arrow) v.	OLD	p a k	1089	1089	p a k
45586	Xiandao	SHOOT	pɤk	shoot (an arrow) v.	OLD	p ɤ k	1089	1089	p ɤ k
45881	Bahing	SHOOT	ɛko	shoot (vt)	OLD	ɛ k o	1453	1453	ɛ k o
46146	Lushai	SHOOT	kâp	shoot	OLD	k â p	727	727	k â p
47412	Beijing	SHOOT	ʂʅɤ		OLD	ʂ ʅ ɤ	1970	1970	ʂ ʅɤ
47414	Chaozhou	SHOOT	sia		OLD	s i a	1970	1970	s ia
47415	Longgang	SHOOT	sa		OLD	s a	1970	1970	s a
47416	Jieyang	SHOOT	sia		OLD	s i a	1970	1970	s ia
47417	Xingning	SHOOT	ʂa		OLD	ʂ a	1970	1970	ʂ a
47741	Ukhrul	SHOOT	kəkap	shoot	OLD	k ə k a p	727	727	k ə k a p
47940	Hayu	SHOOT	op	shoot, shoot or throw at sth. (vt)	OLD	o p	727	727	o p
48051	Tangut	SHOOT	ia		OLD	i a	4168	4168	ia
48369	Mikir	SHOOT	ap		OLD	a p	727	727	a p
48675	Rabha	SHOOT	ko	shoot (an arrow)	OLD	k o	4009	4009	k o
18711	Old_Tibetan	SHOOT	ɴen		OLD	ɴ e n	2979	2979	ɴ e n
18740	Japhug	SHOOT	tɯdilɤt		OLD	t ɯ d i l ɤ t	2933	2933	t ɯ d i l ɤ t
26872	Tibetan_Lhasa	SHOOT	taca	shoot (an arrow)	OLD	t a c a	2814	2814	t a c a
27433	Jingpho	SHOOT	kap	shoot (an arrow)	OLD	k a p	727	727	k a p
27478	Motuo_Menba	SHOOT	gap	shoot (an arrow)	OLD	g a p	727	727	g a p
28816	Tibetan_Lhasa	SHOOT	paŋ	shoot (an arrow)	OLD	p a ŋ	2979	2979	p a ŋ
30135	Dulong	SHOOT	ɑp	shoot (an arrow)	OLD	ɑ p	727	727	ɑ p
30409	Tibetan_Batang	SHOOT	ɑuʔ	shoot (an arrow)	OLD	ɑ u ʔ	2814	2814	ɑu ʔ
32220	Zhaba_Daofu_County	SHOOT	ʑi	shoot (an arrow)	OLD	ʑ i	2414	2414	ʑ i
32317	Daofu	SHOOT	fqe	shoot (an arrow)	OLD	f q e	2440	2440	f q e
34105	Lisu	SHOOT	b	shoot (an arrow)	OLD	b	1089	1089	b
34191	Bokar	SHOOT	op	shoot (an arrow)	OLD	o p	727	727	o p
35053	Tibetan_Alike	SHOOT	mdænen	shoot (an arrow)	OLD	m d æ n e n	2979	2979	m d æ n e n
35151	Tibetan_Xiahe	SHOOT	hen	shoot (an arrow)	OLD	h e n	2979	2979	h e n
35229	Yidu	SHOOT	ilipɹɑo	shoot (an arrow)	OLD	i l i p ɹ ɑ o	3022	3022	i l i p ɹ ɑo
35320	rGyalrong_Maerkang	SHOOT	kəpᴇklt	shoot (an arrow)	OLD	k ə p ᴇ k l t	2933	2933	k ə p ᴇ k l t
35560	Darang_Taraon	SHOOT	ojɑ	shoot (an arrow)	OLD	o j ɑ	3078	3078	o j ɑ
47413	Guangzhou	SHOOT	sɛ		OLD	s ɛ	1970	1970	s ɛ
40409	Khaling	SHOOT	ʔap		OLD	ʔ a p	727	727	ʔ a p
40410	Limbu	SHOOT	ap		OLD	a p	727	727	a p
41256	Old_Burmese	SHOOT	pac		OLD	p a c	1089	1089	p a c
41728	Wobzi_Khroskyabs	SHOOT	l		OLD	l	2933	2933	l
41991	Chepang	SHOOT	ʔap	throw, shoot at target (arrow, object)	OLD	ʔ a p	727	727	ʔ a p
42248	Garo	SHOOT	goa	broadcast; cast; plant; shoot; throw (vt)	OLD	g o a	4009	4009	g oa
42602	Thulung	SHOOT	op		OLD	o p	727	727	o p
#
42826	Hakha_Chin	SHORT	tyty	short (n., adj.)	OLD	t y t y	4176	4176	t y t y
43148	Bunan	SHORT	tunik	short	OLD	t u n i k	4177	4177	t u n i k
43447	Rongpo	SHORT	tuntə	short	OLD	t u n t ə	4177	4177	t u n t ə
43672	Kulung	SHORT	ibaipa	short (adj.)	OLD	i b a i p a	642	642	i b ai p a
44686	Rangoon	SHORT	to		OLD	t o	59	59	t o
44794	Achang_Longchuan	SHORT	ʑɔŋ	short adj	OLD	ʑ ɔ ŋ	1100	1100	ʑ ɔ ŋ
45588	Atsi	SHORT	tt	short adj	OLD	t t	10314	10314	tt
45589	Bola	SHORT	laŋ	short adj	OLD	l a ŋ	1335	1335	l a ŋ
45590	Lashi	SHORT	ʃŋ	short adj	OLD	ʃ ŋ	1100	1100	ʃ ŋ
45591	Maru	SHORT	laŋ	short adj	OLD	l a ŋ	1335	1335	l a ŋ
45592	Xiandao	SHORT	tɔk	short adj	OLD	t ɔ k	10315	10315	t ɔ k
45965	Lushai	SHORT	bîŋ	short	OLD	b î ŋ	1503	1503	b î ŋ
46481	Beijing	SHORT	tun	short	OLD	t u n	4179	4179	t u n
46482	Guangzhou	SHORT	tyn	short	OLD	t y n	4179	4179	t y n
46483	Chaozhou	SHORT	tɔ		OLD	t ɔ	4179	4179	t ɔ
46484	Longgang	SHORT	tɔn		OLD	t ɔ n	4179	4179	t ɔ n
46485	Jieyang	SHORT	tɔ		OLD	t ɔ	4179	4179	t ɔ
46486	Xingning	SHORT	tɔɑn		OLD	t ɔ ɑ n	4179	4179	t ɔɑ n
47596	Ukhrul	SHORT	kəʃu	short (be v.)	OLD	k ə ʃ u	2055	2055	k ə ʃ u
48088	Tangut	SHORT	wjj		OLD	w j j	4169	4169	w jj
48603	Rabha	SHORT	katak	short (of stature)	OLD	k a t a k	3422	3422	k a t a k
18764	Old_Tibetan	SHORT	uŋ		OLD	u ŋ	4170	4170	u ŋ
18793	Japhug	SHORT	xtɯt		OLD	x t ɯ t	972	972	x t ɯ t
43224	Byangsi	SHORT	ənɛ	short	OLD	ə n ɛ	4177	4177	ə n ɛ
25789	Tibetan_Alike	SHORT	oŋ	short	OLD	o ŋ	4170	4170	o ŋ
25978	Yidu	SHORT	kɑtioŋɑ	short	OLD	k ɑ t i o ŋ ɑ	4173	4173	k ɑ t io ŋ ɑ
26988	Jingpho	SHORT	tt	short	OLD	t t	10314	10314	tt
27156	Motuo_Menba	SHORT	umbi	short	OLD	u m b i	4178	4178	u m b i
27505	Tibetan_Xiahe	SHORT	oŋoŋ	short	OLD	o ŋ o ŋ	4170	4170	o ŋ o ŋ
28001	rGyalrong_Maerkang	SHORT	kəkən	short	OLD	k ə k ə n	972	972	k ə k ə n
29270	Daofu	SHORT	ljilje	short	OLD	l j i l j e	1353	1353	l j i l j e
29718	Dulong	SHORT	tɯi	short	OLD	t ɯ i	4176	4176	t ɯi
30545	Motuo_Menba	SHORT	umi	short	OLD	u m i	4178	4178	u m i
31758	Zhaba_Daofu_County	SHORT	ndʌndʌ	short	OLD	n d ʌ n d ʌ	4174	4174	n d ʌ n d ʌ
31860	Darang_Taraon	SHORT	kɯtioŋ	short	OLD	k ɯ t i o ŋ	4173	4173	k ɯ t io ŋ
33428	Tibetan_Batang	SHORT	ũũ	short	OLD	ũ ũ	4170	4170	ũũ
33770	Bokar	SHORT	atəŋ	short	OLD	a t ə ŋ	4173	4173	a t ə ŋ
34513	Lisu	SHORT	nio	short	OLD	n i o	2898	2898	n io
34794	Tibetan_Lhasa	SHORT	ỹỹ	short	OLD	ỹ ỹ	4170	4170	ỹỹ
40411	Khaling	SHORT	mʌsoŋpɛ		OLD	m ʌ s o ŋ p ɛ	3526	3526	m ʌ s o ŋ p ɛ
40412	Limbu	SHORT	taŋs		OLD	t a ŋ s	4175	4175	t a ŋ s
40971	Old_Chinese	SHORT	orʔ		OLD	o r ʔ	4179	4179	o r ʔ
41105	Old_Burmese	SHORT	tw		OLD	t w	59	59	t w
41729	Wobzi_Khroskyabs	SHORT	çt		OLD	ç t	972	972	ç t
41992	Chepang	SHORT	tjunʔ	short	OLD	t j u n ʔ	4177	4177	t j u n ʔ
42249	Garo	SHORT	kanʔdoka	short (vi)	OLD	k a n ʔ d o k a	10577	10577	k a n ʔ d o k a
#
42827	Hakha_Chin	SHOULDER	lîaŋ	shoulder (n.)	OLD	l î a ŋ	60	60	l î a ŋ
42906	Old_Tibetan	SHOULDER	dpuŋ		OLD	d p u ŋ	10168	10168	d p u ŋ
43084	Bunan	SHOULDER	pumpa	shoulder	OLD	p u m p a	10168	10168	p u m p a
43308	Byangsi	SHOULDER	rɔŋ	shoulder	OLD	r ɔ ŋ	406	406	r ɔ ŋ
43533	Rongpo	SHOULDER	kn	shoulder	OLD	k n	543	543	k n
43534	Rongpo	SHOULDER	kəna	shoulder	OLD	k ə n a	543	543	k ə n a
43758	Kulung	SHOULDER	bɔutɔ	shoulder (as seen from behind), shoulder blades (n.)	OLD	b ɔ u t ɔ	13	13	b ɔu t ɔ
44028	Bantawa	SHOULDER	aktaŋ	shoulder	OLD	a k t a ŋ	13	13	a k t a ŋ
44881	Bola	SHOULDER	laʔs	shoulder	OLD	l a ʔ s	1119	1119	l a ʔ s
44938	Achang_Longchuan	SHOULDER	xuŋpau	shoulder	OLD	x u ŋ p a u	3384	3384	x u ŋ p au
45005	Rangoon	SHOULDER	pɑõ	shoulder	OLD	p ɑ õ	10161	10161	p ɑõ
45070	Atsi	SHOULDER	koʔsan	shoulder	OLD	k o ʔ s a n	1119	1119	k o ʔ s a n
45142	Lashi	SHOULDER	lɔʔsn	shoulder	OLD	l ɔ ʔ s n	1119	1119	l ɔ ʔ s n
45264	Xiandao	SHOULDER	lɔʔsan	shoulder	OLD	l ɔ ʔ s a n	1119	1119	l ɔ ʔ s a n
45820	Bahing	SHOULDER	tokto	shoulder (n)	OLD	t o k t o	1417	1417	t o k t o
46060	Lushai	SHOULDER	ko	shoulder	OLD	k o	1546	1546	k o
46061	Lushai	SHOULDER	dâr	shoulder	OLD	d â r	1547	1547	d â r
47004	Beijing	SHOULDER	pɑŋɿ		OLD	p ɑ ŋ ɿ	10167	10167	p ɑ ŋ ɿ
47005	Guangzhou	SHOULDER	pɔku		OLD	p ɔ k u	13	13	p ɔ k u
47006	Chaozhou	SHOULDER	kĩau		OLD	k ĩ a u	543	543	k ĩau
47008	Jieyang	SHOULDER	kãĩau		OLD	k ã ĩ a u	543	543	k ãĩau
47009	Xingning	SHOULDER	kin		OLD	k i n	543	543	k i n
47876	Hayu	SHOULDER	axka	shoulder (n)	OLD	a x k a	2209	2209	a x k a
47991	Tangut	SHOULDER	w		OLD	w	13	13	w
48305	Mikir	SHOULDER	à		OLD	à	13	13	à
48544	Rabha	SHOULDER	akroŋ	shoulder	OLD	a k r o ŋ	13	13	a k r o ŋ
18817	Old_Tibetan	SHOULDER	rag		OLD	r a g	13	13	r a g
18846	Japhug	SHOULDER	tɯrpaʁ		OLD	t ɯ r p a ʁ	13	13	t ɯ r p a ʁ
44989	Maru	SHOULDER	lɔʔsaŋ	shoulder	OLD	l ɔ ʔ s a ŋ	1119	1119	l ɔ ʔ s a ŋ
26140	Tibetan_Alike	SHOULDER	makæ	shoulder	OLD	m a k æ	13	13	m a k æ
26396	Jingpho	SHOULDER	kăaʔ	shoulder	OLD	k ă a ʔ	13	13	k ă a ʔ
26551	Motuo_Menba	SHOULDER	aŋma	shoulder	OLD	a ŋ m a	10169	10169	a ŋ m a
27391	rGyalrong_Maerkang	SHOULDER	tɑrpɑk	shoulder	OLD	t ɑ r p ɑ k	13	13	t ɑ r p ɑ k
27686	Tibetan_Lhasa	SHOULDER	puŋpə	shoulder	OLD	p u ŋ p ə	10168	10168	p u ŋ p ə
28623	Daofu	SHOULDER	lva	shoulder	OLD	l v a	13	13	l v a
28625	Daofu	SHOULDER	lvapoŋ	shoulder	OLD	l v a p o ŋ	13	13	l v a p o ŋ
29064	Dulong	SHOULDER	ɹɑʔ	shoulder	OLD	ɹ ɑ ʔ	10316	10316	ɹ ɑ ʔ
29786	Tibetan_Batang	SHOULDER	ɑpa	shoulder	OLD	ɑ p a	13	13	ɑ p a
31308	Darang_Taraon	SHOULDER	ɯliɯŋpɑ	shoulder	OLD	ɯ l i ɯ ŋ p ɑ	60	60	ɯ l iɯ ŋ p ɑ
31964	Tibetan_Xiahe	SHOULDER	aχka	shoulder	OLD	a χ k a	13	13	a χ k a
32492	Zhaba_Daofu_County	SHOULDER	ɦolo	shoulder	OLD	ɦ o l o	2466	2466	ɦ o l o
33139	Bokar	SHOULDER	gurbɯŋ	shoulder	OLD	g u r b ɯ ŋ	10168	10168	g u r b ɯ ŋ
34412	Yidu	SHOULDER	elipɑ	shoulder	OLD	e l i p ɑ	60	60	e l i p ɑ
34865	Lisu	SHOULDER	lɯ	shoulder	OLD	l ɯ	2946	2946	l ɯ
47007	Longgang	SHOULDER	pɔkiu		OLD	p ɔ k i u	13	13	p ɔ k iu
40413	Khaling	SHOULDER	tʌ		OLD	t ʌ	13	13	t ʌ
40414	Limbu	SHOULDER	ɔktaŋ		OLD	ɔ k t a ŋ	13	13	ɔ k t a ŋ
40972	Old_Chinese	SHOULDER	en		OLD	e n	543	543	e n
41194	Old_Burmese	SHOULDER	pauh		OLD	p a u h	10161	10161	p au h
41730	Wobzi_Khroskyabs	SHOULDER	lvɣ		OLD	l v ɣ	13	13	l v ɣ
41993	Chepang	SHOULDER	balna	shoulder, moveable part of upper arm (including shoulder blade)	OLD	b a l n a	29733	29733	b a l n a
42250	Garo	SHOULDER	pakkroŋ	shoulder (n)	OLD	p a k k r o ŋ	13	13	p a kk r o ŋ
42532	Thulung	SHOULDER	balam		OLD	b a l a m	3880	3880	b a l a m
#
42828	Hakha_Chin	SHY	zakzaʔ	shy (adj.)	OLD	z a k z a ʔ	5878	5878	z a k z a ʔ
43108	Bunan	SHY	ʂak	shame, shyness	OLD	ʂ a k	2478	2478	ʂ a k
43448	Rongpo	SHY	kyã	be ashamed of	OLD	k y ã	6390	6390	k yã
43673	Kulung	SHY	ŋəimləma	be ashamed (vi-7 [1: lɔi- 2: lɔ- 3: lǝi- 4: lǝ-])	OLD	ŋ ə i m l ə m a	6389	6389	ŋ əi m l ə m a
44905	Xiandao	SHY	ɲɔʔsɔʔ	shy, be / bashful	OLD	ɲ ɔ ʔ s ɔ ʔ	8406	8406	ɲ ɔ ʔ s ɔ ʔ
45044	Achang_Longchuan	SHY	ɔʔsɔʔ	shy, be / bashful	OLD	ɔ ʔ s ɔ ʔ	8406	8406	ɔ ʔ s ɔ ʔ
45192	Atsi	SHY	xoʔ	shy, be / bashful	OLD	x o ʔ	2478	2478	x o ʔ
45251	Rangoon	SHY	ɕɛʔ	shy, be / bashful	OLD	ɕ ɛ ʔ	2478	2478	ɕ ɛ ʔ
45303	Lashi	SHY	ʃʔ	shy, be / bashful	OLD	ʃ ʔ	2478	2478	ʃ ʔ
48181	Tangut	SHY	gi		OLD	g i	0	0	g i
48512	Mikir	SHY	kaerak		OLD	k a e r a k	0	0	k ae r a k
18870	Old_Tibetan	SHY	ŋoa		OLD	ŋ o a	5877	5877	ŋ oa
18899	Japhug	SHY	nɤzraʁ		OLD	n ɤ z r a ʁ	2478	2478	n ɤ z r a ʁ
45201	Maru	SHY	xɔʔ	shy, be / bashful	OLD	x ɔ ʔ	2478	2478	x ɔ ʔ
